Title,Authors,Publication Year,DOI
The Influence of the Nonfunctional Requirements on the Data Model,Kokrehel G.; Bilicki V.,2024,10.14232/actacyb.299253
A scalable and transparent data pipeline for AI-enabled health data ecosystems,Namli T.; Anıl Sınacı A.; Gönül S.; Herguido C.R.; Garcia-Canadilla P.; Muñoz A.M.; Esteve A.V.; Ertürkmen G.B.L.,2024,10.3389/fmed.2024.1393123
Design and Implementation of an ETLProcess to Transfer Wound-Related Data into a Standardized Common Data Model,Przysucha M.; Hüsers J.; Liberman D.; Kersten O.; Schlüter A.; Fraas S.; Busch D.; Moelleken M.; Erfurt-Berge C.; Dissemond J.; Hübner U.,2023,10.3233/SHTI230723
Data quality and timeliness analysis for post-vaccination adverse event cases reported through healthcare data exchange to FDA BEST pilot platform,Deady M.; Duncan R.; Jones L.D.; Sang A.; Goodness B.; Pandey A.; Cho S.; Forshee R.A.; Anderson S.A.; Ezzeldin H.,2024,10.3389/fpubh.2024.1379973
Automated approach for quality assessment of RDF resources,Zhang S.; Benis N.; Cornet R.,2023,10.1186/s12911-023-02182-8
Electronic health record interoperability using FHIR and blockchain: A bibliometric analysis and future perspective,Anand G.; Sadhna D.,2023,10.4103/picr.picr_272_22
Use of a HAPI FHIR Server and Development of a Multi-user Web Interface for Visualization and Analysis of Data from Patients with Diabetes Mellitus,Francisco M.; Marques J.L.B.,2024,10.1007/978-3-031-49410-9_9
Creation of Standardized Common Data Elements for Diagnostic Tests in Infectious Disease Studies: Semantic and Syntactic Mapping,Stellmach C.; Hopff S.M.; Jaenisch T.; de Miranda S.M.N.; Rinaldi E.; Anton G.; Appel K.; Blaschke S.; Bröhl I.; Erber J.; Fiedler K.; Geisler R.; Heuschmann P.U.; Illig T.; Kraus M.; Krefting D.; Reese J.-P.; Scherer M.; Vehreschild J.J.; Vehreschild M.J.G.T.; Wolf L.; Dellacasa C.; Puskaric M.; Osmo T.; Rossi E.; Gorska A.; Koll C.E.M.; Maxwell L.; Hufstedler H.; Tobian F.,2024,10.2196/50049
Orchestration Framework Based on Revocable Dynamic Hash Table for Dynamic Access of Data in Multi-Cloud Environments,Adhoni Z.A.; Narayan D.L.,2024,10.22266/IJIES2024.0831.58
FHIR DataProvider for ReactAdmin: Leveraging User Interface Creation for Medical Web Applications,Scheible R.; Alkier D.; Wendroth J.; Mayer J.; Boeker M.,2023,10.3233/SHTI230436
Striking a match between FHIR-based patient data and FHIR-based eligibility criteria,Alper B.S.; Dehnbostel J.; Shahin K.; Ojha N.; Khanna G.; Tignanelli C.J.,2023,10.1002/lrh2.10368
Design and Development of Learning Management System Huemul for Teaching Fast Healthcare Interoperability Resource: Algorithm Development and Validation Study,Guinez-Molinos S.; Espinoza S.; Andrade J.; Medina A.,2024,10.2196/45413
PainRE-Life: A FHIR Based Telemonitoring Ecosystem for the Management of Patients with Chronic Pain,Marceglia S.; Manzelli V.; Caruso A.; Prenassi M.; Prandin R.; Savino C.; Tacconi D.; Ferrucci R.; Conti C.; Candiani G.; Toraldo C.; Judica E.; Corbo M.; Masiero M.; Pravettoni G.,2023,10.3233/SHTI230773
Identifying the data elements and functionalities of clinical decision support systems to administer medication for neonates and pediatrics: a systematic literature review,Norouzi S.; Galavi Z.; Ahmadian L.,2023,10.1186/s12911-023-02355-5
Evaluation of the Availability of Nursing Quality Indicators in German FHIR Implementations,Netzband S.; Ott K.; Auer F.; Kramer F.,2023,10.3233/SHTI230488
"Leveraging Large Language Models for Simplified Patient Summary Generation, Literature Retrieval and Medical Information Summarization: A Health CASCADE Study",Balaskas G.; Papadopoulos H.; Korakis A.,2024,
The Concept of a Healthcare AI Platform,Hatta Y.; Hayashi T.; Narita M.,2023,
Unified Identification Protocol for Cross-Border Healthcare,Latorre F.; Hawks C.E.; Colmenares B.; Verma D.; Gil M.; Sala N.,2023,10.3233/SHTI230752
Shape Expressions (ShEx) schemas for the FHIR R5 specification,Sharma D.K.; Prud'hommeaux E.; Booth D.; Nanjo C.; Jiang G.,2023,10.1016/j.jbi.2023.104534
The Design and Construction of a 12-Channel Electrocardiogram Device Developed on an ADS1293 Chip Platform,Nguyen T.-N.; Duong T.-T.; Omer H.; Sulieman A.; Bradley D.A.,2023,10.3390/electronics12112389
Integration technologies in laboratory information systems: A systematic review,Edayan J.M.; Gallemit A.J.; Sacala N.E.; Palmer X.-L.; Potter L.; Rarugal J.; Velasco L.C.,2024,10.1016/j.imu.2024.101566
Wearable Device Health Data Mapping to Open mHealth and FHIR Data Formats,Falkenhein I.; Bernhardt B.; Gradwohl S.; Brandl M.; Hussein R.; Hanke S.,2023,10.3233/SHTI230500
Arden Syntax on FHIR,Csarmann A.; Zeckl J.; Haug P.; Jenders R.A.; Rappelsberger A.; Adlassnig K.-P.,2023,10.3233/SHTI230521
P-IT-3 | Communicating Information on Blood and Cell Products in HL7 FHIR Electronic Messages,Moniz K.; Ashford P.,2023,10.1111/trf.267_17554
Interoperable Universal Resource Identifier for Selective Disclosure of Data,Latorre F.; Hawks C.E.; Colmenares B.; Verma D.; Gil M.; Sala N.,2023,10.3233/SHTI230465
ResearchMatch on FHIR: Development and evaluation of a recruitment registry and electronic health record system interface for volunteer profile completion,Cheng A.C.; Dunkel L.; Byrne L.M.; Tischbein M.; Burts D.; Hamilton J.; Phillips K.; Embry B.; Tan J.; Olson E.; Harris P.A.,2023,10.1017/cts.2023.654
HL7-FHIR-Based ContSys Formal Ontology for Enabling Continuity of Care Data Interoperability,Das S.; Hussey P.,2023,10.3390/jpm13071024
Anonymization and Pseudonymization of FHIR Resources for Secondary Use of Healthcare Data,Raso E.; Loreti P.; Ravaziol M.; Bracciale L.,2024,10.1109/ACCESS.2024.3381034
From randomised controlled trials to real-world data: Clinical evidence to guide management of diabetic macular oedema,Gabrielle P.-H.; Mehta H.; Barthelmes D.; Daien V.; Nguyen V.; Gillies M.C.; Creuzot-Garcher C.P.,2023,10.1016/j.preteyeres.2023.101219
The role of compression in large scale data transfer and storage of typical biomedical signals at hospitals,Jacobsson M.; Seoane F.; Abtahi F.,2023,10.1177/14604582231213846
Sync for Genes Phase 5: Computable artifacts for sharing dynamically annotated FHIR-formatted genomic variants,Dolin R.; Heale B.S.E.; Gupta R.; Alvarez C.; Aronson J.; Boxwala A.; Gothi S.R.; Husami A.; Shalaby J.; Babb L.; Wagner A.; Chamala S.,2023,10.1002/lrh2.10385
Enhancing Patient Care: Achieving Interoperability between General Practitioners' and Stomatologists' information systems using FHIR standard and Firebase cloud,Chirila O.S.; Avram D.; Szilagyi M.M.; Chirila C.-B.; Stoicu-Tivadar L.,2024,10.1109/SACI60582.2024.10619795
An Electronic Medical Record Prediction Model to Identify Inadequate Bowel Preparation in Patients at Outpatient Colonoscopy,Sninsky J.A.; Toups J.V.; Cotton C.C.; Peery A.F.; Arora S.,2024,10.1016/j.tige.2023.12.008
FHIR-PYrate: a data science friendly Python package to query FHIR servers,Hosch R.; Baldini G.; Parmar V.; Borys K.; Koitka S.; Engelke M.; Arzideh K.; Ulrich M.; Nensa F.,2023,10.1186/s12913-023-09498-1
Lean Study Host: Towards an Automated Pipeline for Multi-Center Study Hosting,Heine L.; Hörst F.; Nasca E.; Egger J.; Siveke J.T.; Kim M.; Kleesiek J.; Bahnsen F.H.,2024,
"5th International Conference on Biomedical and Health Informatics, ICBHI 2022",,2024,
Establishment of a mindmap for medical e-Diagnosis as a service for graph-based learning and analytics,Mohammed S.; Fiaidhi J.,2023,10.1007/s00521-021-06200-6
Transforming Healthcare Analytics with FHIR: A Framework for Standardizing and Analyzing Clinical Data,Ayaz M.; Pasha M.F.; Alahmadi T.J.; Abdullah N.N.B.; Alkahtani H.K.,2023,10.3390/healthcare11121729
MiSIS: An HL7 FHIR Middleware for Healthcare Information Systems,Malaquias R.S.; Filho I.D.M.B.; Lima J.M.M.D.; Gurgel A.M.; Brito B.A.O.D.,2024,10.1007/978-3-031-64608-9_16
Interoperable E-Health System Using Structural and Semantic Interoperability Approaches in CAREPATH,Pournik O.; Ahmad B.; Lim Choi Keung S.N.; Peake A.; Rafid S.; Tong C.; Laleci Erturkmen G.B.; Gencturk M.; Akpinar A.E.; Arvanitis T.N.,2023,10.3233/SHTI230571
Evaluating Interoperability in German Critical Incident Reporting Systems,Tetzlaff L.; Purohit A.-M.; Spallek J.; Holmberg C.; Schrader T.,2023,10.3233/SHTI230722
MYeHealthAppCY: A Healthcare Mobile Application in Cyprus,Agroti L.; Canciu I.-C.; Christodoulou M.; Papaioannou M.; Neocleous A.; Savva P.; Yiasemi C.; Solomou T.; Panayides A.; Antoniou Z.; Neofytou M.; Constantinou I.; Pattichis C.S.,2023,10.3233/SHTI230491
Towards a Bavarian Oncology Real World Data Research Platform,Ziegler J.; Gruendner J.; Rosenau L.; Erpenbeck M.; Prokosch H.-U.; Deppenwiese N.,2023,10.3233/SHTI230696
Towards FAIR Data Standardization Using FHIR Genomics Resources Integration in Obstetrics-Gynecology Department Systems,Niţulescu A.; Crişan-Vida M.; Stoicu-Tivadar L.,2023,10.3233/SHTI230460
Building an Electronic Medical Record System Exchanged in FHIR Format and Its Visual Presentation,Liu T.-J.; Lee H.-T.; Wu F.,2023,10.3390/healthcare11172410
Quality and Traceability of Starting Materials from Supplier to Recipient,Latorre F.; Hawks C.E.; Bahillo E.; Gil M.; Colmenares B.; Verma D.; Sala N.,2023,10.3233/SHTI230559
Understanding the Role of Standard Educational Specifications and Interoperable Resources When Designing and Developing Digital Learning Interventions in Nursing Simulation Scenarios,Buendía-García F.; Ferrandis M.L.,2024,10.1007/978-3-031-53963-3_1
Interoperable and explainable machine learning models to predict morbidity and mortality in acute neurological injury in the pediatric intensive care unit: secondary analysis of the TOPICC study,Munjal N.K.; Clark R.S.B.; Simon D.W.; Kochanek P.M.; Horvat C.M.,2023,10.3389/fped.2023.1177470
From data strategy to implementation to advance cancer research and cancer care: A French comprehensive cancer center experience,Heudel P.; Crochet H.; Durand T.; Zrounba P.; Blay J.-Y.,2023,10.1371/journal.pdig.0000415
A vendor-neutral business analytics and quality measurement system for radiation dose index monitoring,Boufahja A.; Pujadas P.; Raba A.; Mishra N.,2023,10.1016/j.health.2023.100252
Making Science Computable Using Evidence-Based Medicine on Fast Healthcare Interoperability Resources: Standards Development Project,Soares A.; Schilling L.M.; Richardson J.; Kommadi B.; Subbian V.; Dehnbostel J.; Shahin K.; Robinson K.A.; Afzal M.; Lehmann H.P.; Kunnamo I.; Alper B.S.,2024,10.2196/54265
"SovereignRx: An Electronic Prescription System Based on High Privacy, Blockchain, and Self-Sovereign Identity",Barros M.V.; Martina J.E.,2024,10.1007/978-3-031-57916-5_32
Pragmatic Approaches to Interoperability in the U.S.: Surmounting Barriers to Healthcare Data and Information Across Organizations,Perugu B.; Wadhwa V.; Kim J.; Cai J.; Shin A.; Gupta A.,2023,10.30953/thmt.v8.421
Integration of Patient-Reported Outcome Data Collected Via Web Applications and Mobile Apps Into a Nation-Wide COVID-19 Research Platform Using Fast Healthcare Interoperability Resources: Development Study,Oehm J.B.; Riepenhausen S.L.; Storck M.; Dugas M.; Pryss R.; Varghese J.,2024,10.2196/47846
FHIR-up! Advancing knowledge from clinical data through application of standardized nursing terminologies within HL7VR FHIRVR,Monsen K.A.; Heermann L.; Dunn-Lopez K.,2023,10.1093/jamia/ocad131
The genotype list string code syntax for exchanging nomenclature-level genotyping results in clinical and research data management and analysis systems,Mack S.J.; Sauter J.; Robinson J.; Osoegawa K.; McKenzie L.; Schneider J.; Maiers M.; Milius R.P.,2023,10.1111/tan.15145
Semantic Integration of BPMN Models and FHIR Data to Enable Personalized Decision Support for Malignant Melanoma,Beckmann C.L.; Keuchel D.; Soleman W.O.I.A.; Nürnberg S.; Böckmann B.,2023,10.3390/info14120649
Mettertron - Bridging Metadata Repositories and Terminology Servers,Schladetzky J.; Kock-Schoppenhauer A.-K.; Drenkhahn C.; Ingenerf J.; Wiedekopf J.,2023,10.3233/SHTI230721
Patient-Centric Interoperability and Cybersecurity for Cross-Border Healthcare,Latorre F.; Hawks C.E.; Colmenares B.; Verma D.; Gil M.; Sala N.,2023,10.3233/SHTI230463
Semantic Modelling for Representation and Integration of Health Data from Wearable Devices,Tasia T.; Maga-Nteve C.; Tsolakis N.; Meditskos G.; Mavropoulos T.; Vrochidis S.,2024,10.1007/978-3-031-63211-2_17
Secondary use of patient data within decentralized studies using the example of rare diseases in Germany: A data scientist's exploration of process and lessons learned,Zoch M.; Gierschner C.; Andreeff A.-K.; Henke E.; Sedlmayr M.; Müller G.; Tippmann J.; Hebestreit H.; Choukair D.; Hoffmann G.F.; Fritz-Kebede F.; Toepfner N.; Berner R.; Biergans S.; Verbücheln R.; Schaaf J.; Fleck J.; Wirth F.N.; Schepers J.; Prasser F.,2024,10.1177/20552076241265219
Experience from the Development of HL7 FHIR IG for Gatekeeper Project,Gazzarata R.; Chronaki C.; Gallego A.; Gaeta E.; Fico G.; Zampognaro P.; Mercalli F.; Giuliani F.; Allocca C.; Cangioli G.,2023,10.3233/SHTI230435
Exploring Interoperability and Decentralized Applications for Personal Health Data using FHIR Standards,Sentausa D.; Hareva D.H.,2023,10.1145/3638985.3638988
"The Fast Health Interoperability Resources (FHIR) and Clinical Research, a Scoping Review",Pavão J.; Bastardo R.; Rocha N.P.,2024,10.1007/978-3-031-45648-0_40
Evaluating automated electronic case report form data entry from electronic health records,Cheng A.C.; Banasiewicz M.K.; Johnson J.D.; Sulieman L.; Kennedy N.; Delacqua F.; Lewis A.A.; Joly M.M.; Bistran-Hall A.J.; Collins S.; Self W.H.; Shotwell M.S.; Lindsell C.J.; Harris P.A.,2023,10.1017/cts.2022.514
Developing a Structural Standard for Smart Contract Electronic Health Records Based on the HL7 Fast Healthcare Interoperability Resources,Pulmano C.; Fernandez P.,2024,10.5220/0012624100003699
Developing a minimum data set for cardiovascular Computerized Physician Order Entry (CPOE) and mapping the data set to FHIR: A multi-method approach,Montazeri M.; Khajouei R.; Mahdavi A.; Ahmadian L.,2023,10.1007/s10916-023-01943-2
"UHF RFID and NFC Point-of-Care - Architecture, Security, and Implementation",Bianco G.M.; Raso E.; Fiore L.; Mazzaracchio V.; Bracciale L.; Arduini F.; Loreti P.; Marrocco G.; Occhiuzzi C.,2023,10.1109/JRFID.2023.3268422
Implementation of a Patient Summary Web Application According to the International Patient Summary and Validation in Common Use Cases in Japan,Song C.; Nakayama M.,2023,10.1007/s10916-023-01993-6
Playing in the clinical decision support sandbox: tools and training for all,Soares A.; Afshar M.; Moesel C.; Grasso M.A.; Pan E.; Solomonides A.; Richardson J.E.; Barone E.; Lomotan E.A.; Schilling L.M.,2023,10.1093/jamiaopen/ooad038
Electronic Health Record and Semantic Issues Using Fast Healthcare Interoperability Resources: Systematic Mapping Review,Amar F.; April A.; Abran A.,2024,10.2196/45209
Streamlining intersectoral provision of real-world health data: a service platform for improved clinical research and patient care,Hoffmann K.; Nesterow I.; Peng Y.; Henke E.; Barnett D.; Klengel C.; Gruhl M.; Bartos M.; Nüßler F.; Gebler R.; Grummt S.; Seim A.; Bathelt F.; Reinecke I.; Wolfien M.; Weidner J.; Sedlmayr M.,2024,10.3389/fmed.2024.1377209
Development of Data Ingestion Pipelines for the Federated Use of Biomedical Data in Research: The Health Big Data Project,Reali P.; Carotenuto A.; Piantella D.; Tanca L.; Plebani P.; Signorini M.G.,2024,10.1109/MELECON56669.2024.10608617
Personal Health Record and National Health Insurance Interoperability,Sentausa D.; Hareva D.H.; Yugopuspito P.,2023,10.1145/3631991.3632009
Transforming evidence-based clinical guidelines into implementable clinical decision support services: the CAREPATH study for multimorbidity management,Gencturk M.; Laleci Erturkmen G.B.; Akpinar A.E.; Pournik O.; Ahmad B.; Arvanitis T.N.; Schmidt-Barzynski W.; Robbins T.; Alcantud Corcoles R.; Abizanda P.,2024,10.3389/fmed.2024.1386689
Minimal Common Oncology Data Elements Genomics Pilot Project: Enhancing Oncology Research Through Electronic Health Record Interoperability at Vanderbilt University Medical Center,Li Y.; Ye J.; Huang Y.; Wu J.; Liu X.; Ahmed S.; Osterman T.,2024,10.1200/CCI.23.00249
Design and Adoption of a FHIR IG to Support a Telemonitoring Environment in Gatekeeper Project,Gazzarata R.; Chronaki C.; Ricciardi F.; Giuliani F.; Zampognaro P.; Mercalli F.; Allocca C.; Gaeta E.; Fico G.; Cangioli G.,2023,10.3233/SHTI230751
Towards interoperability in infection control: a standard data model for microbiology,Rinaldi E.; Drenkhahn C.; Gebel B.; Saleh K.; Tönnies H.; von Loewenich F.D.; Thoma N.; Baier C.; Boeker M.; Hinske L.C.; Diaz L.A.P.; Behnke M.; Ingenerf J.; Thun S.,2023,10.1038/s41597-023-02560-x
Uncovering Harmonization Potential in Health Care Data Through Iterative Refinement of Fast Healthcare Interoperability Resources Profiles Based on Retrospective Discrepancy Analysis: Case Study,Rosenau L.; Behrend P.; Wiedekopf J.; Gruendner J.; Ingenerf J.,2024,10.2196/57005
ESR paper on structured reporting in radiology—update 2023,,2023,10.1186/s13244-023-01560-0
Health Digital Twins with Clinical Decision Support,Grob M.; Seisl P.; Rappelsberger A.; Adlassnig K.-P.,2023,10.3233/SHTI230448
Getting ready for the European Health Data Space (EHDS): IDERHA's plan to align with the latest EHDS requirements for the secondary use of health data,Hussein R.; Balaur I.; Burmann A.; Ćwiek-Kupczyńska H.; Gadiya Y.; Ghosh S.; Jayathissa P.; Katsch F.; Kremer A.; Lähteenmäki J.; Meng Z.; Morasek K.; C. Rancourt R.; Satagopam V.; Sauermann S.; Scheider S.; Stamm T.; Muehlendyck C.; Gribbon P.,2024,10.12688/openreseurope.18179.1
Smart hospital: achieving interoperability and raw data collection from medical devices in clinical routine,Martens E.; Haase H.-U.; Mastella G.; Henkel A.; Spinner C.; Hahn F.; Zou C.; Fava Sanches A.; Allescher J.; Heid D.; Strauss E.; Maier M.-M.; Lachmann M.; Schmidt G.; Westphal D.; Haufe T.; Federle D.; Rueckert D.; Boeker M.; Becker M.; Laugwitz K.-L.; Steger A.; Müller A.,2024,10.3389/fdgth.2024.1341475
"HL7 FHIR Platform, Scalable, Reliable and Comprehensive of Clinical Databases Analyzed with Machine Learning for ICU Public Healthcare Center",Plaza B.C.; Luque J.B.; Godoy L.C.; Figueroa B.C.; Ganderat R.C.; Izquierdo M.R.,2024,10.1007/978-3-031-59216-4_18
Application of novel PACS-based informatics platform to identify imaging based predictors of CDKN2A allelic status in glioblastomas,Tillmanns N.; Lost J.; Tabor J.; Vasandani S.; Vetsa S.; Marianayagam N.; Yalcin K.; Erson-Omay E.Z.; von Reppert M.; Jekel L.; Merkaj S.; Ramakrishnan D.; Avesta A.; de Oliveira Santo I.D.; Jin L.; Huttner A.; Bousabarah K.; Ikuta I.; Lin M.D.; Aneja S.; Turowski B.; Aboian M.; Moliterno J.,2023,10.1038/s41598-023-48918-4
A Unified Data Architecture for Assessing Motor Symptoms in Parkinson's Disease,Gundler C.; Zhu Q.R.; Trübe L.; Dadkhah A.; Gutowski T.; Rosch M.; Langebrake C.; Nürnberg S.; Baehr M.; Ückert F.,2023,10.3233/SHTI230689
Model-Driven Dementia Prevention and Intervention Platform,Schinle M.; Dietrich M.; Stock S.; Gerdes M.; Stork W.,2023,10.3233/SHTI230313
A novel blockchain-based architectural modal for healthcare data,Barbaria S.; Mahjoubi H.; Rahmouni H.B.,2023,10.1016/j.procs.2023.01.433
"MIMIC-IV on FHIR: converting a decade of in-patient data into an exchangeable, interoperable format",Bennett A.M.; Ulrich H.; Van Damme P.; Wiedekopf J.; Johnson A.E.W.,2023,10.1093/jamia/ocad002
Implementation of HL7 FHIR-Based Interoperability Profiles to Manage Care Plans for Multimorbid Patients with Mild Dementia,Gencturk M.; Akpinar A.E.; Laleci Erturkmen G.B.,2023,10.3233/SHTI230075
Creation of a structured molecular genomics report for Germany as a local adaption of HL7's Genomic Reporting Implementation Guide,Stellmach C.; Sass J.; Auber B.; Boeker M.; Wienker T.; Heidel A.J.; Benary M.; Schumacher S.; Ossowski S.; Klauschen F.; Möller Y.; Schmutzler R.; Ustjanzew A.; Werner P.; Tomczak A.; Hölter T.; Thun S.,2023,10.1093/jamia/ocad061
Preparing the Next Generation for Health Data Standards Careers,Gray H.G.; Feldman S.S.,2023,
Automated HL7v2 LRI informatics framework for streamlining genomics-EHR data integration,Dolin R.H.; Gupta R.; Newsom K.; Heale B.S.E.; Gothi S.; Starostik P.; Chamala S.,2023,10.1016/j.jpi.2023.100330
Software Framework and Graph-based Methodology for Optimal Patient Appointment Planning,Söle Z.; Baumgartner J.; Leitold D.; Dulai T.; Orosz A.; Vathy-Fogarassy A.,2023,10.1016/j.procs.2023.01.398
A Decentralized Architecture for Semantic Interoperability of Personal Dental Data Based on FHIR,Lebredo H.; Fernández-Álvarez D.; Labra-Gayo J.E.,2023,10.4018/IJSWIS.333633
FHIR-Ontop-OMOP: Querying OMOP clinical databases as FHIR-compliant Clinical Knowledge Graphs,Xiao G.; Pfaff E.; Prud'Hommeaux E.; Booth D.; Sharma D.K.; Huo N.; Yu Y.; Zong N.; Ruddy K.J.; Chute C.G.; Jiang G.,2023,
Web-based Prototype for Graphical Exploration of FHIR® Questionnaire Responses,Frei J.; Auer F.J.; Netzband S.; Ignatenko Y.; Kramer F.,2023,
Towards principles of ontology-based annotation of clinical narratives,Schulz S.; Del-Pinto W.; Han L.; Kreuzthaler M.; Aghaei S.; Nenadic G.,2023,
Mapping Injection Order Messages to Health Level 7 Fast Healthcare Interoperability Resources to Collate Infusion Pump Data,Doi S.; Yokota S.; Nagae Y.; Takahashi K.; Aoki M.; Ohe K.,2023,10.1055/s-0043-1776699
Decentralized Web-Based Clinical Decision Support Using Semantic GLEAN Workflows,Van Woensel W.; Abidi S.; Abidi S.S.R.,2023,10.1007/978-3-031-34344-5_44
A systematic review of data elements of computerized physician order entry (CPOE): mapping the data to FHIR,Montazeri M.; Khajouei R.; Afraz A.; Ahmadian L.,2023,10.1080/17538157.2023.2255285
"Interoperable, Domain-Specific Extensions for the German Corona Consensus (GECCO) COVID-19 Research Data Set Using an Interdisciplinary, Consensus-Based Workflow: Data Set Development Study",Lichtner G.; Haese T.; Brose S.; Röhrig L.; Lysyakova L.; Rudolph S.; Uebe M.; Sass J.; Bartschke A.; Hillus D.; Kurth F.; Sander L.E.; Eckart F.; Toepfner N.; Berner R.; Frey A.; Dörr M.; Vehreschild J.J.; von Kalle C.; Thun S.,2023,10.2196/45496
"RuleML+RR-Companion 2023 - Proceedings of the 17th International Rule Challenge and 7th Doctoral Consortium @ RuleM+RR 2023, co-located with 19th Reasoning Web Summer School, RW 2023 and 15th DecisionCAMP 2023 as part of Declarative AI 2023",,2023,
"Towards a Clinically Meaningful Model to Structure the Development of Interoperable Order Sets, Applicable to the Point of Care in Any EMR",Yasini M.; Rausch D.; Marin L.; Hochheim I.; Singh Dhillon N.; Dahlweid M.,2023,10.3233/SHTI230055
Clinical Decision Support to Reduce Opioid Prescriptions for Dental Extractions using SMART on FHIR: Implementation Report,Rindal D.B.; Pasumarthi D.P.; Thirumalai V.; Truitt A.R.; Asche S.E.; Worley D.C.; Kane S.M.; Gryczynski J.; Mitchell S.,2023,10.2196/45636
"International Conference on Information Technology and Systems, ICITS 2023",,2023,
Characterizing variability of electronic health record-driven phenotype definitions,Brandt P.S.; Kho A.; Luo Y.; Pacheco J.A.; Walunas T.L.; Hakonarson H.; Hripcsak G.; Liu C.; Shang N.; Weng C.; Walton N.; Carrell D.S.; Crane P.K.; Larson E.B.; Chute C.G.; Kullo I.J.; Carroll R.; Denny J.; Ramirez A.; Wei W.-Q.; Pathak J.; Wiley L.K.; Richesson R.; Starren J.B.; Rasmussen L.V.,2023,10.1093/jamia/ocac235
"Can OpenEHR, ISO 13606, and HL7 FHIR Work Together? An Agnostic Approach for the Selection and Application of Electronic Health Record Standards to the Next-Generation Health Data Spaces",Pedrera-Jiménez M.; García-Barrio N.; Frid S.; Moner D.; Boscá-Tomás D.; Lozano-Rubí R.; Kalra D.; Beale T.; Muñoz-Carrero A.; Serrano-Balazote P.,2023,10.2196/48702
The SIMPLE Architectural Pattern for Integrating Patient-Facing Apps into Clinical Workflows: Desiderata and Application for Lung Cancer Screening,Balbin C.A.; Kawamoto K.,2023,
Interoperability with multiple Fast Healthcare Interoperability Resources (FHIR® ) profiles and versions,Kramer M.A.; Moesel C.,2023,10.1093/jamiaopen/ooad001
An Extract-Transform-Load Process Design for the Incremental Loading of German Real-World Data Based on FHIR and OMOP CDM: Algorithm Development and Validation,Henke E.; Peng Y.; Reinecke I.; Zoch M.; Sedlmayr M.; Bathelt F.,2023,10.2196/47310
Interoperability of heterogeneous health information systems: a systematic literature review,Torab-Miandoab A.; Samad-Soltani T.; Jodati A.; Rezaei-Hachesu P.,2023,10.1186/s12911-023-02115-5
Exploring New Possibilities for Research Data Exploration Using the Example of the German Core Data Set,Menzel F.; Waltemath D.; Henkel R.,2023,10.3233/SHTI230255
Ensuring FHIR Authentication and Data Integrity by Smart Contract and Blockchain Enabled NFT,Yang C.-N.; Kuo H.-C.; Cheng H.-H.,2023,10.1145/3608298.3608322
Machine Learning–Enabled Clinical Information Systems Using Fast Healthcare Interoperability Resources Data Standards: Scoping Review,Balch J.A.; Ruppert M.M.; Loftus T.J.; Guan Z.; Ren Y.; Upchurch G.R.; Ozrazgat-Baslanti T.; Rashidi P.; Bihorac A.,2023,10.2196/48297
Cloud-based Digital Twins Storage in Emergency Healthcare,Wang E.; Tayebi P.; Song Y.-T.,2023,10.1109/SERA57763.2023.10197705
TAPP: Defining standard provenance information for clinical research data and workflows - Obstacles and opportunities,Gierend K.; Wodke J.A.H.; Genehr S.; Gött R.; Henkel R.; Krüger F.; Mandalka M.; Michaelis L.; Scheuerlein A.; Schröder M.; Zeleke A.; Waltemath D.,2023,10.1145/3543873.3587562
Computer-Supported Collaborative Design of Standardized Clinical Cases: Algorithm Development and Validation,Guinez-Molinos S.; Buendía-García F.; Sierra-Rodríguez J.-L.; Gayoso-Cabada J.; González-Díaz J.,2023,10.2196/45315
"The Fast Health Interoperability Resources (FHIR) and Integrated Care, a Scoping Review",Pavão J.; Bastardo R.; Rocha N.P.,2023,10.1007/978-981-19-9331-2_45
A hackathon as a tool to enhance research and practice on electronic health record systems’ interoperability for chronic disease management and prevention,Rigas E.S.; Kostomanolakis S.; Kyriakoulakos N.; Kounalakis D.; Petrakis I.; Berler A.; Boumpaki A.; Karanikas H.; Kelepouris A.; Bamidis P.D.; Katehakis D.G.,2023,10.3389/fdgth.2023.1275711
From Authoring to Evaluating an Electronic Health Quality Measure - Applying Logic to FHIR® with CQL for Calculating Immunization Coverage,Lin A.M.; Schwab A.; Abolhassni R.; Winkler S.,2023,10.3233/SHTI230004
Using BPMN for medical guidelines that integrate with FHIR-RDF,Kober G.; Robaldo L.; Paschke A.,2023,
Representation of evidence-based clinical practice guideline recommendations on FHIR,Lichtner G.; Alper B.S.; Jurth C.; Spies C.; Boeker M.; Meerpohl J.J.; von Dincklage F.,2023,10.1016/j.jbi.2023.104305
Categorization of Health Determinants into an EHR Paradigm Based on HL7 FHIR,Kiourtis A.; Mavrogiorgou A.; Kleftakis S.; Kyriazis D.; Torelli F.; Martino D.; De Nigro A.,2023,10.1007/978-3-031-37496-8_16
FASS-ECG: A FHIR Cloud API to Enable Streaming and Storage of Continuous 12-leads ECGs,Pereira C.R.; Sousa A.P.; Itturriet F.P.; Machado J.C.; Del Mestre Martins A.L.,2023,10.1109/CBMS58004.2023.00339
Data and databases in cardiovascular medicine and surgery,Shamavu K.Y.; Tcheng J.E.,2023,10.1016/B978-0-323-90534-3.00030-5
Designing Interoperable Health Care Services Based on Fast Healthcare Interoperability Resources: Literature Review,Nan J.; Xu L.-Q.,2023,10.2196/44842
