"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link"
"Schwab A.; Lin A.M.; Winkler S.","Schwab, Anja (58263180700); Lin, Anna M. (57214267426); Winkler, Stephan (55386967900)","58263180700; 57214267426; 55386967900","Automated Clinical Trial Cohort Definition and Evaluation with CQL and CDS-Hooks","2024","10.3233/SHTI240028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191684078&doi=10.3233%2fSHTI240028&partnerID=40&md5=d7e533ce7be6487e7f0705d02d7d2335"
"Rosar M.; Chuang K.-T.","Rosar, Moritz (59207697000); Chuang, Kun-Ta (7101644378)","59207697000; 7101644378","Using Blockchain for Incentive-Driven FHIR-based Health Record Exchange","2024","10.1145/3605098.3636189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197715854&doi=10.1145%2f3605098.3636189&partnerID=40&md5=070e08f39b0a0463e7d1371a9f73ace8"
"Rivas-Torres J.A.; Malqui-Sifuentes R.L.; Marzal-Martinez W.; Roque-Pisconte V.D.","Rivas-Torres, Junior A. (59548435400); Malqui-Sifuentes, Rodrigo L. (59547474900); Marzal-Martinez, Walter (59547290400); Roque-Pisconte, Vanessa D. (59547290500)","59548435400; 59547474900; 59547290400; 59547290500","Blockchain Interoperability in Healthcare Information Systems: An Analysis of Trends and Perspectives; [Interoperabilidad de blockchain para los sistemas de información del sector salud: un análisis de tendencias y perspectivas]","2024","10.18687/LEIRD2024.1.1.718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217255458&doi=10.18687%2fLEIRD2024.1.1.718&partnerID=40&md5=956e8d9b2ec3fbe185a04797204c456d"
"Ivanova M.; Bossenko I.; Piho G.","Ivanova, Marina (59250420300); Bossenko, Igor (57951337000); Piho, Gunnar (36497203700)","59250420300; 57951337000; 36497203700","TermX—Bridging the Gap: Implementing CTS2 and FHIR Compatible Terminology Server","2024","10.1007/978-981-97-4581-4_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202624316&doi=10.1007%2f978-981-97-4581-4_20&partnerID=40&md5=6afaf9c1843b7cb847d044433163d4eb"
"Jones J.R.; Gottlieb D.; McMurry A.J.; Atreja A.; Desai P.M.; Dixon B.E.; Payne P.R.O.; Saldanha A.J.; Shankar P.; Solad Y.; Wilcox A.B.; Ali M.S.; Kang E.; Martin A.M.; Sprouse E.; Taylor D.E.; Terry M.; Ignatov V.; Mandl K.D.","Jones, James R. (57215855571); Gottlieb, Daniel (57215292681); McMurry, Andrew J. (57193978645); Atreja, Ashish (6507983861); Desai, Pankaja M. (57226460726); Dixon, Brian E. (57213322290); Payne, Philip R.O. (58331044200); Saldanha, Anil J. (58307585500); Shankar, Prabhu (56285628200); Solad, Yauheni (56289082500); Wilcox, Adam B. (7102335792); Ali, Momeena S. (58718068800); Kang, Eugene (58718295700); Martin, Andrew M. (57194147135); Sprouse, Elizabeth (58718757000); Taylor, David E. (57210796567); Terry, Michael (58718757100); Ignatov, Vladimir (57216537052); Mandl, Kenneth D. (7003721828)","57215855571; 57215292681; 57193978645; 6507983861; 57226460726; 57213322290; 58331044200; 58307585500; 56285628200; 56289082500; 7102335792; 58718068800; 58718295700; 57194147135; 58718757000; 57210796567; 58718757100; 57216537052; 7003721828","Real world performance of the 21st Century Cures Act population-level application programming interface","2024","10.1093/jamia/ocae040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190952634&doi=10.1093%2fjamia%2focae040&partnerID=40&md5=c3c0c12d6e2a6045113d2e6c892eadd9"
"Mazein I.; Braun S.; Gebhardt T.; Henkel R.; Michaelis L.; Waltemath D.; Wodke J.A.H.","Mazein, Ilya (59297720900); Braun, Sarah (59297870200); Gebhardt, Tom (57200688908); Henkel, Ron (35104997500); Michaelis, Lea (58260279900); Waltemath, Dagmar (36471561200); Wodke, Judith A.H. (35316581300)","59297720900; 59297870200; 57200688908; 35104997500; 58260279900; 36471561200; 35316581300","MeDaX Prototype v0.2","2024","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214889323&partnerID=40&md5=f5a8755cee5f173832d7df107fa53797"
"Tejani A.S.; Bialecki B.; O'Donnell K.; Schmidt T.S.; Kohli M.D.; Alkasab T.","Tejani, Ali S. (57222522488); Bialecki, Brian (57113365100); O'Donnell, Kevin (59182108300); Schmidt, Teri Sippel (57202007267); Kohli, Marc D. (24338219900); Alkasab, Tarik (7801646987)","57222522488; 57113365100; 59182108300; 57202007267; 24338219900; 7801646987","Standardizing imaging findings representation: harnessing Common Data Elements semantics and Fast Healthcare Interoperability Resources structures","2024","10.1093/jamia/ocae134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199208072&doi=10.1093%2fjamia%2focae134&partnerID=40&md5=0837492e25749666fcec14caaf2e977b"
"Stellmach C.; Muzoora M.R.","Stellmach, Caroline (57225175424); Muzoora, Michael Rusongoza (57224206431)","57225175424; 57224206431","How to Assess FAIRness of Your Data - A Summary of Testing Two FAIR Validators","2024","10.3233/SHTI230946","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183576477&doi=10.3233%2fSHTI230946&partnerID=40&md5=0efdb2316662d6d0a0255c14ae17a7cb"
"McMurry A.J.; Gottlieb D.I.; Miller T.A.; Jones J.R.; Atreja A.; Crago J.; Desai P.M.; Dixon B.E.; Garber M.; Ignatov V.; Kirchner L.A.; Payne P.R.O.; Saldanha A.J.; Shankar P.R.V.; Solad Y.V.; Sprouse E.A.; Terry M.; Wilcox A.B.; Mandl K.D.","McMurry, Andrew J. (57193978645); Gottlieb, Daniel I. (57215292681); Miller, Timothy A. (57198615489); Jones, James R. (57215855571); Atreja, Ashish (6507983861); Crago, Jennifer (58948125800); Desai, Pankaja M. (57226460726); Dixon, Brian E. (57213322290); Garber, Matthew (58948070500); Ignatov, Vladimir (57216537052); Kirchner, Lyndsey A. (58718068900); Payne, Philip R.O. (58331044200); Saldanha, Anil J. (58307585500); Shankar, Prabhu R.V. (56285628200); Solad, Yauheni V. (56289082500); Sprouse, Elizabeth A. (58718757000); Terry, Michael (58718757100); Wilcox, Adam B. (7102335792); Mandl, Kenneth D. (7003721828)","57193978645; 57215292681; 57198615489; 57215855571; 6507983861; 58948125800; 57226460726; 57213322290; 58948070500; 57216537052; 58718068900; 58331044200; 58307585500; 56285628200; 56289082500; 58718757000; 58718757100; 7102335792; 7003721828","Cumulus: a federated electronic health record-based learning system powered by Fast Healthcare Interoperability Resources and artificial intelligence","2024","10.1093/jamia/ocae130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199163539&doi=10.1093%2fjamia%2focae130&partnerID=40&md5=204ece1a44bb2b3d3b8db17a15430e17"
"Sawa T.; Sakurai R.; Ohe K.","Sawa, Tomohiro (35750733000); Sakurai, Ryota (58924183800); Ohe, Kazuhiko (7102871564)","35750733000; 58924183800; 7102871564","HeXEHRS: FHIR-Based Cloud EHR Services to Support Healthcare in Depopulated Areas Driven by Digital Twin","2024","10.3233/SHTI240768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201999155&doi=10.3233%2fSHTI240768&partnerID=40&md5=abdb34ca4dbdbb05774eb60ef4fe7328"
"Van Damme P.; Löbe M.; Benis N.; De Keizer N.F.; Cornet R.","Van Damme, Philip (57202714542); Löbe, Matthias (55938448500); Benis, Nirupama (55097083500); De Keizer, Nicolette F. (35557831100); Cornet, Ronald (57201825238)","57202714542; 55938448500; 55097083500; 35557831100; 57201825238","Assessing the use of HL7 FHIR for implementing the FAIR guiding principles: a case study of the MIMIC-IV Emergency Department module","2024","10.1093/jamiaopen/ooae002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183968631&doi=10.1093%2fjamiaopen%2fooae002&partnerID=40&md5=aad954d4a2f757389848eded3e4ed27c"
"Safran V.; Horvat S.; Ilijevec B.; Roj I.R.; Flis V.; Mlakar I.","Safran, Valentino (57225938574); Horvat, Samo (57912780700); Ilijevec, Bojan (57209023325); Roj, Igor Rober (59188434900); Flis, Vojko (7004163190); Mlakar, Izidor (42161784700)","57225938574; 57912780700; 57209023325; 59188434900; 7004163190; 42161784700","Integrating HL7 FHIR into Clinical Decision Support Systems: A Real-World Application with Pepper Humanoid Robot in Hospital During Doctor Visits","2024","10.1109/MCSI63438.2024.00031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216762035&doi=10.1109%2fMCSI63438.2024.00031&partnerID=40&md5=9d7d12bce0aa94ff6bd5afd4797fa5a4"
"Kirilov N.","Kirilov, Nikola (57211145892)","57211145892","Scalability of real-time data delivery from electronic health records","2024","10.1007/s12553-024-00932-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212490760&doi=10.1007%2fs12553-024-00932-w&partnerID=40&md5=b45e1ff18b32f7ddb588fe8558d4b6d4"
"Beckmann C.L.; Lodde G.; Swoboda J.; Livingstone E.; Böckmann B.","Beckmann, Catharina Lena (57878453400); Lodde, Georg (57211849273); Swoboda, Jessica (59268309000); Livingstone, Elisabeth (24465712400); Böckmann, Britta (55642187900)","57878453400; 57211849273; 59268309000; 24465712400; 55642187900","Use of Real-World FHIR Data Combined with Context-Sensitive Decision Modeling to Guide Sentinel Biopsy in Melanoma","2024","10.3390/jcm13113353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195777181&doi=10.3390%2fjcm13113353&partnerID=40&md5=be1466b577a218b98d6f2d041d18a0ba"
"Denecke K.; Reichenpfader D.; Willi D.; Kennel K.; Bonel H.; Nairz K.; Cihoric N.; Papaux D.; von Tengg-Kobligk H.","Denecke, Kerstin (24331428400); Reichenpfader, Daniel (57217286299); Willi, Dominic (59311289600); Kennel, Karin (59310850100); Bonel, Harald (7004430905); Nairz, Knud (6507652544); Cihoric, Nikola (55325998600); Papaux, Damien (59310850200); von Tengg-Kobligk, Hendrik (6602372931)","24331428400; 57217286299; 59311289600; 59310850100; 7004430905; 6507652544; 55325998600; 59310850200; 6602372931","Person-based design and evaluation of MIA, a digital medical interview assistant for radiology","2024","10.3389/frai.2024.1431156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202927684&doi=10.3389%2ffrai.2024.1431156&partnerID=40&md5=d8f9eda62e250a1b089208e71e8ed856"
"Fallahpour A.; Alinoori M.; Ye W.; Cao X.; Afkanpour A.; Krishnan A.","Fallahpour, Adibvafa (59174475000); Alinoori, Mahshid (58059885400); Ye, Wenqian (58644043600); Cao, Xu (57703059500); Afkanpour, Arash (55675052100); Krishnan, Amrit (57955816900)","59174475000; 58059885400; 58644043600; 57703059500; 55675052100; 57955816900","EhrMamba: Towards Generalizable and Scalable Foundation Models for Electronic Health Records","2024","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219202938&partnerID=40&md5=ff802e1379eaecb2ea80ec9ddcc8609f"
"Lien C.-Y.; Ting T.-Y.; Kuo L.-C.; Chung P.-C.; Chu Y.-C.; Kuo C.-T.","Lien, Chung-Yueh (12039448600); Ting, Tzu-Yun (58852998400); Kuo, Li-Chun (58852858200); Chung, Pau-Choo (7201442829); Chu, Yuan-Chia (57202613011); Kuo, Chen-Tsung (58040417100)","12039448600; 58852998400; 58852858200; 7201442829; 57202613011; 58040417100","Design of HL7 FHIR Profiles for Pathology Reports Integrated with Pathology Images","2024","10.3233/SHTI230918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183589528&doi=10.3233%2fSHTI230918&partnerID=40&md5=20023887f6e23d127910dbe4de69e8c5"
"Ulrich H.; Anywar M.; Kinast B.; Schreiweis B.","Ulrich, Hannes (56347799300); Anywar, Michael (57878931400); Kinast, Benjamin (57231500800); Schreiweis, Björn (55562120100)","56347799300; 57878931400; 57231500800; 55562120100","Large-Scale Standardized Image Integration for Secondary Use Research Projects","2024","10.3233/SHTI230950","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183579734&doi=10.3233%2fSHTI230950&partnerID=40&md5=d64e789a25935cb3138b16a9992cab79"
"De Maio C.; Fenza G.; Furno D.; Grauso T.; Loia V.","De Maio, Carmen (35093940700); Fenza, Giuseppe (15065479100); Furno, Domenico (36080236500); Grauso, Teodoro (59407829700); Loia, Vincenzo (35570326700)","35093940700; 15065479100; 36080236500; 59407829700; 35570326700","A Multi-Agent Architecture for Privacy-Preserving Natural Language Interaction with FHIR-Based Electronic Health Records","2024","10.23919/SoftCOM62040.2024.10721684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208825077&doi=10.23919%2fSoftCOM62040.2024.10721684&partnerID=40&md5=f32457b9f76b7adfcb7b60e025601326"
"Klopfenstein S.A.I.; Sass J.; Vorisek C.N.; Jorczik F.; Schmidt C.O.; Löbe M.; Golebiewski M.; Abaza H.; Thun S.","Klopfenstein, Sophie A.I. (57224207090); Sass, Julian (57201945716); Vorisek, Carina N. (57189294597); Jorczik, Felix (58852879200); Schmidt, Carsten Oliver (57220942925); Löbe, Matthias (55938448500); Golebiewski, Martin (16229843100); Abaza, Haitham (57196287416); Thun, Sylvia (26535208000)","57224207090; 57201945716; 57189294597; 58852879200; 57220942925; 55938448500; 16229843100; 57196287416; 26535208000","Bringing Communities Together: Mapping the Investigation-Study-Assay-Model (ISA) to Fast Healthcare Interoperability Resources (FHIR)","2024","10.3233/SHTI230919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183582857&doi=10.3233%2fSHTI230919&partnerID=40&md5=79cacfbcc9aa8c75cd3c728315f0e80a"
"Grob M.; Rappelsberger A.; Adlassnig K.-P.","Grob, Moritz (58477525000); Rappelsberger, Andrea (22035949700); Adlassnig, Klaus-Peter (7003385915)","58477525000; 22035949700; 7003385915","Health Digital Twins with Clinical Decision Support and Medical Imaging","2024","10.1007/978-3-031-63929-6_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202516363&doi=10.1007%2f978-3-031-63929-6_9&partnerID=40&md5=77c2f7f6fdab1ec1f4f9df8de8fe4129"
"Xiong L.; Zhu Y.; Zaza S.","Xiong, Lu (57220548723); Zhu, Yaping (59171619100); Zaza, Sam (57215898592)","57220548723; 59171619100; 57215898592","Enhancing Data Diversity and Traceability to Mitigate Bias in Healthcare AI: A Blockchain-Driven Approach","2024","10.1145/3632634.3655881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195901239&doi=10.1145%2f3632634.3655881&partnerID=40&md5=f6678c5a6bcffb1fe677d7655535ead2"
"Deady M.; Duncan R.; Sonesen M.; Estiandan R.; Stimpert K.; Cho S.; Beers J.; Goodness B.; Jones L.D.; Forshee R.; Anderson S.A.; Ezzeldin H.","Deady, Matthew (57725369700); Duncan, Raymond (7401604918); Sonesen, Matthew (57211914885); Estiandan, Renier (57211921557); Stimpert, Kelly (36341443200); Cho, Sylvia (56727060400); Beers, Jeffrey (57747791600); Goodness, Brian (57039092400); Jones, Lance Daniel (59225423600); Forshee, Richard (6602589602); Anderson, Steven A. (35214478200); Ezzeldin, Hussein (15076846500)","57725369700; 7401604918; 57211914885; 57211921557; 36341443200; 56727060400; 57747791600; 57039092400; 59225423600; 6602589602; 35214478200; 15076846500","A Computable Phenotype Algorithm for Postvaccination Myocarditis/Pericarditis Detection Using Real-World Data: Validation Study","2024","10.2196/54597","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210543226&doi=10.2196%2f54597&partnerID=40&md5=dc154120c418f18428c90f0815975ad6"
"Mullie L.; Afilalo J.; Archambault P.; Bouchakri R.; Brown K.; Buckeridge D.L.; Cavayas Y.A.; Turgeon A.F.; Martineau D.; Lamontagne F.; Lebrasseur M.; Lemieux R.; Li J.; Sauthier M.; St-Onge P.; Tang A.; Witteman W.; Chassé M.","Mullie, Louis (56410937600); Afilalo, Jonathan (16400605600); Archambault, Patrick (35271045100); Bouchakri, Rima (57417007300); Brown, Kip (57221008245); Buckeridge, David L. (6602840279); Cavayas, Yiorgos Alexandros (57190445319); Turgeon, Alexis F. (7006753733); Martineau, Denis (58892654600); Lamontagne, François (15829826700); Lebrasseur, Martine (57213195515); Lemieux, Renald (26532923200); Li, Jeffrey (58892549600); Sauthier, Michaël (57195970051); St-Onge, Pascal (23019625400); Tang, An (35189530600); Witteman, William (36028882600); Chassé, Michaël (56256282500)","56410937600; 16400605600; 35271045100; 57417007300; 57221008245; 6602840279; 57190445319; 7006753733; 58892654600; 15829826700; 57213195515; 26532923200; 58892549600; 57195970051; 23019625400; 35189530600; 36028882600; 56256282500","CODA: an open-source platform for federated analysis and machine learning on distributed healthcare data","2024","10.1093/jamia/ocad235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185344043&doi=10.1093%2fjamia%2focad235&partnerID=40&md5=9ea10b676e8610a5de2d5a83e37b1c3d"
"Schladetzky J.; Reimer N.; Nicolaus H.; Busch H.; Schreiweis B.; Kock-Schoppenhauer A.-K.","Schladetzky, Jan (58572116900); Reimer, Niklas (57224207161); Nicolaus, Herwig (59297766700); Busch, Hauke (36573084900); Schreiweis, Björn (55562120100); Kock-Schoppenhauer, Ann-Kristin (57194129811)","58572116900; 57224207161; 59297766700; 36573084900; 55562120100; 57194129811","Integration of Oncological Data into openEHR: A Path Towards Improved Cancer Care and Research","2024","10.3233/SHTI240655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201998713&doi=10.3233%2fSHTI240655&partnerID=40&md5=ff7a867ab69fafe00b3ec1a67a487071"
"","","","Proceedings of the 3rd International Conference on Intelligent Computing and Next Generation Networks, ICNGN 2024","2024","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000024885&partnerID=40&md5=ef1fdeb4c9bb675f5535a965d299dad1"
"Brunner M.; Butti M.; Menazzi S.; Chanfreau H.; Tajerian M.; Quiroga A.; Otero P.; Luna D.; Benitez S.","Brunner, Mauricio (57730928700); Butti, Matias (37067048300); Menazzi, Sebastián (55932481800); Chanfreau, Hernan (56204989400); Tajerian, Matias (57216976462); Quiroga, Alfonso (58852745900); Otero, Paula (8437483200); Luna, Daniel (8437483000); Benitez, Sonia (36647302900)","57730928700; 37067048300; 55932481800; 56204989400; 57216976462; 58852745900; 8437483200; 8437483000; 36647302900","Bioinformatics Architecture for Integrating Genomics Data into Electronic Health Records","2024","10.3233/SHTI231114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183574422&doi=10.3233%2fSHTI231114&partnerID=40&md5=34f6c96e9615064b45423e0aa18e9ea0"
"Seixas-Lopes F.A.; Lopes C.; Marques M.; Agostinho C.; Jardim-Goncalves R.","Seixas-Lopes, Fabio A. (36972651800); Lopes, Carlos (57547291400); Marques, Maria (8666613700); Agostinho, Carlos (18633382000); Jardim-Goncalves, Ricardo (6602141538)","36972651800; 57547291400; 8666613700; 18633382000; 6602141538","Musculoskeletal Disorder (MSD) Health Data Collection, Personalized Management and Exchange Using Fast Healthcare Interoperability Resources (FHIR)","2024","10.3390/s24165175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202432689&doi=10.3390%2fs24165175&partnerID=40&md5=eb70ac21f12b8c9bd5d63fcb9a64e7e2"
"Essaid S.; Andre J.; Brooks I.M.; Hohman K.H.; Hull M.; Jackson S.L.; Kahn M.G.; Kraus E.M.; Mandadi N.; Martinez A.K.; Mui J.Y.; Zambarano B.; Soares A.","Essaid, Shahim (55995422800); Andre, Jeff (58615293200); Brooks, Ian M (7005753611); Hohman, Katherine H (12798041300); Hull, Madelyne (59065224300); Jackson, Sandra L (56712258800); Kahn, Michael G (56775542400); Kraus, Emily M (57209909571); Mandadi, Neha (58615110200); Martinez, Amanda K (58084830700); Mui, Joyce Y (57490570600); Zambarano, Bob (56815093500); Soares, Andrey (57221855269)","55995422800; 58615293200; 7005753611; 12798041300; 59065224300; 56712258800; 56775542400; 57209909571; 58615110200; 58084830700; 57490570600; 56815093500; 57221855269","MENDS-on-FHIR: leveraging the OMOP common data model and FHIR standards for national chronic disease surveillance","2024","10.1093/jamiaopen/ooae045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194903960&doi=10.1093%2fjamiaopen%2fooae045&partnerID=40&md5=fe547a40906efd4233c663ce991275c5"
"Solar M.; Araya M.; Nanculef R.; Dombrovskaia L.; Castaneda V.; Roberts I.","Solar, Mauricio (55411267600); Araya, Mauricio (36442186000); Nanculef, Ricardo (6507812613); Dombrovskaia, Lioubov (6603238198); Castaneda, Victor (36609899500); Roberts, Ian (59390423800)","55411267600; 36442186000; 6507812613; 6603238198; 36609899500; 59390423800","ALPACS: Interoperable Repository of Medical Images","2024","10.1109/CLEI64178.2024.10700554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207825077&doi=10.1109%2fCLEI64178.2024.10700554&partnerID=40&md5=a627249b61e5057bbf12143446409eb9"
"Wijayanti D.; Urbaya S.; Sitompul T.; Adrian V.","Wijayanti, Diana (57577929700); Urbaya, Satriawansyah (57218242290); Sitompul, Taufiq (57208620803); Adrian, Verry (57221369753)","57577929700; 57218242290; 57208620803; 57221369753","E-Government Interoperability: Provincial-Level Architecture Model to Enable Fast Healthcare Interoperability Resources (FHIR)","2024","10.1109/ICIMTech63123.2024.10780873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215942772&doi=10.1109%2fICIMTech63123.2024.10780873&partnerID=40&md5=77814218bb9e4684813b943389fd65c3"
"Phelan D.; Gottlieb D.; Mandel J.C.; Ignatov V.; Jones J.; Marquard B.; Ellis A.; Mandl K.D.","Phelan, Dylan (58975728100); Gottlieb, Daniel (57215292681); Mandel, Joshua C (55340002200); Ignatov, Vladimir (57216537052); Jones, James (57215855571); Marquard, Brett (58975776100); Ellis, Alyssa (57205648830); Mandl, Kenneth D (7003721828)","58975728100; 57215292681; 55340002200; 57216537052; 57215855571; 58975776100; 57205648830; 7003721828","Beyond compliance with the 21st Century Cures Act Rule: a patient controlled electronic health information export application programming interface","2024","10.1093/jamia/ocae013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189751363&doi=10.1093%2fjamia%2focae013&partnerID=40&md5=67388506fa0ab7dcbf46f6b9659182ea"
"Fayyaz H.; Gupta M.; Ramirez A.P.; Jurkovitz C.; Bunnell H.T.; Phan T.-L.T.; Beheshti R.","Fayyaz, Hamed (57274975700); Gupta, Mehak (57674558200); Ramirez, Alejandra Perez (57216842228); Jurkovitz, Claudine (6603716062); Bunnell, H. Timothy (59660549000); Phan, Thao-Ly T. (59494513100); Beheshti, Rahmatollah (55619059000)","57274975700; 57674558200; 57216842228; 6603716062; 59660549000; 59494513100; 55619059000","An Interoperable Machine Learning Pipeline for Pediatric Obesity Risk Estimation","2024","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219192675&partnerID=40&md5=3b8efa478cf1957a7b2cb52a0d9b20f2"
"Kruse J.; Wiedekopf J.; Kock-Schoppenhauer A.-K.; Essenwanger A.; Ingenerf J.; Ulrich H.","Kruse, Jesse (57222575909); Wiedekopf, Joshua (57224206347); Kock-Schoppenhauer, Ann-Kristin (57194129811); Essenwanger, Andrea (57193266107); Ingenerf, Josef (6603276740); Ulrich, Hannes (56347799300)","57222575909; 57224206347; 57194129811; 57193266107; 6603276740; 56347799300","A Generic Transformation Approach for Complex Laboratory Data Using the Fast Healthcare Interoperability Resources Mapping Language: Method Development and Implementation","2024","10.2196/57569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208735205&doi=10.2196%2f57569&partnerID=40&md5=beacb72e2376a90c79c4482936eacbb1"
"Yen L.-H.; Huang T.-T.; Hsu C.-Y.; Wu P.-H.; Liu C.-Y.; Lee H.-A.","Yen, Lo-Hsien (57657100400); Huang, Tzu-Ting (57657421700); Hsu, Chien -Yeh (55752327900); Wu, Pin-Hua (57657421800); Liu, Chen-Yi (57658367200); Lee, Hsiu-An (57202740385)","57657100400; 57657421700; 55752327900; 57657421800; 57658367200; 57202740385","Improving Interoperability in Healthcare: A User-Friendly International Standard Data Conversion Framework","2024","10.1007/978-981-99-9416-8_52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184813890&doi=10.1007%2f978-981-99-9416-8_52&partnerID=40&md5=3532e4124e0862f81550803d8ce4b654"
"Michaels M.","Michaels, Maria (57215140840)","57215140840","Adapting Clinical Guidelines for the Digital Age: Summary of a Holistic and Multidisciplinary Approach","2023","10.1097/JMQ.0000000000000138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169765705&doi=10.1097%2fJMQ.0000000000000138&partnerID=40&md5=3fe2b1088b5a25d6477f6577606f6ab6"
"Dashkevich E.V.; Klimkovich N.N.; Krasko O.V.; Pasyukov V.V.; Peshnyak J.V.; Rasyuk E.D.","Dashkevich, Eleonora V. (59155285800); Klimkovich, Natalya N. (57901795100); Krasko, Olga V. (6506610243); Pasyukov, Vadim V. (59163490500); Peshnyak, Janna V. (58147077100); Rasyuk, Elena D. (57377715200)","59155285800; 57901795100; 6506610243; 59163490500; 58147077100; 57377715200","TRANSFUSION-HEMOSTASIOLOGICAL CLUSTER IN ELECTRONIC HEALTHCARE OF THE REPUBLIC OF BELARUS; [ТРАНСФУЗИОННО-ГЕМОСТАЗИОЛОГИЧЕСКИЙ КЛАСТЕР В ЭЛЕКТРОННОМ ЗДРАВООХРАНЕНИИ РЕСПУБЛИКИ БЕЛАРУСЬ]","2024","10.29235/1814-6023-2024-21-2-125-137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195377137&doi=10.29235%2f1814-6023-2024-21-2-125-137&partnerID=40&md5=4e26dc1dd2c95ec792d6d4e8a0c3852d"
"Bocca S.; Zamboni A.; Bella G.; Chandrashekar Y.; Bagchi M.; Kuper G.; Bouquet P.; Giunchiglia F.","Bocca, Simone (57207571454); Zamboni, Alessio (57224544498); Bella, Gábor (57020988700); Chandrashekar, Yamini (57220040542); Bagchi, Mayukh (57218899033); Kuper, Gabriel (7004061837); Bouquet, Paolo (55604989200); Giunchiglia, Fausto (7005768672)","57207571454; 57224544498; 57020988700; 57220040542; 57218899033; 7004061837; 55604989200; 7005768672","Building Interoperable Electronic Health Records as Purpose Driven Knowledge Graphs","2024","10.1007/978-3-031-56818-3_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202346538&doi=10.1007%2f978-3-031-56818-3_14&partnerID=40&md5=772e899505bc92d9131d58a71ebbacd1"
"Ait Abdelouahid R.; Debauche O.; Mahmoudi S.; Marzak A.","Ait Abdelouahid, Rachida (57205754414); Debauche, Olivier (57195530506); Mahmoudi, Saïd (16177658000); Marzak, Abdelaziz (36703203600)","57205754414; 57195530506; 16177658000; 36703203600","Literature Review: Clinical Data Interoperability Models","2023","10.3390/info14070364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166388119&doi=10.3390%2finfo14070364&partnerID=40&md5=0a01ec4c38a5447d3564966cfddb4953"
"Neocleous A.; Papaioannou M.; Savva P.; Miguel F.; Yiasemi C.; Panayides A.; Antoniou Z.; Neofytou M.; Michael C.; Melios P.; Constantinou I.; Cânciu I.-C.; Adamides G.; Christodoulou M.; Pattichis C.","Neocleous, Andreas (10840117700); Papaioannou, Maria (36632895100); Savva, Panayiotis (57406263100); Miguel, Francisco (57406240700); Yiasemi, Constantinos (58477801500); Panayides, Andreas (16646871500); Antoniou, Zinonas (35753139200); Neofytou, Marios (16175812500); Michael, Christos (58477650400); Melios, Panayiotis (58477726600); Constantinou, Ioannis (35752779100); Cânciu, Ionuţ-Cristian (58477685100); Adamides, Giorgos (25958862000); Christodoulou, Marios (58477685200); Pattichis, Constantinos (35495139000)","10840117700; 36632895100; 57406263100; 57406240700; 58477801500; 16646871500; 35753139200; 16175812500; 58477650400; 58477726600; 35752779100; 58477685100; 25958862000; 58477685200; 35495139000","eHealth4U: A DEMO of a Prototype National Electronic Health Record for Cyprus","2023","10.3233/SHTI230502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164231556&doi=10.3233%2fSHTI230502&partnerID=40&md5=5a3bf4f526a235f80479fd31cfeca6f0"
