PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28118917","Opening the Duke electronic health record to apps: Implementing SMART on FHIR","Bloomfield RA Jr, Polo-Wood F, Mandel JC, Mandl KD.","Int J Med Inform. 2017 Mar;99:1-10. doi: 10.1016/j.ijmedinf.2016.12.005. Epub 2016 Dec 12.","Bloomfield RA Jr","Int J Med Inform","2017","2017/01/26","","","10.1016/j.ijmedinf.2016.12.005"
"33653260","vcf2fhir: a utility to convert VCF files into HL7 FHIR format for genomics-EHR integration","Dolin RH, Gothi SR, Boxwala A, Heale BSE, Husami A, Jones J, Khangar H, Londhe S, Naeymi-Rad F, Rao S, Rapchak B, Shalaby J, Suraj V, Xie N, Chamala S, Alterovitz G.","BMC Bioinformatics. 2021 Mar 2;22(1):104. doi: 10.1186/s12859-021-04039-1.","Dolin RH","BMC Bioinformatics","2021","2021/03/03","PMC7923512","","10.1186/s12859-021-04039-1"
"33675659","A landscape survey of planned SMART/HL7 bulk FHIR data access API implementations and tools","Jones J, Gottlieb D, Mandel JC, Ignatov V, Ellis A, Kubick W, Mandl KD.","J Am Med Inform Assoc. 2021 Jun 12;28(6):1284-1287. doi: 10.1093/jamia/ocab028.","Jones J","J Am Med Inform Assoc","2021","2021/03/06","PMC8661398","","10.1093/jamia/ocab028"
"31947146","A sustainable HL7 FHIR based ontology for PHR data()","Kilintzis V, Kosvyra A, Beredimas N, Natsiavas P, Maglaveras N, Chouvarda I.","Annu Int Conf IEEE Eng Med Biol Soc. 2019 Jul;2019:5700-5703. doi: 10.1109/EMBC.2019.8856415.","Kilintzis V","Annu Int Conf IEEE Eng Med Biol Soc","2019","2020/01/18","","","10.1109/EMBC.2019.8856415"
"32642856","Towards Interoperability in Clinical Research - Enabling FHIR on the Open-Source Research Platform XNAT","Khvastova M, Witt M, Essenwanger A, Sass J, Thun S, Krefting D.","J Med Syst. 2020 Jul 9;44(8):137. doi: 10.1007/s10916-020-01600-y.","Khvastova M","J Med Syst","2020","2020/07/10","PMC7343726","","10.1007/s10916-020-01600-y"
"36073470","Strategies and Recommendation for Data Loading of FHIR-Based Data Marts with Focus on GDPR Compliance","Anywar M, Schreiweis B, Ulrich H.","Stud Health Technol Inform. 2022 Aug 31;298:127-131. doi: 10.3233/SHTI220921.","Anywar M","Stud Health Technol Inform","2022","2022/09/08","","","10.3233/SHTI220921"
"39033239","FHIR-standardized data collection on the clinical rehabilitation pathway of trans-femoral amputation patients","Arcobelli VA, Moscato S, Palumbo P, Marfoglia A, Nardini F, Randi P, Davalli A, Carbonaro A, Chiari L, Mellone S.","Sci Data. 2024 Jul 20;11(1):806. doi: 10.1038/s41597-024-03593-6.","Arcobelli VA","Sci Data","2024","2024/07/20","PMC11271302","","10.1038/s41597-024-03593-6"
"31622802","Microservice chatbot architecture for chronic patient support","Roca S, Sancho J, García J, Alesanco Á.","J Biomed Inform. 2020 Feb;102:103305. doi: 10.1016/j.jbi.2019.103305. Epub 2019 Oct 14.","Roca S","J Biomed Inform","2020","2019/10/18","","","10.1016/j.jbi.2019.103305"
"34042643","Comparing SDTM and FHIR® for Real World Data from Electronic Health Records for Clinical Trial Submissions","Riepenhausen S, Mertens C, Dugas M.","Stud Health Technol Inform. 2021 May 27;281:585-589. doi: 10.3233/SHTI210238.","Riepenhausen S","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210238"
"36395615","An ETL-process design for data harmonization to participate in international research with German real-world data based on FHIR and OMOP CDM","Peng Y, Henke E, Reinecke I, Zoch M, Sedlmayr M, Bathelt F.","Int J Med Inform. 2023 Jan;169:104925. doi: 10.1016/j.ijmedinf.2022.104925. Epub 2022 Nov 10.","Peng Y","Int J Med Inform","2023","2022/11/17","","","10.1016/j.ijmedinf.2022.104925"
"36227636","Fast Healthcare Interoperability Resources for Inpatient Deterioration Detection With Time-Series Vital Signs: Design and Implementation Study","Tseng TW, Su CF, Lai F.","JMIR Med Inform. 2022 Oct 13;10(10):e42429. doi: 10.2196/42429.","Tseng TW","JMIR Med Inform","2022","2022/10/13","PMC9614630","","10.2196/42429"
"35380548","Generation of a Fast Healthcare Interoperability Resources (FHIR)-based Ontology for Federated Feasibility Queries in the Context of COVID-19: Feasibility Study","Rosenau L, Majeed RW, Ingenerf J, Kiel A, Kroll B, Köhler T, Prokosch HU, Gruendner J.","JMIR Med Inform. 2022 Apr 27;10(4):e35789. doi: 10.2196/35789.","Rosenau L","JMIR Med Inform","2022","2022/04/05","PMC9049646","","10.2196/35789"
"29854267","Voice Enabled Framework to Support Post-Surgical Discharge Monitoring","Blansit K, Marmor R, Zhao B, Tien D.","AMIA Annu Symp Proc. 2018 Apr 16;2017:2274-2278. eCollection 2017.","Blansit K","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977698","",""
"33095970","Interoperable medical data: The missing link for understanding COVID-19","Bauer DC, Metke-Jimenez A, Maurer-Stroh S, Tiruvayipati S, Wilson LOW, Jain Y, Perrin A, Ebrill K, Hansen DP, Vasan SS.","Transbound Emerg Dis. 2021 Jul;68(4):1753-1760. doi: 10.1111/tbed.13892. Epub 2021 Jan 29.","Bauer DC","Transbound Emerg Dis","2021","2020/10/23","PMC8359419","","10.1111/tbed.13892"
"34781009","CASIDE: A data model for interoperable cancer survivorship information based on FHIR","González-Castro L, Cal-González VM, Del Fiol G, López-Nores M.","J Biomed Inform. 2021 Dec;124:103953. doi: 10.1016/j.jbi.2021.103953. Epub 2021 Nov 13.","González-Castro L","J Biomed Inform","2021","2021/11/15","PMC9930408","NIHMS1872287","10.1016/j.jbi.2021.103953"
"26736811","A reusable ontology for primitive and complex HL7 FHIR data types","Beredimas N, Kilintzis V, Chouvarda I, Maglaveras N.","Annu Int Conf IEEE Eng Med Biol Soc. 2015;2015:2547-50. doi: 10.1109/EMBC.2015.7318911.","Beredimas N","Annu Int Conf IEEE Eng Med Biol Soc","2015","2016/01/07","","","10.1109/EMBC.2015.7318911"
"32308918","Using FHIR to Construct a Corpus of Clinical Questions Annotated with Logical Forms and Answers","Soni S, Gudala M, Wang DZ, Roberts K.","AMIA Annu Symp Proc. 2020 Mar 4;2019:1207-1215. eCollection 2019.","Soni S","AMIA Annu Symp Proc","2020","2020/04/21","PMC7153115","",""
"35612118","Implementation of a Clinical Trial Recruitment Support System Based on Fast Healthcare Interoperability Resources (FHIR) in a Cardiology Department","Scherer C, Endres S, Orban M, Kääb S, Massberg S, Winter A, Löbe M.","Stud Health Technol Inform. 2022 May 25;294:440-444. doi: 10.3233/SHTI220497.","Scherer C","Stud Health Technol Inform","2022","2022/05/25","","","10.3233/SHTI220497"
"36516969","Integrating a Patient Engagement App into an Electronic Health Record-Enabled Workflow Using Interoperability Standards","Lobach DF, Boxwala A, Kashyap N, Heaney-Huls K, Chiao AB, Rafter T, Lomotan EA, Harrison MI, Dymek C, Swiger J, Dullabh P.","Appl Clin Inform. 2022 Oct;13(5):1163-1171. doi: 10.1055/s-0042-1758736. Epub 2022 Dec 14.","Lobach DF","Appl Clin Inform","2022","2022/12/14","PMC9750793","","10.1055/s-0042-1758736"
"34042889","Use of LOINC and SNOMED CT with FHIR for Microbiology Data","Rinaldi E, Saas J, Thun S.","Stud Health Technol Inform. 2021 May 24;278:156-162. doi: 10.3233/SHTI210064.","Rinaldi E","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210064"
"38269756","Design of HL7 FHIR Profiles for Pathology Reports Integrated with Pathology Images","Lien CY, Ting TY, Kuo LC, Chung PC, Chu YC, Kuo CT.","Stud Health Technol Inform. 2024 Jan 25;310:13-17. doi: 10.3233/SHTI230918.","Lien CY","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI230918"
"39176655","Development of an Austrian HL7 Member FHIR IG Supporting Medication Ordering, Prescription and Dispense Processes","Frohner M, Treml LM, Latikaynen D, Goldmann A, Leipold S, Loidl H, Urbauer P.","Stud Health Technol Inform. 2024 Aug 22;316:1451-1452. doi: 10.3233/SHTI240686.","Frohner M","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240686"
"38269658","MoCab: A Model Management System Based on FHIR for Clinical Decision Support","Kuo ZM, Tseng YJ.","Stud Health Technol Inform. 2024 Jan 25;310:1384-1385. doi: 10.3233/SHTI231206.","Kuo ZM","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI231206"
"39176479","From Clinical Information Systems to Personalized Health Knowledge Graphs","Aghaei S, Celebi R, Kreuzthaler M, Schulz S.","Stud Health Technol Inform. 2024 Aug 22;316:1463-1464. doi: 10.3233/SHTI240689.","Aghaei S","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240689"
"35592964","TerminoloGit - An Open Source Terminology Server for Large Scale eHealth Environments","Kleinoscheg G, Tanjga N, Svec N, Rainer-Sablatnig S, Sabutsch S.","Stud Health Technol Inform. 2022 May 16;293:79-84. doi: 10.3233/SHTI220351.","Kleinoscheg G","Stud Health Technol Inform","2022","2022/05/20","","","10.3233/SHTI220351"
"39176965","Towards a FHIR-Based Framework for Analyzing Nursing-Related Data in Smaller Sized Care Facilities","Netzband S, Müller D, Meyer S, Iseni J, Kramer F.","Stud Health Technol Inform. 2024 Aug 22;316:1029-1030. doi: 10.3233/SHTI240585.","Netzband S","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240585"
"37361885","An Ostensive Information Architecture to Enhance Semantic Interoperability for Healthcare Information Systems","Guo H, Scriney M, Liu K.","Inf Syst Front. 2023 Mar 1:1-24. doi: 10.1007/s10796-023-10379-5. Online ahead of print.","Guo H","Inf Syst Front","2023","2023/06/26","PMC9974391","","10.1007/s10796-023-10379-5"
"35592985","Open Infrastructure for Standardization of HL7® FHIR® Implementation Guides in Austria","Egelkraut R, Traxler B, Helm E, Krauss O, Schuler A.","Stud Health Technol Inform. 2022 May 16;293:221-223. doi: 10.3233/SHTI220372.","Egelkraut R","Stud Health Technol Inform","2022","2022/05/20","","","10.3233/SHTI220372"
"32323283","Sync for Genes: Making Clinical Genomics Available for Precision Medicine at the Point-of-Care","Garcia SJ, Zayas-Cabán T, Freimuth RR.","Appl Clin Inform. 2020 Mar;11(2):295-302. doi: 10.1055/s-0040-1708051. Epub 2020 Apr 22.","Garcia SJ","Appl Clin Inform","2020","2020/04/24","PMC7176556","","10.1055/s-0040-1708051"
"35379946","Developing a shared sepsis data infrastructure: a systematic review and concept map to FHIR","Brant EB, Kennedy JN, King AJ, Gerstley LD, Mishra P, Schlessinger D, Shalaby J, Escobar GJ, Angus DC, Seymour CW, Liu VX.","NPJ Digit Med. 2022 Apr 4;5(1):44. doi: 10.1038/s41746-022-00580-2.","Brant EB","NPJ Digit Med","2022","2022/04/05","PMC8979949","","10.1038/s41746-022-00580-2"
"38269759","Interoperability Is a Process - The Data Sharing Framework","Hund H, Wettstein R, Kurscheidt M, Schweizer ST, Zilske C, Fegeler C.","Stud Health Technol Inform. 2024 Jan 25;310:28-32. doi: 10.3233/SHTI230921.","Hund H","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI230921"
"30605914","A Pharmacogenomics Clinical Decision Support Service Based on FHIR and CDS Hooks","Dolin RH, Boxwala A, Shalaby J.","Methods Inf Med. 2018 Dec;57(S 02):e115-e123. doi: 10.1055/s-0038-1676466. Epub 2019 Jan 3.","Dolin RH","Methods Inf Med","2018","2019/01/04","","","10.1055/s-0038-1676466"
"39176522","Leveraging FHIR in Federated Learning Environments: A Data Harmonization Framework for Cohort Studies","Cadavid H, Arends B.","Stud Health Technol Inform. 2024 Aug 22;316:1627-1631. doi: 10.3233/SHTI240735.","Cadavid H","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240735"
"31021756","Health Care in the Age of Interoperability: Part 4","Braunstein ML.","IEEE Pulse. 2019 Mar-Apr;10(2):31-33. doi: 10.1109/MPULS.2019.2899706.","Braunstein ML","IEEE Pulse","2019","2019/04/26","","","10.1109/MPULS.2019.2899706"
"36968666","A novel blockchain-based architectural modal for healthcare data integrity: Covid19 screening laboratory use-case","Barbaria S, Mahjoubi H, Rahmouni HB.","Procedia Comput Sci. 2023;219:1436-1443. doi: 10.1016/j.procs.2023.01.433. Epub 2023 Mar 22.","Barbaria S","Procedia Comput Sci","2023","2023/03/27","PMC10030190","","10.1016/j.procs.2023.01.433"
"39176876","HL7 FHIR in Health Research: A FHIR Specification for Metadata in Clinical, Epidemiological, and Public Health Studies","Hölter T, Klopfenstein SAI, Mayer PJ, Sass J, Thun S, Vorisek CN.","Stud Health Technol Inform. 2024 Aug 22;316:1960-1961. doi: 10.3233/SHTI240817.","Hölter T","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240817"
"35486893","The Architecture of a Feasibility Query Portal for Distributed COVID-19 Fast Healthcare Interoperability Resources (FHIR) Patient Data Repositories: Design and Implementation Study","Gruendner J, Deppenwiese N, Folz M, Köhler T, Kroll B, Prokosch HU, Rosenau L, Rühle M, Scheidl MA, Schüttler C, Sedlmayr B, Twrdik A, Kiel A, Majeed RW.","JMIR Med Inform. 2022 May 25;10(5):e36709. doi: 10.2196/36709.","Gruendner J","JMIR Med Inform","2022","2022/04/29","PMC9135115","","10.2196/36709"
"34042773","Evaluating Site-Level Implementations of the HL7 FHIR Standard to Support eSource Data Exchange in Clinical Research","Garza MY, Rutherford MW, Adagarla B, Eisenstein E, Kumar KR, Zimmerman KO, Topaloglu U, Zozus M.","Stud Health Technol Inform. 2021 May 27;281:397-401. doi: 10.3233/SHTI210188.","Garza MY","Stud Health Technol Inform","2021","2021/05/27","PMC9137245","NIHMS1798613","10.3233/SHTI210188"
"33908889","Fast Healthcare Interoperability Resources (FHIR)-Based Quality Information Exchange for Clinical Next-Generation Sequencing Genomic Testing: Implementation Study","Seong D, Jung S, Bae S, Chung J, Son DS, Yi BK.","J Med Internet Res. 2021 Apr 28;23(4):e26261. doi: 10.2196/26261.","Seong D","J Med Internet Res","2021","2021/04/28","PMC8116992","","10.2196/26261"
"39176684","Quality Assessment Framework of Clinical Routine Data for Secondary Use","Cheng KY, Böhm R, Bulin C, Jandok B, Schreiweis B.","Stud Health Technol Inform. 2024 Aug 22;316:100-104. doi: 10.3233/SHTI240355.","Cheng KY","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240355"
"38270047","Digital Health Consent - for Better Interoperability and Consumer Control","Milosevic Z, Pyefinch F.","Stud Health Technol Inform. 2024 Jan 25;310:1368-1369. doi: 10.3233/SHTI231198.","Milosevic Z","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI231198"
"35632165","HL7 FHIR with SNOMED-CT to Achieve Semantic and Structural Interoperability in Personal Health Data: A Proof-of-Concept Study","Chatterjee A, Pahari N, Prinz A.","Sensors (Basel). 2022 May 15;22(10):3756. doi: 10.3390/s22103756.","Chatterjee A","Sensors (Basel)","2022","2022/05/28","PMC9147872","","10.3390/s22103756"
"36325875","Migration from HL7 CDA to FHIR in Infectious Disease System of Estonia","Bossenko I, Linna K, Piho G, Ross P.","Stud Health Technol Inform. 2022 Nov 3;299:275-278. doi: 10.3233/SHTI220998.","Bossenko I","Stud Health Technol Inform","2022","2022/11/03","","","10.3233/SHTI220998"
"35034475","Development of eClaim system for private indemnity health insurance in South Korea: Compatibility and interoperability","Bae S, Yi BK.","Health Informatics J. 2022 Jan-Mar;28(1):14604582211071019. doi: 10.1177/14604582211071019.","Bae S","Health Informatics J","2022","2022/01/17","","","10.1177/14604582211071019"
"37058148","Developing a minimum data set for cardiovascular Computerized Physician Order Entry (CPOE) and mapping the data set to FHIR: A multi-method approach","Montazeri M, Khajouei R, Mahdavi A, Ahmadian L.","J Med Syst. 2023 Apr 14;47(1):47. doi: 10.1007/s10916-023-01943-2.","Montazeri M","J Med Syst","2023","2023/04/14","","","10.1007/s10916-023-01943-2"
"30820675","The Social Platform: Profiling FHIR to Support Community-Dwelling Older Adults","Rocha NP, Queirós A, Martins AI, Sousa M, Arieira L, Damasceno A, Duarte F, Filipe J, Urbauer P.","J Med Syst. 2019 Feb 28;43(4):86. doi: 10.1007/s10916-019-1217-5.","Rocha NP","J Med Syst","2019","2019/03/02","","","10.1007/s10916-019-1217-5"
"30066031","Patients Decision Aid System Based on FHIR Profiles","Semenov I, Kopanitsa G, Denisov D, Alexandr Y, Osenev R, Andreychuk Y.","J Med Syst. 2018 Jul 31;42(9):166. doi: 10.1007/s10916-018-1016-4.","Semenov I","J Med Syst","2018","2018/08/02","","","10.1007/s10916-018-1016-4"
"34795094","Semantics Management for a Regional Health Information System in Italy by CTS2 and FHIR","Gazzarata R, Maggi N, Magnoni LD, Monteverde ME, Ruggiero C, Giacomini M.","Stud Health Technol Inform. 2021 Nov 18;287:119-123. doi: 10.3233/SHTI210828.","Gazzarata R","Stud Health Technol Inform","2021","2021/11/19","","","10.3233/SHTI210828"
"26262234","Towards Standardized Patient Data Exchange: Integrating a FHIR Based API for the Open Medical Record System","Kasthurirathne SN, Mamlin B, Grieve G, Biondich P.","Stud Health Technol Inform. 2015;216:932.","Kasthurirathne SN","Stud Health Technol Inform","2015","2015/08/12","","",""
"28269871","Profiling Fast Healthcare Interoperability Resources (FHIR) of Family Health History based on the Clinical Element Models","Lee J, Hulse NC, Wood GM, Oniki TA, Huff SM.","AMIA Annu Symp Proc. 2017 Feb 10;2016:753-762. eCollection 2016.","Lee J","AMIA Annu Symp Proc","2017","2017/03/09","PMC5333321","",""
"35797096","Standardizing Primary Health Care Referral Data Sets in Nigeria: Practitioners' Survey, Form Reviews, and Profiling of Fast Healthcare Interoperability Resources (FHIR)","Chukwu E, Garg L, Obande-Ogbuinya N, Chattu VK.","JMIR Form Res. 2022 Jul 7;6(7):e28510. doi: 10.2196/28510.","Chukwu E","JMIR Form Res","2022","2022/07/07","PMC9305397","","10.2196/28510"
"34042811","Interoperability Architecture of the ADLIFE Patient Empowerment Platform","Erturkmen GBL, Yuksel M, Baskaya M, Sarigul B, Teoman A, Yilmaz G, de Manuel E; ADLIFE Consortium.","Stud Health Technol Inform. 2021 May 27;281:936-941. doi: 10.3233/SHTI210316.","Erturkmen GBL","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210316"
"37387036","eHealth4U: A DEMO of a Prototype National Electronic Health Record for Cyprus","Neocleous A, Papaioannou M, Savva P, Miguel F, Yiasemi C, Panayides A, Antoniou Z, Neofytou M, Michael C, Melios P, Constantinou I, Cânciu IC, Adamides G, Christodoulou M, Pattichis C.","Stud Health Technol Inform. 2023 Jun 29;305:349-352. doi: 10.3233/SHTI230502.","Neocleous A","Stud Health Technol Inform","2023","2023/06/30","","","10.3233/SHTI230502"
"31258956","FHIRCap: Transforming REDCap forms into FHIR resources","Metke-Jimenez A, Hansen D.","AMIA Jt Summits Transl Sci Proc. 2019 May 6;2019:54-63. eCollection 2019.","Metke-Jimenez A","AMIA Jt Summits Transl Sci Proc","2019","2019/07/02","PMC6568121","",""
"39176554","HeXEHRS: FHIR-Based Cloud EHR Services to Support Healthcare in Depopulated Areas Driven by Digital Twin","Sawa T, Sakurai R, Ohe K.","Stud Health Technol Inform. 2024 Aug 22;316:1752-1753. doi: 10.3233/SHTI240768.","Sawa T","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240768"
"33900281","Digital Home-Monitoring of Patients after Kidney Transplantation: The MACCS Platform","Duettmann W, Naik MG, Schmidt D, Pfefferkorn M, Kurz M, Graf V, Kreichgauer A, Hoegl S, Haenska M, Gielsdorf T, Breitenstein T, Osmanodja B, Glander P, Bakker J, Mayrdorfer M, Gethmann CJ, Bachmann F, Choi M, Schrezenmeier E, Zukunft B, Halleck F, Budde K.","J Vis Exp. 2021 Apr 12;(170). doi: 10.3791/61899.","Duettmann W","J Vis Exp","2021","2021/04/26","","","10.3791/61899"
"30217236","MAGIC: once upon a time in consent management-a FHIR(®) tale","Bialke M, Bahls T, Geidel L, Rau H, Blumentritt A, Pasewald S, Wolff R, Steinmann J, Bronsch T, Bergh B, Tremper G, Lablans M, Ückert F, Lang S, Idris T, Hoffmann W.","J Transl Med. 2018 Sep 14;16(1):256. doi: 10.1186/s12967-018-1631-3.","Bialke M","J Transl Med","2018","2018/09/16","PMC6137912","","10.1186/s12967-018-1631-3"
"34545826","Data Sharing in Distributed Architectures - Concept and Implementation in HiGHmed","Wettstein R, Hund H, Fegeler C, Heinze O.","Stud Health Technol Inform. 2021 Sep 21;283:111-118. doi: 10.3233/SHTI210548.","Wettstein R","Stud Health Technol Inform","2021","2021/09/21","","","10.3233/SHTI210548"
"39968565","Charting New Paths - Building Digital Tools for COPD and Beyond","Gnanapragasam V.","Stud Health Technol Inform. 2025 Feb 18;322:93-94. doi: 10.3233/SHTI250033.","Gnanapragasam V","Stud Health Technol Inform","2025","2025/02/19","","","10.3233/SHTI250033"
"35612167","An Agile Approach to Accelerate Development and Adoption of Electronic Product Information Standards","Chronaki C, Anderson C, Villadsen JK, Hurlen P, Cangioli G, Ferrari GM, Moen A.","Stud Health Technol Inform. 2022 May 25;294:639-643. doi: 10.3233/SHTI220547.","Chronaki C","Stud Health Technol Inform","2022","2022/05/25","","","10.3233/SHTI220547"
"28423746","Feasibility of Representing a Danish Microbiology Model Using FHIR","Andersen MV, Kristensen IH, Larsen MM, Pedersen CH, Gøeg KR, Pape-Haugaard LB.","Stud Health Technol Inform. 2017;235:13-17.","Andersen MV","Stud Health Technol Inform","2017","2017/04/21","","",""
"29968599","Matching Ontologies to HL7 FHIR Towards Their Syntactic and Semantic Similarity","Kiourtis A, Mavrogiorgou A, Kyriazis D.","Stud Health Technol Inform. 2018;251:51-54.","Kiourtis A","Stud Health Technol Inform","2018","2018/07/04","","",""
"39176621","Reformatted Crosswalk-Tables Between Annual ICD-10-Versions for Cross Version Data Analysis","Ohlsen T, Wiedekopf J, Ingenerf J.","Stud Health Technol Inform. 2024 Aug 22;316:1307-1311. doi: 10.3233/SHTI240652.","Ohlsen T","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240652"
"34042885","Executing Distributed Healthcare and Research Processes - The HiGHmed Data Sharing Framework","Hund H, Wettstein R, Heidt CM, Fegeler C.","Stud Health Technol Inform. 2021 May 24;278:126-133. doi: 10.3233/SHTI210060.","Hund H","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210060"
"37685442","Building an Electronic Medical Record System Exchanged in FHIR Format and Its Visual Presentation","Liu TJ, Lee HT, Wu F.","Healthcare (Basel). 2023 Aug 28;11(17):2410. doi: 10.3390/healthcare11172410.","Liu TJ","Healthcare (Basel)","2023","2023/09/09","PMC10486699","","10.3390/healthcare11172410"
"38827065","FHIRing up OpenMRS: Architecture, Implementation and Real-World Use-Cases in Global Health","Bacher I, Goodrich M, Kimaina A, Seaton M, Faulkenberry G, Vaish S, Flowers J, Fraser HS.","AMIA Jt Summits Transl Sci Proc. 2024 May 31;2024:162-171. eCollection 2024.","Bacher I","AMIA Jt Summits Transl Sci Proc","2024","2024/06/03","PMC11141833","",""
"30727002","Lessons Learned in Creating Interoperable Fast Healthcare Interoperability Resources Profiles for Large-Scale Public Health Programs","Matney SA, Heale B, Hasley S, Decker E, Frederiksen B, Davis N, Langford P, Ramey N, Huff SM.","Appl Clin Inform. 2019 Jan;10(1):87-95. doi: 10.1055/s-0038-1677527. Epub 2019 Feb 6.","Matney SA","Appl Clin Inform","2019","2019/02/07","PMC6365290","","10.1055/s-0038-1677527"
"38270049","Evaluation of the Proposed Arden Syntax v3.0 to Represent Query Data Mappings Using FHIR","Jenders RA.","Stud Health Technol Inform. 2024 Jan 25;310:1372-1373. doi: 10.3233/SHTI231200.","Jenders RA","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI231200"
"39079482","MoCab: A framework for the deployment of machine learning models across health information systems","Kuo ZM, Chen KF, Tseng YJ.","Comput Methods Programs Biomed. 2024 Oct;255:108336. doi: 10.1016/j.cmpb.2024.108336. Epub 2024 Jul 20.","Kuo ZM","Comput Methods Programs Biomed","2024","2024/07/30","","","10.1016/j.cmpb.2024.108336"
"34042901","Accessing the ECG Data of the Apple Watch and Accomplishing Interoperability Through FHIR","Bartschke A, Börner Y, Thun S.","Stud Health Technol Inform. 2021 May 24;278:245-250. doi: 10.3233/SHTI210076.","Bartschke A","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210076"
"34795073","Development of a FHIR Layer on Top of the OMOP Common Data Model for the CAPABLE Project","Gabetta M, Alloni A, Polce F, Lanzola G, Parimbelli E, Barbarini N.","Stud Health Technol Inform. 2021 Nov 18;287:28-29. doi: 10.3233/SHTI210804.","Gabetta M","Stud Health Technol Inform","2021","2021/11/19","","","10.3233/SHTI210804"
"36202199","Economic analysis of a single institutional review board data exchange standard in multisite clinical studies","Eisenstein EL, Walden A, Donovan K, Zozus MN, Yu FB Jr, West VL, Hammond WE, Muhlbaier LH.","Contemp Clin Trials. 2022 Nov;122:106953. doi: 10.1016/j.cct.2022.106953. Epub 2022 Oct 4.","Eisenstein EL","Contemp Clin Trials","2022","2022/10/06","PMC10015373","NIHMS1879157","10.1016/j.cct.2022.106953"
"32773368","Clinical Genomic Sequencing Reports in Electronic Health Record Systems Based on International Standards: Implementation Study","Ryu B, Shin SY, Baek RM, Kim JW, Heo E, Kang I, Yang JS, Yoo S.","J Med Internet Res. 2020 Aug 10;22(8):e15040. doi: 10.2196/15040.","Ryu B","J Med Internet Res","2020","2020/08/11","PMC7445611","","10.2196/15040"
"36473495","Aligning Semantic Interoperability Frameworks with the FOXS Stack for FAIR Health Data","Meredith J, Whitehead N, Dacey M.","Methods Inf Med. 2023 Jun;62(S 01):e39-e46. doi: 10.1055/a-1993-8036. Epub 2022 Dec 6.","Meredith J","Methods Inf Med","2023","2022/12/06","PMC10306448","","10.1055/a-1993-8036"
"32570335","A FHIR-Based eConsent App for the Digital Hospital","Weber M, Griessbach A, Grossmann R, Blaser J.","Stud Health Technol Inform. 2020 Jun 16;270:3-7. doi: 10.3233/SHTI200111.","Weber M","Stud Health Technol Inform","2020","2020/06/24","","","10.3233/SHTI200111"
"30815111","Goal-driven management of interacting clinical guidelines for multimorbidity patients","Kogan A, Tu SW, Peleg M.","AMIA Annu Symp Proc. 2018 Dec 5;2018:690-699. eCollection 2018.","Kogan A","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371243","",""
"39240144","Establishing Medical Intelligence-Leveraging Fast Healthcare Interoperability Resources to Improve Clinical Management: Retrospective Cohort and Clinical Implementation Study","Brehmer A, Sauer CM, Salazar Rodríguez J, Herrmann K, Kim M, Keyl J, Bahnsen FH, Frank B, Köhrmann M, Rassaf T, Mahabadi AA, Hadaschik B, Darr C, Herrmann K, Tan S, Buer J, Brenner T, Reinhardt HC, Nensa F, Gertz M, Egger J, Kleesiek J.","J Med Internet Res. 2024 Oct 31;26:e55148. doi: 10.2196/55148.","Brehmer A","J Med Internet Res","2024","2024/09/06","PMC11565078","","10.2196/55148"
"26958207","Clinical Predictive Modeling Development and Deployment through FHIR Web Services","Khalilia M, Choi M, Henderson A, Iyengar S, Braunstein M, Sun J.","AMIA Annu Symp Proc. 2015 Nov 5;2015:717-26. eCollection 2015.","Khalilia M","AMIA Annu Symp Proc","2015","2016/03/10","PMC4765683","",""
"37860057","Sync for Genes Phase 5: Computable artifacts for sharing dynamically annotated FHIR-formatted genomic variants","Dolin R, Heale BSE, Gupta R, Alvarez C, Aronson J, Boxwala A, Gothi SR, Husami A, Shalaby J, Babb L, Wagner A, Chamala S.","Learn Health Syst. 2023 Aug 30;7(4):e10385. doi: 10.1002/lrh2.10385. eCollection 2023 Oct.","Dolin R","Learn Health Syst","2023","2023/10/20","PMC10582236","","10.1002/lrh2.10385"
