Title,Authors,Publication Year,DOI
Fast Healthcare Interoperability Resources (FHIR) in a FAIR Metadata Registry for COVID-19 Research,"Klopfenstein SAI, Vorisek CN, Shutsko A, Lehne M, Sass J, Löbe M, Schmidt CO, Thun S.",2021,10.3233/SHTI210817
Trend: standards development. Catching FHIR. A new HL7 draft standard may boost web services development in healthcare,Raths D.,2014,
Designing Medication-Related Profiles for Japanese ePrescriptions with HL7 FHIR,"Kobayashi S, Kimura M, Kodama Y, Takada A, Ohe K.",2024,10.3233/SHTI231184
Towards the Representation of Genomic Data in HL7 FHIR and OMOP CDM,"Peng Y, Nassirian A, Ahmadi N, Sedlmayr M, Bathelt F.",2021,10.3233/SHTI210545
Mapping of ICD-O Tuples to OncoTree Codes Using SNOMED CT Post-Coordination,"Ohlsen T, Kruse V, Krupar R, Banach A, Ingenerf J, Drenkhahn C.",2022,10.3233/SHTI220464
From FAIR4Health Project to 1+MG Initiative: A Spain - Italy Collaboration,"Boaglio A, Parra-Calderón CL, Martinez-García A, Escalona-Cuaresma MJ, Maggi N, Coviello D, Uva P, Giacomini M.",2023,10.3233/SHTI230153
No Transfer Without Validation: A Data Sharing Framework Use Case,"Hund H, Wettstein R, Hampf C, Bialke M, Kurscheidt M, Schweizer ST, Zilske C, Mödinger S, Fegeler C.",2023,10.3233/SHTI230066
Wearable Device Health Data Mapping to Open mHealth and FHIR Data Formats,"Falkenhein I, Bernhardt B, Gradwohl S, Brandl M, Hussein R, Hanke S.",2023,10.3233/SHTI230500
Enhancing narrative clinical guidance with computer-readable artifacts: Authoring FHIR implementation guides based on WHO recommendations,"Shivers J, Amlung J, Ratanaprayul N, Rhodes B, Biondich P.",2021,10.1016/j.jbi.2021.103891
FHIR Implementation Guide for Stroke: A dual focus on the patient's clinical pathway and value-based healthcare,"Dos Santos Leandro G, Moro CMC, Cruz-Correia RJ, Portela Santos EA.",2024,10.1016/j.ijmedinf.2024.105525
Building a Natural Language Interface for FHIR Clinical Terminology Server,Ngo H.,2024,10.3233/SHTI240885
Factors Influencing Implementation of the Survivorship Passport: The IT Perspective,"Chronaki C, Charalambous E, Cangioli G, Schreier G, van den Oever S, van der Pal H, Kremer L, Uyttebroeck A, Van den Bosch B, Trinkunas J, Rascon J, Ladenstein R, Düster V, Bardi E, Walz D, Filbert AL, Grabow D, Langer T, Cañete Nieto A, Orduña Galán AJ, Correcher Palau M, Cavalca G, Haupt R.",2022,10.3233/SHTI220363
A SMART on FHIR Prototype for Genomic Test Ordering,"Metke-Jimenez A, Harrap K, Conlan D, Gibson S, Pearson J, Hansen D.",2019,10.3233/SHTI190783
Balancing Functionality versus Portability for SMART on FHIR Applications: Case Study for a Neonatal Bilirubin Management Application,"Kukhareva P, Warner P, Rodriguez S, Kramer H, Weir C, Nanjo C, Shields D, Kawamoto K.",2020,
Query Translation Between AQL and CQL,"Fette G, Kaspar M, Liman L, Ertl M, Krebs J, Dietrich G, Störk S, Puppe F.",2019,10.3233/SHTI190197
FHIR PIT: a geospatial and spatiotemporal data integration pipeline to support subject-level clinical research,"Fecho K, Garcia JJ, Yi H, Roupe G, Krishnamurthy A.",2025,10.1186/s12911-024-02815-6
HL7-FHIR-Based ContSys Formal Ontology for Enabling Continuity of Care Data Interoperability,"Das S, Hussey P.",2023,10.3390/jpm13071024
Evaluating a CDS Hook for FHIR Questionnaires in a SMART on FHIR App and an Existing Dermatological CDS System,"Tschandl P, Rinner C.",2023,10.3233/SHTI230002
"A Data Transformation Methodology to Create Findable, Accessible, Interoperable, and Reusable Health Data: Software Design, Development, and Evaluation Study","Sinaci AA, Gencturk M, Teoman HA, Laleci Erturkmen GB, Alvarez-Romero C, Martinez-Garcia A, Poblador-Plou B, Carmona-Pírez J, Löbe M, Parra-Calderon CL.",2023,10.2196/42822
FHIR Based ContSys Ontology to Enable Continuity of Care Data Interoperability,"Das S, Hussey P.",2022,10.3233/SHTI220972
Adaptation of HL7 FHIR for the Exchange of Patients' Gene Expression Profiles,"Auer F, Abdykalykova Z, Müller D, Kramer F.",2022,10.3233/SHTI220730
FHIR2BPMN: Delivering Actionable Knowledge by Transforming Between Clinical Pathways and Executable Models,"Helm E, Pointner A, Krauss O, Schuler A, Traxler B, Arthofer K, Halmerbauer G.",2022,10.3233/SHTI220311
Towards achieving semantic interoperability of clinical study data with FHIR,"Leroux H, Metke-Jimenez A, Lawley MJ.",2017,10.1186/s13326-017-0148-7
Implementation of Gene Expression Profiles in the HL7 FHIR Standard,"Auer F, Abdykalykova Z, Müller D, Kramer F.",2022,10.3233/SHTI220490
Playing in the clinical decision support sandbox: tools and training for all,"Soares A, Afshar M, Moesel C, Grasso MA, Pan E, Solomonides A, Richardson JE, Barone E, Lomotan EA, Schilling LM.",2023,10.1093/jamiaopen/ooad038
Combining Archetypes with Fast Health Interoperability Resources in Future-proof Health Information Systems,"Bosca D, Moner D, Maldonado JA, Robles M.",2015,
CQL4NLP: Development and Integration of FHIR NLP Extensions in Clinical Quality Language for EHR-driven Phenotyping,"Wen A, Rasmussen LV, Stone D, Liu S, Kiefer R, Adekkanattu P, Brandt PS, Pacheco JA, Luo Y, Wang F, Pathak J, Liu H, Jiang G.",2021,
End User Evaluation of the FAIR4Health Data Curation Tool,"Gencturk M, Teoman A, Alvarez-Romero C, Martinez-Garcia A, Parra-Calderon CL, Poblador-Plou B, Löbe M, Sinaci AA.",2021,10.3233/SHTI210110
Blueprint for aligned data exchange for research and public health,"Michaels M, Syed S, Lober WB.",2021,10.1093/jamia/ocab210
A corpus-driven standardization framework for encoding clinical problems with HL7 FHIR,"Peterson KJ, Jiang G, Liu H.",2020,10.1016/j.jbi.2020.103541
TermiCron - Bridging the Gap Between FHIR Terminology Servers and Metadata Repositories,"Wiedekopf J, Ulrich H, Drenkhahn C, Kock-Schoppenhauer AK, Ingenerf J.",2022,10.3233/SHTI220034
A Framework for Automatic Clustering of EHR Messages Using a Spatial Clustering Approach,"Ayaz M, Pasha MF, Le TY, Alahmadi TJ, Abdullah NNB, Alhababi ZA.",2023,10.3390/healthcare11030390
Performance Benchmarking of FHIR Terminology Operations in ETL Jobs,"Wiedekopf J, Drenkhahn C, Ingenerf J.",2023,10.3233/SHTI230244
[Cross-enterprise interoperability : Challenges and principles for technical implementation],"Bauer J, Rohner-Rojas S, Holderried M.",2020,10.1007/s00117-019-00626-9
From Syntactic to Semantic Interoperability Using a Hyperontology in the Oncology Domain,"El Ghosh M, Kalokyri V, Sambres M, Vaterkowski M, Duclos C, Tannier X, Tsakou G, Tsiknakis M, Daniel C, Dhombres F.",2024,10.3233/SHTI240670
Implementation of HL7 FHIR-Based Interoperability Profiles to Manage Care Plans for Multimorbid Patients with Mild Dementia,"Gencturk M, Akpinar AE, Laleci Erturkmen GB.",2023,10.3233/SHTI230075
Integration of NLP2FHIR Representation with Deep Learning Models for EHR Phenotyping: A Pilot Study on Obesity Datasets,"Liu S, Luo Y, Stone D, Zong N, Wen A, Yu Y, Rasmussen LV, Wang F, Pathak J, Liu H, Jiang G.",2021,
"Musculoskeletal Disorder (MSD) Health Data Collection, Personalized Management and Exchange Using Fast Healthcare Interoperability Resources (FHIR)","Seixas-Lopes FA, Lopes C, Marques M, Agostinho C, Jardim-Goncalves R.",2024,10.3390/s24165175
Investigating the Capabilities of FHIR Search for Clinical Trial Phenotyping,"Gulden C, Mate S, Prokosch HU, Kraus S.",2018,
Opening the Duke electronic health record to apps: Implementing SMART on FHIR,"Bloomfield RA Jr, Polo-Wood F, Mandel JC, Mandl KD.",2017,10.1016/j.ijmedinf.2016.12.005
vcf2fhir: a utility to convert VCF files into HL7 FHIR format for genomics-EHR integration,"Dolin RH, Gothi SR, Boxwala A, Heale BSE, Husami A, Jones J, Khangar H, Londhe S, Naeymi-Rad F, Rao S, Rapchak B, Shalaby J, Suraj V, Xie N, Chamala S, Alterovitz G.",2021,10.1186/s12859-021-04039-1
A landscape survey of planned SMART/HL7 bulk FHIR data access API implementations and tools,"Jones J, Gottlieb D, Mandel JC, Ignatov V, Ellis A, Kubick W, Mandl KD.",2021,10.1093/jamia/ocab028
A sustainable HL7 FHIR based ontology for PHR data(),"Kilintzis V, Kosvyra A, Beredimas N, Natsiavas P, Maglaveras N, Chouvarda I.",2019,10.1109/EMBC.2019.8856415
Towards Interoperability in Clinical Research - Enabling FHIR on the Open-Source Research Platform XNAT,"Khvastova M, Witt M, Essenwanger A, Sass J, Thun S, Krefting D.",2020,10.1007/s10916-020-01600-y
Strategies and Recommendation for Data Loading of FHIR-Based Data Marts with Focus on GDPR Compliance,"Anywar M, Schreiweis B, Ulrich H.",2022,10.3233/SHTI220921
FHIR-standardized data collection on the clinical rehabilitation pathway of trans-femoral amputation patients,"Arcobelli VA, Moscato S, Palumbo P, Marfoglia A, Nardini F, Randi P, Davalli A, Carbonaro A, Chiari L, Mellone S.",2024,10.1038/s41597-024-03593-6
Microservice chatbot architecture for chronic patient support,"Roca S, Sancho J, García J, Alesanco Á.",2020,10.1016/j.jbi.2019.103305
Comparing SDTM and FHIR® for Real World Data from Electronic Health Records for Clinical Trial Submissions,"Riepenhausen S, Mertens C, Dugas M.",2021,10.3233/SHTI210238
An ETL-process design for data harmonization to participate in international research with German real-world data based on FHIR and OMOP CDM,"Peng Y, Henke E, Reinecke I, Zoch M, Sedlmayr M, Bathelt F.",2023,10.1016/j.ijmedinf.2022.104925
Fast Healthcare Interoperability Resources for Inpatient Deterioration Detection With Time-Series Vital Signs: Design and Implementation Study,"Tseng TW, Su CF, Lai F.",2022,10.2196/42429
Generation of a Fast Healthcare Interoperability Resources (FHIR)-based Ontology for Federated Feasibility Queries in the Context of COVID-19: Feasibility Study,"Rosenau L, Majeed RW, Ingenerf J, Kiel A, Kroll B, Köhler T, Prokosch HU, Gruendner J.",2022,10.2196/35789
Voice Enabled Framework to Support Post-Surgical Discharge Monitoring,"Blansit K, Marmor R, Zhao B, Tien D.",2018,
Interoperable medical data: The missing link for understanding COVID-19,"Bauer DC, Metke-Jimenez A, Maurer-Stroh S, Tiruvayipati S, Wilson LOW, Jain Y, Perrin A, Ebrill K, Hansen DP, Vasan SS.",2021,10.1111/tbed.13892
CASIDE: A data model for interoperable cancer survivorship information based on FHIR,"González-Castro L, Cal-González VM, Del Fiol G, López-Nores M.",2021,10.1016/j.jbi.2021.103953
A reusable ontology for primitive and complex HL7 FHIR data types,"Beredimas N, Kilintzis V, Chouvarda I, Maglaveras N.",2015,10.1109/EMBC.2015.7318911
Using FHIR to Construct a Corpus of Clinical Questions Annotated with Logical Forms and Answers,"Soni S, Gudala M, Wang DZ, Roberts K.",2020,
Implementation of a Clinical Trial Recruitment Support System Based on Fast Healthcare Interoperability Resources (FHIR) in a Cardiology Department,"Scherer C, Endres S, Orban M, Kääb S, Massberg S, Winter A, Löbe M.",2022,10.3233/SHTI220497
Integrating a Patient Engagement App into an Electronic Health Record-Enabled Workflow Using Interoperability Standards,"Lobach DF, Boxwala A, Kashyap N, Heaney-Huls K, Chiao AB, Rafter T, Lomotan EA, Harrison MI, Dymek C, Swiger J, Dullabh P.",2022,10.1055/s-0042-1758736
Use of LOINC and SNOMED CT with FHIR for Microbiology Data,"Rinaldi E, Saas J, Thun S.",2021,10.3233/SHTI210064
Design of HL7 FHIR Profiles for Pathology Reports Integrated with Pathology Images,"Lien CY, Ting TY, Kuo LC, Chung PC, Chu YC, Kuo CT.",2024,10.3233/SHTI230918
"Development of an Austrian HL7 Member FHIR IG Supporting Medication Ordering, Prescription and Dispense Processes","Frohner M, Treml LM, Latikaynen D, Goldmann A, Leipold S, Loidl H, Urbauer P.",2024,10.3233/SHTI240686
MoCab: A Model Management System Based on FHIR for Clinical Decision Support,"Kuo ZM, Tseng YJ.",2024,10.3233/SHTI231206
From Clinical Information Systems to Personalized Health Knowledge Graphs,"Aghaei S, Celebi R, Kreuzthaler M, Schulz S.",2024,10.3233/SHTI240689
TerminoloGit - An Open Source Terminology Server for Large Scale eHealth Environments,"Kleinoscheg G, Tanjga N, Svec N, Rainer-Sablatnig S, Sabutsch S.",2022,10.3233/SHTI220351
Towards a FHIR-Based Framework for Analyzing Nursing-Related Data in Smaller Sized Care Facilities,"Netzband S, Müller D, Meyer S, Iseni J, Kramer F.",2024,10.3233/SHTI240585
An Ostensive Information Architecture to Enhance Semantic Interoperability for Healthcare Information Systems,"Guo H, Scriney M, Liu K.",2023,10.1007/s10796-023-10379-5
Open Infrastructure for Standardization of HL7® FHIR® Implementation Guides in Austria,"Egelkraut R, Traxler B, Helm E, Krauss O, Schuler A.",2022,10.3233/SHTI220372
Sync for Genes: Making Clinical Genomics Available for Precision Medicine at the Point-of-Care,"Garcia SJ, Zayas-Cabán T, Freimuth RR.",2020,10.1055/s-0040-1708051
Developing a shared sepsis data infrastructure: a systematic review and concept map to FHIR,"Brant EB, Kennedy JN, King AJ, Gerstley LD, Mishra P, Schlessinger D, Shalaby J, Escobar GJ, Angus DC, Seymour CW, Liu VX.",2022,10.1038/s41746-022-00580-2
Interoperability Is a Process - The Data Sharing Framework,"Hund H, Wettstein R, Kurscheidt M, Schweizer ST, Zilske C, Fegeler C.",2024,10.3233/SHTI230921
A Pharmacogenomics Clinical Decision Support Service Based on FHIR and CDS Hooks,"Dolin RH, Boxwala A, Shalaby J.",2018,10.1055/s-0038-1676466
Leveraging FHIR in Federated Learning Environments: A Data Harmonization Framework for Cohort Studies,"Cadavid H, Arends B.",2024,10.3233/SHTI240735
Health Care in the Age of Interoperability: Part 4,Braunstein ML.,2019,10.1109/MPULS.2019.2899706
A novel blockchain-based architectural modal for healthcare data integrity: Covid19 screening laboratory use-case,"Barbaria S, Mahjoubi H, Rahmouni HB.",2023,10.1016/j.procs.2023.01.433
"HL7 FHIR in Health Research: A FHIR Specification for Metadata in Clinical, Epidemiological, and Public Health Studies","Hölter T, Klopfenstein SAI, Mayer PJ, Sass J, Thun S, Vorisek CN.",2024,10.3233/SHTI240817
The Architecture of a Feasibility Query Portal for Distributed COVID-19 Fast Healthcare Interoperability Resources (FHIR) Patient Data Repositories: Design and Implementation Study,"Gruendner J, Deppenwiese N, Folz M, Köhler T, Kroll B, Prokosch HU, Rosenau L, Rühle M, Scheidl MA, Schüttler C, Sedlmayr B, Twrdik A, Kiel A, Majeed RW.",2022,10.2196/36709
Evaluating Site-Level Implementations of the HL7 FHIR Standard to Support eSource Data Exchange in Clinical Research,"Garza MY, Rutherford MW, Adagarla B, Eisenstein E, Kumar KR, Zimmerman KO, Topaloglu U, Zozus M.",2021,10.3233/SHTI210188
Fast Healthcare Interoperability Resources (FHIR)-Based Quality Information Exchange for Clinical Next-Generation Sequencing Genomic Testing: Implementation Study,"Seong D, Jung S, Bae S, Chung J, Son DS, Yi BK.",2021,10.2196/26261
Quality Assessment Framework of Clinical Routine Data for Secondary Use,"Cheng KY, Böhm R, Bulin C, Jandok B, Schreiweis B.",2024,10.3233/SHTI240355
Digital Health Consent - for Better Interoperability and Consumer Control,"Milosevic Z, Pyefinch F.",2024,10.3233/SHTI231198
HL7 FHIR with SNOMED-CT to Achieve Semantic and Structural Interoperability in Personal Health Data: A Proof-of-Concept Study,"Chatterjee A, Pahari N, Prinz A.",2022,10.3390/s22103756
Migration from HL7 CDA to FHIR in Infectious Disease System of Estonia,"Bossenko I, Linna K, Piho G, Ross P.",2022,10.3233/SHTI220998
Development of eClaim system for private indemnity health insurance in South Korea: Compatibility and interoperability,"Bae S, Yi BK.",2022,10.1177/14604582211071019
Developing a minimum data set for cardiovascular Computerized Physician Order Entry (CPOE) and mapping the data set to FHIR: A multi-method approach,"Montazeri M, Khajouei R, Mahdavi A, Ahmadian L.",2023,10.1007/s10916-023-01943-2
The Social Platform: Profiling FHIR to Support Community-Dwelling Older Adults,"Rocha NP, Queirós A, Martins AI, Sousa M, Arieira L, Damasceno A, Duarte F, Filipe J, Urbauer P.",2019,10.1007/s10916-019-1217-5
Patients Decision Aid System Based on FHIR Profiles,"Semenov I, Kopanitsa G, Denisov D, Alexandr Y, Osenev R, Andreychuk Y.",2018,10.1007/s10916-018-1016-4
Semantics Management for a Regional Health Information System in Italy by CTS2 and FHIR,"Gazzarata R, Maggi N, Magnoni LD, Monteverde ME, Ruggiero C, Giacomini M.",2021,10.3233/SHTI210828
Towards Standardized Patient Data Exchange: Integrating a FHIR Based API for the Open Medical Record System,"Kasthurirathne SN, Mamlin B, Grieve G, Biondich P.",2015,
Profiling Fast Healthcare Interoperability Resources (FHIR) of Family Health History based on the Clinical Element Models,"Lee J, Hulse NC, Wood GM, Oniki TA, Huff SM.",2017,
"Standardizing Primary Health Care Referral Data Sets in Nigeria: Practitioners' Survey, Form Reviews, and Profiling of Fast Healthcare Interoperability Resources (FHIR)","Chukwu E, Garg L, Obande-Ogbuinya N, Chattu VK.",2022,10.2196/28510
Interoperability Architecture of the ADLIFE Patient Empowerment Platform,"Erturkmen GBL, Yuksel M, Baskaya M, Sarigul B, Teoman A, Yilmaz G, de Manuel E; ADLIFE Consortium.",2021,10.3233/SHTI210316
eHealth4U: A DEMO of a Prototype National Electronic Health Record for Cyprus,"Neocleous A, Papaioannou M, Savva P, Miguel F, Yiasemi C, Panayides A, Antoniou Z, Neofytou M, Michael C, Melios P, Constantinou I, Cânciu IC, Adamides G, Christodoulou M, Pattichis C.",2023,10.3233/SHTI230502
FHIRCap: Transforming REDCap forms into FHIR resources,"Metke-Jimenez A, Hansen D.",2019,
HeXEHRS: FHIR-Based Cloud EHR Services to Support Healthcare in Depopulated Areas Driven by Digital Twin,"Sawa T, Sakurai R, Ohe K.",2024,10.3233/SHTI240768
Digital Home-Monitoring of Patients after Kidney Transplantation: The MACCS Platform,"Duettmann W, Naik MG, Schmidt D, Pfefferkorn M, Kurz M, Graf V, Kreichgauer A, Hoegl S, Haenska M, Gielsdorf T, Breitenstein T, Osmanodja B, Glander P, Bakker J, Mayrdorfer M, Gethmann CJ, Bachmann F, Choi M, Schrezenmeier E, Zukunft B, Halleck F, Budde K.",2021,10.3791/61899
MAGIC: once upon a time in consent management-a FHIR(®) tale,"Bialke M, Bahls T, Geidel L, Rau H, Blumentritt A, Pasewald S, Wolff R, Steinmann J, Bronsch T, Bergh B, Tremper G, Lablans M, Ückert F, Lang S, Idris T, Hoffmann W.",2018,10.1186/s12967-018-1631-3
Data Sharing in Distributed Architectures - Concept and Implementation in HiGHmed,"Wettstein R, Hund H, Fegeler C, Heinze O.",2021,10.3233/SHTI210548
Charting New Paths - Building Digital Tools for COPD and Beyond,Gnanapragasam V.,2025,10.3233/SHTI250033
An Agile Approach to Accelerate Development and Adoption of Electronic Product Information Standards,"Chronaki C, Anderson C, Villadsen JK, Hurlen P, Cangioli G, Ferrari GM, Moen A.",2022,10.3233/SHTI220547
Feasibility of Representing a Danish Microbiology Model Using FHIR,"Andersen MV, Kristensen IH, Larsen MM, Pedersen CH, Gøeg KR, Pape-Haugaard LB.",2017,
Matching Ontologies to HL7 FHIR Towards Their Syntactic and Semantic Similarity,"Kiourtis A, Mavrogiorgou A, Kyriazis D.",2018,
Reformatted Crosswalk-Tables Between Annual ICD-10-Versions for Cross Version Data Analysis,"Ohlsen T, Wiedekopf J, Ingenerf J.",2024,10.3233/SHTI240652
Executing Distributed Healthcare and Research Processes - The HiGHmed Data Sharing Framework,"Hund H, Wettstein R, Heidt CM, Fegeler C.",2021,10.3233/SHTI210060
Building an Electronic Medical Record System Exchanged in FHIR Format and Its Visual Presentation,"Liu TJ, Lee HT, Wu F.",2023,10.3390/healthcare11172410
"FHIRing up OpenMRS: Architecture, Implementation and Real-World Use-Cases in Global Health","Bacher I, Goodrich M, Kimaina A, Seaton M, Faulkenberry G, Vaish S, Flowers J, Fraser HS.",2024,
Lessons Learned in Creating Interoperable Fast Healthcare Interoperability Resources Profiles for Large-Scale Public Health Programs,"Matney SA, Heale B, Hasley S, Decker E, Frederiksen B, Davis N, Langford P, Ramey N, Huff SM.",2019,10.1055/s-0038-1677527
Evaluation of the Proposed Arden Syntax v3.0 to Represent Query Data Mappings Using FHIR,Jenders RA.,2024,10.3233/SHTI231200
MoCab: A framework for the deployment of machine learning models across health information systems,"Kuo ZM, Chen KF, Tseng YJ.",2024,10.1016/j.cmpb.2024.108336
Accessing the ECG Data of the Apple Watch and Accomplishing Interoperability Through FHIR,"Bartschke A, Börner Y, Thun S.",2021,10.3233/SHTI210076
Development of a FHIR Layer on Top of the OMOP Common Data Model for the CAPABLE Project,"Gabetta M, Alloni A, Polce F, Lanzola G, Parimbelli E, Barbarini N.",2021,10.3233/SHTI210804
Economic analysis of a single institutional review board data exchange standard in multisite clinical studies,"Eisenstein EL, Walden A, Donovan K, Zozus MN, Yu FB Jr, West VL, Hammond WE, Muhlbaier LH.",2022,10.1016/j.cct.2022.106953
Clinical Genomic Sequencing Reports in Electronic Health Record Systems Based on International Standards: Implementation Study,"Ryu B, Shin SY, Baek RM, Kim JW, Heo E, Kang I, Yang JS, Yoo S.",2020,10.2196/15040
Aligning Semantic Interoperability Frameworks with the FOXS Stack for FAIR Health Data,"Meredith J, Whitehead N, Dacey M.",2023,10.1055/a-1993-8036
A FHIR-Based eConsent App for the Digital Hospital,"Weber M, Griessbach A, Grossmann R, Blaser J.",2020,10.3233/SHTI200111
Goal-driven management of interacting clinical guidelines for multimorbidity patients,"Kogan A, Tu SW, Peleg M.",2018,
Establishing Medical Intelligence-Leveraging Fast Healthcare Interoperability Resources to Improve Clinical Management: Retrospective Cohort and Clinical Implementation Study,"Brehmer A, Sauer CM, Salazar Rodríguez J, Herrmann K, Kim M, Keyl J, Bahnsen FH, Frank B, Köhrmann M, Rassaf T, Mahabadi AA, Hadaschik B, Darr C, Herrmann K, Tan S, Buer J, Brenner T, Reinhardt HC, Nensa F, Gertz M, Egger J, Kleesiek J.",2024,10.2196/55148
Clinical Predictive Modeling Development and Deployment through FHIR Web Services,"Khalilia M, Choi M, Henderson A, Iyengar S, Braunstein M, Sun J.",2015,
Sync for Genes Phase 5: Computable artifacts for sharing dynamically annotated FHIR-formatted genomic variants,"Dolin R, Heale BSE, Gupta R, Alvarez C, Aronson J, Boxwala A, Gothi SR, Husami A, Shalaby J, Babb L, Wagner A, Chamala S.",2023,10.1002/lrh2.10385
Extraction of Electronic Health Record Data using Fast Healthcare Interoperability Resources for Automated Breast Cancer Risk Assessment,"McGuinness JE, Zhang TM, Cooper K, Kelkar A, Dimond J, Lorenzi V, Crew KD, Kukafka R.",2022,
Prototypical Clinical Trial Registry Based on Fast Healthcare Interoperability Resources (FHIR): Design and Implementation Study,"Gulden C, Blasini R, Nassirian A, Stein A, Altun FB, Kirchner M, Prokosch HU, Boeker M.",2021,10.2196/20470
The Case Manager: An Agent Controlling the Activation of Knowledge Sources in a FHIR-Based Distributed Reasoning Environment,"Lanzola G, Polce F, Parimbelli E, Gabetta M, Cornet R, de Groot R, Kogan A, Glasspool D, Wilk S, Quaglini S.",2023,10.1055/a-2113-4443
APERITIF - Automatic Patient Recruiting for Clinical Trials Based on HL7 FHIR,"Banach A, Ulrich H, Kroll B, Kiel A, Ingenerf J, Kock-Schoppenhauer AK.",2021,10.3233/SHTI210120
"ResultsMyWay: combining Fast Healthcare Interoperability Resources (FHIR), Clinical Quality Language (CQL), and informational resources to create a newborn screening application","Watkins M, Au A, Vuong T, Wallis H, Hart K, Rohrwasser A, Eilbeck K.",2021,
Computer-Supported Collaborative Design of Standardized Clinical Cases: Algorithm Development and Validation,"Guinez-Molinos S, Buendía-García F, Sierra-Rodríguez JL, Gayoso-Cabada J, González-Díaz J.",2023,10.2196/45315
Advancing Healthcare Research Through Live-Data Integration: Implementing IEEE 11073 and FHIR in Clinical Environment,"Hillmer T, Riech K, Gisch S, Bergh B, Schreiweis B, Ulrich H.",2024,10.3233/SHTI240661
ADT2FHIR - A Tool for Converting ADT/GEKID Oncology Data to HL7 FHIR Resources,"Deppenwiese N, Delpy P, Lambarki M, Lablans M.",2021,10.3233/SHTI210547
"Towards a Clinically Meaningful Model to Structure the Development of Interoperable Order Sets, Applicable to the Point of Care in Any EMR","Yasini M, Rausch D, Marin L, Hochheim I, Singh Dhillon N, Dahlweid M.",2023,10.3233/SHTI230055
Secure Multi-Party Computation Based Distributed Feasibility Queries - A HiGHmed Use Case,"Wettstein R, Kussel T, Hund H, Fegeler C, Dugas M, Hamacher K.",2022,10.3233/SHTI220802
Developing a FHIR-based EHR phenotyping framework: A case study for identification of patients with obesity and multiple comorbidities from discharge summaries,"Hong N, Wen A, Stone DJ, Tsuji S, Kingsbury PR, Rasmussen LV, Pacheco JA, Adekkanattu P, Wang F, Luo Y, Pathak J, Liu H, Jiang G.",2019,10.1016/j.jbi.2019.103310
Feasibility Queries in Distributed Architectures - Concept and Implementation in HiGHmed,"Wettstein R, Hund H, Kobylinski I, Fegeler C, Heinze O.",2021,10.3233/SHTI210061
Category of Allergy Identification from Free-Text Medical Records for Data Interoperability,"Lenivtceva I, Kashina M, Kopanitsa G.",2020,10.3233/SHTI200634
SMART on FHIR in spine: integrating clinical prediction models into electronic health records for precision medicine at the point of care,"Karhade AV, Schwab JH, Del Fiol G, Kawamoto K.",2021,10.1016/j.spinee.2020.06.014
Assessing Quality of Life Using FHIR - How to Combine Patient Reported Outcome with Patient Generated Data for Better Compliance,"Beutter CNL, Werner P, Sigle S, Martens UM, Fegeler C.",2023,10.3233/SHTI230083
Using HL7 FHIR to achieve interoperability in patient health record,"Saripalle R, Runyan C, Russell M.",2019,10.1016/j.jbi.2019.103188
Integration of FHIR to Facilitate Electronic Case Reporting: Results from a Pilot Study,"Dixon BE, Taylor DE, Choi M, Riley M, Schneider T, Duke J.",2019,10.3233/SHTI190362
"Can OpenEHR, ISO 13606, and HL7 FHIR Work Together? An Agnostic Approach for the Selection and Application of Electronic Health Record Standards to the Next-Generation Health Data Spaces","Pedrera-Jiménez M, García-Barrio N, Frid S, Moner D, Boscá-Tomás D, Lozano-Rubí R, Kalra D, Beale T, Muñoz-Carrero A, Serrano-Balazote P.",2023,10.2196/48702
Fast Healthcare Interoperability Resources (FHIR®) Representation of Medication Data Derived from German Procedure Classification Codes (OPS) Using Identification of Medicinal Products (IDMP) Compliant Terminology,"Sass J, Zabka S, Essenwanger A, Schepers J, Boeker M, Thun S.",2021,10.3233/SHTI210074
Translating Social Determinants of Health into Standardized Clinical Entities,"Watkins M, Viernes B, Nguyen V, Rojas Mezarina L, Silva Valencia J, Borbolla D.",2020,10.3233/SHTI200205
Fast Healthcare Interoperability Resources (FHIR) as a Meta Model to Integrate Common Data Models: Development of a Tool and Quantitative Validation Study,"Pfaff ER, Champion J, Bradford RL, Clark M, Xu H, Fecho K, Krishnamurthy A, Cox S, Chute CG, Overby Taylor C, Ahalt S.",2019,10.2196/15199
HIStream-Import: A Generic ETL Framework for Processing Arbitrary Patient Data Collections or Hospital Information Systems into HL7 FHIR Bundles,"Majeed RW, Stöhr MR, Günther A.",2021,10.3233/SHTI210053
A Prototype of the National EHR system for Cyprus(),"Papaioannou M, Neocleous A, Savva P, Miguel F, Panayides A, Antoniou Z, Neofytou M, Schiza EC, Neokleous K, Constantinou I, Panos G, Pattichis CS, Schizas CN.",2021,10.1109/EMBC46164.2021.9630760
From Authoring to Evaluating an Electronic Health Quality Measure - Applying Logic to FHIR® with CQL for Calculating Immunization Coverage,"Lin AM, Schwab A, Abolhassni R, Winkler S.",2023,10.3233/SHTI230004
