PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29993759","Toward a Model for Personal Health Record Interoperability","Roehrs A, da Costa CA, Righi RDR, Rigo SJ, Wichman MH.","IEEE J Biomed Health Inform. 2019 Mar;23(2):867-873. doi: 10.1109/JBHI.2018.2836138. Epub 2018 May 14.","Roehrs A","IEEE J Biomed Health Inform","2019","2018/07/12","","","10.1109/JBHI.2018.2836138"
"38269760","Structured Queries to AQL: Querying OpenEHR Data Leveraging a FHIR-Based Infrastructure for Federated Feasibility Queries","Rosenau L, Ingenerf J.","Stud Health Technol Inform. 2024 Jan 25;310:33-37. doi: 10.3233/SHTI230922.","Rosenau L","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI230922"
"36162433","Tracing the Progression of Sepsis in Critically Ill Children: Clinical Decision Support for Detection of Hematologic Dysfunction","Bode L, Schamer S, Böhnke J, Bott OJ, Marschollek M, Jack T, Wulff A; ELISE Study Group.","Appl Clin Inform. 2022 Oct;13(5):1002-1014. doi: 10.1055/a-1950-9637. Epub 2022 Sep 26.","Bode L","Appl Clin Inform","2022","2022/09/26","PMC9605821","","10.1055/a-1950-9637"
"38153779","Can OpenEHR, ISO 13606, and HL7 FHIR Work Together? An Agnostic Approach for the Selection and Application of Electronic Health Record Standards to the Next-Generation Health Data Spaces","Pedrera-Jiménez M, García-Barrio N, Frid S, Moner D, Boscá-Tomás D, Lozano-Rubí R, Kalra D, Beale T, Muñoz-Carrero A, Serrano-Balazote P.","J Med Internet Res. 2023 Dec 28;25:e48702. doi: 10.2196/48702.","Pedrera-Jiménez M","J Med Internet Res","2023","2023/12/28","PMC10784985","","10.2196/48702"
"26262390","National governance of archetypes in Norway","Ljosland Bakke S.","Stud Health Technol Inform. 2015;216:1091.","Ljosland Bakke S","Stud Health Technol Inform","2015","2015/08/12","","",""
"19546483","Archetype-based electronic health records: a literature review and evaluation of their applicability to health data interoperability and access","Wollersheim D, Sari A, Rahayu W.","Health Inf Manag. 2009;38(2):7-17. doi: 10.1177/183335830903800202.","Wollersheim D","Health Inf Manag","2009","2009/06/24","","","10.1177/183335830903800202"
"26262040","Case Study: Applying OpenEHR Archetypes to a Clinical Data Repository in a Chinese Hospital","Min L, Wang L, Lu X, Duan H.","Stud Health Technol Inform. 2015;216:207-11.","Min L","Stud Health Technol Inform","2015","2015/08/12","","",""
"35673107","Tracing COVID-19 Infection Chains Within Healthcare Institutions - Another Brick in the Wall Against SARS-CoV-2","Wulff A, Biermann P, von Landesberger T, Baumgartl T, Schmidt C, Alhaji AY, Schick K, Waldstein P, Zhu Y; HiGHmed Infection Control Study Group; Krefting D, Scheithauer S, Marschollek M.","Stud Health Technol Inform. 2022 Jun 6;290:699-703. doi: 10.3233/SHTI220168.","Wulff A","Stud Health Technol Inform","2022","2022/06/08","","","10.3233/SHTI220168"
"20841857","Facilitating secondary use of medical data by using openEHR archetypes","Kohl CD, Garde S, Knaup P.","Stud Health Technol Inform. 2010;160(Pt 2):1117-21.","Kohl CD","Stud Health Technol Inform","2010","2010/09/16","","",""
"34665150","Verifying the Feasibility of Implementing Semantic Interoperability in Different Countries Based on the OpenEHR Approach: Comparative Study of Acute Coronary Syndrome Registries","Min L, Atalag K, Tian Q, Chen Y, Lu X.","JMIR Med Inform. 2021 Oct 19;9(10):e31288. doi: 10.2196/31288.","Min L","JMIR Med Inform","2021","2021/10/19","PMC8564664","","10.2196/31288"
"39176974","Implementation of an Atrioventricular Valve Intervention Registry: Comparative Study of REDCap vs. CDR-Based openEHR Registry","Kinast B, Rohde H, Anywar M, Bronsch T, Voran J, Kreidl F, Frank D, Schreiweis B.","Stud Health Technol Inform. 2024 Aug 22;316:1069-1073. doi: 10.3233/SHTI240595.","Kinast B","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240595"
"25670753","Transformation of standardized clinical models based on OWL technologies: from CEM to OpenEHR archetypes","Legaz-García Mdel C, Menárguez-Tortosa M, Fernández-Breis JT, Chute CG, Tao C.","J Am Med Inform Assoc. 2015 May;22(3):536-44. doi: 10.1093/jamia/ocu027. Epub 2015 Feb 10.","Legaz-García Mdel C","J Am Med Inform Assoc","2015","2015/02/12","PMC5566199","","10.1093/jamia/ocu027"
"17392019","Expressing clinical data sets with openEHR archetypes: a solid basis for ubiquitous computing","Garde S, Hovenga E, Buck J, Knaup P.","Int J Med Inform. 2007 Dec;76 Suppl 3:S334-41. doi: 10.1016/j.ijmedinf.2007.02.004. Epub 2007 Mar 27.","Garde S","Int J Med Inform","2007","2007/03/30","","","10.1016/j.ijmedinf.2007.02.004"
"25087081","Validating archetypes for the Multiple Sclerosis Functional Composite","Braun M, Brandt AU, Schulz S, Boeker M.","BMC Med Inform Decis Mak. 2014 Aug 3;14:64. doi: 10.1186/1472-6947-14-64.","Braun M","BMC Med Inform Decis Mak","2014","2014/08/04","PMC4131486","","10.1186/1472-6947-14-64"
"26541142","Archetype relational mapping - a practical openEHR persistence solution","Wang L, Min L, Wang R, Lu X, Duan H.","BMC Med Inform Decis Mak. 2015 Nov 5;15:88. doi: 10.1186/s12911-015-0212-0.","Wang L","BMC Med Inform Decis Mak","2015","2015/11/07","PMC4636072","","10.1186/s12911-015-0212-0"
"39176867","An Open Information Model-Based Repository for Sustainable Re-Use of Heterogeneous Pandemics Research Data","Scheuermann K, Hufeland P, Haarbrandt B, Hanss S, Joseph M, Kohler S, Krefting D, Richter J, Tute E, Wolf KH, Marschollek M.","Stud Health Technol Inform. 2024 Aug 22;316:1921-1925. doi: 10.3233/SHTI240808.","Scheuermann K","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240808"
"39176771","An In-Depth Exploration of Mapping openEHR and PGHD: A Case Study on Fitbit-Generated Data","Abedian S, Taucher C, Perscha S, Djuris M, Hussein R, Hanke S.","Stud Health Technol Inform. 2024 Aug 22;316:437-441. doi: 10.3233/SHTI240442.","Abedian S","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240442"
"33323101","Modeling clinical activities based on multi-perspective declarative process mining with openEHR's characteristic","Xu H, Pang J, Yang X, Yu J, Li X, Zhao D.","BMC Med Inform Decis Mak. 2020 Dec 15;20(Suppl 14):303. doi: 10.1186/s12911-020-01323-7.","Xu H","BMC Med Inform Decis Mak","2020","2020/12/16","PMC7739455","","10.1186/s12911-020-01323-7"
"17492120","Towards semantic interoperability for electronic health records","Garde S, Knaup P, Hovenga E, Heard S.","Methods Inf Med. 2007;46(3):332-43. doi: 10.1160/ME5001.","Garde S","Methods Inf Med","2007","2007/05/12","","","10.1160/ME5001"
"30306913","Process Analysis and Decision Support Tools in Parenteral Nutrition in Children","Žitko Z, Končar M, Cifrek M.","Stud Health Technol Inform. 2018;255:87-91.","Žitko Z","Stud Health Technol Inform","2018","2018/10/12","","",""
"31438341","Configuration of Input Forms in EHR Systems Using Spreadsheets, openEHR Archetypes and Templates","Sundvall E, Terner A, Broberg H, Gillespie C.","Stud Health Technol Inform. 2019 Aug 21;264:1781-1782. doi: 10.3233/SHTI190645.","Sundvall E","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190645"
"34795097","Utilising the FOXS Stack for FAIR Architected Data Access","Meredith J, Whitehead N, Dacey M.","Stud Health Technol Inform. 2021 Nov 18;287:134-138. doi: 10.3233/SHTI210832.","Meredith J","Stud Health Technol Inform","2021","2021/11/19","","","10.3233/SHTI210832"
"38269768","Integrating a Categorial Structure for Clinical Practice into EHRs","Hovenga EJS.","Stud Health Technol Inform. 2024 Jan 25;310:74-78. doi: 10.3233/SHTI230930.","Hovenga EJS","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI230930"
"24132031","On the seamless, harmonized use of ISO/IEEE11073 and openEHR","Trigo JD, Kohl CD, Eguzkiza A, Martínez-Espronceda M, Alesanco Á, Serrano L, García J, Knaup P.","IEEE J Biomed Health Inform. 2014 May;18(3):872-84. doi: 10.1109/JBHI.2013.2285441. Epub 2013 Oct 10.","Trigo JD","IEEE J Biomed Health Inform","2014","2013/10/18","","","10.1109/JBHI.2013.2285441"
"27577414","Modelling of Operative Report Documents for Data Integration into an openEHR-Based Enterprise Data Warehouse","Haarbrandt B, Wilschko A, Marschollek M.","Stud Health Technol Inform. 2016;228:407-11.","Haarbrandt B","Stud Health Technol Inform","2016","2016/09/01","","",""
"30942735","From ObsCare Software to an OpenEHR Platform: Modelling Obstetric Archetypes","Maranhão PA, Pereira AM, Bacelar-Silva G, Gonçalves-Ferreira D, Vieira-Marques P, Silva-Costa T, Cruz-Correia RJ.","Stud Health Technol Inform. 2019;258:153-157.","Maranhão PA","Stud Health Technol Inform","2019","2019/04/04","","",""
"23875730","Personalized-detailed clinical model for data interoperability among clinical standards","Khan WA, Hussain M, Afzal M, Amin MB, Saleem MA, Lee S.","Telemed J E Health. 2013 Aug;19(8):632-42. doi: 10.1089/tmj.2012.0189.","Khan WA","Telemed J E Health","2013","2013/07/24","PMC3719467","","10.1089/tmj.2012.0189"
"35629415","Structured, Harmonized, and Interoperable Integration of Clinical Routine Data to Compute Heart Failure Risk Scores","Sommer KK, Amr A, Bavendiek U, Beierle F, Brunecker P, Dathe H, Eils J, Ertl M, Fette G, Gietzelt M, Heidecker B, Hellenkamp K, Heuschmann P, Hoos JDE, Kesztyüs T, Kerwagen F, Kindermann A, Krefting D, Landmesser U, Marschollek M, Meder B, Merzweiler A, Prasser F, Pryss R, Richter J, Schneider P, Störk S, Dieterich C.","Life (Basel). 2022 May 18;12(5):749. doi: 10.3390/life12050749.","Sommer KK","Life (Basel)","2022","2022/05/28","PMC9147139","","10.3390/life12050749"
"26980358","Evaluating Model-Driven Development for large-scale EHRs through the openEHR approach","Christensen B, Ellingsen G.","Int J Med Inform. 2016 May;89:43-54. doi: 10.1016/j.ijmedinf.2016.02.004. Epub 2016 Feb 18.","Christensen B","Int J Med Inform","2016","2016/03/17","","","10.1016/j.ijmedinf.2016.02.004"
"32931443","A Computer-Interpretable Guideline for COVID-19: Rapid Development and Dissemination","Nan S, Tang T, Feng H, Wang Y, Li M, Lu X, Duan H.","JMIR Med Inform. 2020 Oct 1;8(10):e21628. doi: 10.2196/21628.","Nan S","JMIR Med Inform","2020","2020/09/15","PMC7546731","","10.2196/21628"
"31438254","Representing Rules for Clinical Data Quality Assessment Based on OpenEHR Guideline Definition Language","Tian Q, Han Z, An J, Lu X, Duan H.","Stud Health Technol Inform. 2019 Aug 21;264:1606-1607. doi: 10.3233/SHTI190557.","Tian Q","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190557"
"31623304","IoMT Platform for Pervasive Healthcare Data Aggregation, Processing, and Sharing Based on OneM2M and OpenEHR","S Rubí JN, L Gondim PR.","Sensors (Basel). 2019 Oct 3;19(19):4283. doi: 10.3390/s19194283.","S Rubí JN","Sensors (Basel)","2019","2019/10/19","PMC6806104","","10.3390/s19194283"
"39176627","Challenges and Lessons Learned in Mapping HL7 v2 Data to openEHR: Insights from UKSH Medical Data Integration Center","Anywar M, Macedo M, Pazmino S, Bronsch T, Kinast B, Kock-Schoppenhauer AK, Schreiweis B.","Stud Health Technol Inform. 2024 Aug 22;316:1328-1332. doi: 10.3233/SHTI240658.","Anywar M","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240658"
"39702578","Cross-Standard Health Data Harmonization using Semantics of Data Elements","Zhang S, Cornet R, Benis N.","Sci Data. 2024 Dec 19;11(1):1407. doi: 10.1038/s41597-024-04168-1.","Zhang S","Sci Data","2024","2024/12/20","PMC11659470","","10.1038/s41597-024-04168-1"
"26262065","An Intelligent Ecosystem for Providing Support in Prehospital Trauma Care in Cuenca, Ecuador","Timbi-Sisalima C, Rodas EB, Salamea JC, Sacoto H, Monje-Ortega D, Robles-Bykbaev V.","Stud Health Technol Inform. 2015;216:329-32.","Timbi-Sisalima C","Stud Health Technol Inform","2015","2015/08/12","","",""
"28657637","Domain Modeling and Application Development of an Archetype- and XML-based EHRS. Practical Experiences and Lessons Learnt","Kropf S, Chalopin C, Lindner D, Denecke K.","Appl Clin Inform. 2017 Jun 28;8(2):660-679. doi: 10.4338/ACI-2017-01-RA-0009.","Kropf S","Appl Clin Inform","2017","2017/06/29","PMC6241735","","10.4338/ACI-2017-01-RA-0009"
"29500008","Experiences of building a medical data acquisition system based on two-level modeling","Li B, Li J, Lan X, An Y, Gao W, Jiang Y.","Int J Med Inform. 2018 Apr;112:114-122. doi: 10.1016/j.ijmedinf.2018.01.016. Epub 2018 Jan 31.","Li B","Int J Med Inform","2018","2018/03/04","","","10.1016/j.ijmedinf.2018.01.016"
"25298807","Ontology content patterns as bridge for the semantic representation of clinical information","Martínez-Costa C, Schulz S.","Appl Clin Inform. 2014 Jul 23;5(3):660-9. doi: 10.4338/ACI-2014-04-RA-0031. eCollection 2014.","Martínez-Costa C","Appl Clin Inform","2014","2014/10/10","PMC4187084","","10.4338/ACI-2014-04-RA-0031"
"30942705","Query Translation Between openEHR and i2b2","Fette G, Kaspar M, Liman L, Dietrich G, Ertl M, Krebs J, Störk S, Puppe F.","Stud Health Technol Inform. 2019;258:16-20.","Fette G","Stud Health Technol Inform","2019","2019/04/04","","",""
"19745288","A migration to an openEHR-based clinical application","Kashfi H, Torgersson O.","Stud Health Technol Inform. 2009;150:152-6.","Kashfi H","Stud Health Technol Inform","2009","2009/09/12","","",""
"26262007","Towards the Implementation of an openEHR-based Open Source EHR Platform (a vision paper)","Pazos Gutiérrez P.","Stud Health Technol Inform. 2015;216:45-9.","Pazos Gutiérrez P","Stud Health Technol Inform","2015","2015/08/12","","",""
"29989095","MicroShare: Privacy-Preserved Medical Resource Sharing through MicroService Architecture","Yang Y, Zu Q, Liu P, Ouyang D, Li X.","Int J Biol Sci. 2018 May 22;14(8):907-919. doi: 10.7150/ijbs.24617. eCollection 2018.","Yang Y","Int J Biol Sci","2018","2018/07/11","PMC6036760","","10.7150/ijbs.24617"
"39804478","The interaction of structured data using openEHR and large Language models for clinical decision support in prostate cancer","Kaiser P, Yang S, Bach M, Breit C, Mertz K, Stieltjes B, Ebbing J, Wetterauer C, Henkel M.","World J Urol. 2025 Jan 13;43(1):67. doi: 10.1007/s00345-024-05423-1.","Kaiser P","World J Urol","2025","2025/01/13","","","10.1007/s00345-024-05423-1"
"37343580","Standard based personalized healthcare delivery for kidney illness using deep learning","Sachdeva S.","Physiol Meas. 2023 Jun 21. doi: 10.1088/1361-6579/ace09f. Online ahead of print.","Sachdeva S","Physiol Meas","2023","2023/06/21","","","10.1088/1361-6579/ace09f"
"31438307","Using openEHR's Guideline Definition Language for Representing Percutaneous Coronary Intervention Patient Safety Rules in a Dynamic Checklist System","Lu L, Nan S, Zhang S, Lu X, Duan H.","Stud Health Technol Inform. 2019 Aug 21;264:1714-1715. doi: 10.3233/SHTI190611.","Lu L","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190611"
"26262167","A Process for the Representation of openEHR ADL Archetypes in OWL Ontologies","Porn AM, Peres LM, Didonet Del Fabro M.","Stud Health Technol Inform. 2015;216:827-31.","Porn AM","Stud Health Technol Inform","2015","2015/08/12","","",""
"34042893","Preliminary Analysis of Structured Reporting in the HiGHmed Use Case Cardiology: Challenges and Measures","Kindermann A, Tute E, Benda S, Löpprich M, Richter-Pechanski P, Dieterich C.","Stud Health Technol Inform. 2021 May 24;278:187-194. doi: 10.3233/SHTI210068.","Kindermann A","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210068"
"23402961","SNOMED CT module-driven clinical archetype management","Allones JL, Taboada M, Martinez D, Lozano R, Sobrido MJ.","J Biomed Inform. 2013 Jun;46(3):388-400. doi: 10.1016/j.jbi.2013.01.003. Epub 2013 Feb 9.","Allones JL","J Biomed Inform","2013","2013/02/14","","","10.1016/j.jbi.2013.01.003"
"21893855","Validation of the openEHR archetype library by using OWL reasoning","Menárguez-Tortosa M, Fernández-Breis JT.","Stud Health Technol Inform. 2011;169:789-93.","Menárguez-Tortosa M","Stud Health Technol Inform","2011","2011/09/07","","",""
"23246613","OWL-based reasoning methods for validating archetypes","Menárguez-Tortosa M, Fernández-Breis JT.","J Biomed Inform. 2013 Apr;46(2):304-17. doi: 10.1016/j.jbi.2012.11.009. Epub 2012 Dec 14.","Menárguez-Tortosa M","J Biomed Inform","2013","2012/12/19","","","10.1016/j.jbi.2012.11.009"
"25991126","Combining Archetypes with Fast Health Interoperability Resources in Future-proof Health Information Systems","Bosca D, Moner D, Maldonado JA, Robles M.","Stud Health Technol Inform. 2015;210:180-4.","Bosca D","Stud Health Technol Inform","2015","2015/05/21","","",""
"19745287","Can openEHR archetypes be used in a national context? The Danish archetype proof-of-concept project","Bernstein K, Tvede I, Petersen J, Bredegaard K.","Stud Health Technol Inform. 2009;150:147-51.","Bernstein K","Stud Health Technol Inform","2009","2009/09/12","","",""
"33227778","Semi-Automated Method to Generate Simulated Clinical Data from OpenEHR Platform - Think!EHR","Rajput AM.","Stud Health Technol Inform. 2020 Nov 23;275:232-233. doi: 10.3233/SHTI200732.","Rajput AM","Stud Health Technol Inform","2020","2020/11/23","","","10.3233/SHTI200732"
"23920849","An automated routine childhood immunization approach using openEHR","Liu Z, Qamar N, Qian J.","Stud Health Technol Inform. 2013;192:1075.","Liu Z","Stud Health Technol Inform","2013","2013/08/08","","",""
"29295403","Exploiting Temporal Constraints of Clinical Guidelines by Applying OpenEHR Archetypes","Cintho LMM, Garcia D, da Silva Santos BH, Sacchi L, Quaglini S, Moro CMC.","Stud Health Technol Inform. 2017;245:1322.","Cintho LMM","Stud Health Technol Inform","2017","2018/01/04","","",""
"20841820","Applying a user centered design methodology in a clinical context","Kashfi H.","Stud Health Technol Inform. 2010;160(Pt 2):927-31.","Kashfi H","Stud Health Technol Inform","2010","2010/09/16","","",""
"21893867","Model driven development of clinical information sytems using openEHR","Atalag K, Yang HY, Tempero E, Warren J.","Stud Health Technol Inform. 2011;169:849-53.","Atalag K","Stud Health Technol Inform","2011","2011/09/07","","",""
"18639486","Collaborative development of clinical templates as a national resource","Hoy D, Hardiker NR, McNicoll IT, Westwell P, Bryans A.","Int J Med Inform. 2009 Apr;78 Suppl 1:S95-100. doi: 10.1016/j.ijmedinf.2008.06.003. Epub 2008 Jul 18.","Hoy D","Int J Med Inform","2009","2008/07/22","","","10.1016/j.ijmedinf.2008.06.003"
"20703531","Local EHR management based on openEHR and EN13606","Păun ID, Sauciuc DG, Iosif NO, Stan O, Perşe A, Dehelean C, Miclea L.","J Med Syst. 2011 Aug;35(4):585-90. doi: 10.1007/s10916-009-9395-1. Epub 2009 Nov 20.","Păun ID","J Med Syst","2011","2010/08/13","","","10.1007/s10916-009-9395-1"
"31438301","Designing Archetype Models for Each Step of Workflow in Medication","Kobayashi S, Kume N, Yoshihara H.","Stud Health Technol Inform. 2019 Aug 21;264:1702-1703. doi: 10.3233/SHTI190605.","Kobayashi S","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190605"
"27936191","A Scalable Data Access Layer to Manage Structured Heterogeneous Biomedical Data","Delussu G, Lianas L, Frexia F, Zanetti G.","PLoS One. 2016 Dec 9;11(12):e0168004. doi: 10.1371/journal.pone.0168004. eCollection 2016.","Delussu G","PLoS One","2016","2016/12/10","PMC5148592","","10.1371/journal.pone.0168004"
"30919398","An openEHR Approach to Detailed Clinical Model Development: Tobacco Smoking Summary Archetype as a Case Study","Wei PC, Atalag K, Day K.","Appl Clin Inform. 2019 Mar;10(2):219-228. doi: 10.1055/s-0039-1681074. Epub 2019 Mar 27.","Wei PC","Appl Clin Inform","2019","2019/03/29","PMC6436962","","10.1055/s-0039-1681074"
"22874151","Using archetypes for defining CDA templates","Moner D, Moreno A, Maldonado JA, Robles M, Parra C.","Stud Health Technol Inform. 2012;180:53-7.","Moner D","Stud Health Technol Inform","2012","2012/08/10","","",""
"27480749","A methodology based on openEHR archetypes and software agents for developing e-health applications reusing legacy systems","Cardoso de Moraes JL, de Souza WL, Pires LF, do Prado AF.","Comput Methods Programs Biomed. 2016 Oct;134:267-87. doi: 10.1016/j.cmpb.2016.07.013. Epub 2016 Jul 6.","Cardoso de Moraes JL","Comput Methods Programs Biomed","2016","2016/08/03","","","10.1016/j.cmpb.2016.07.013"
"31140433","Discovering Clinical Information Models Online to Promote Interoperability of Electronic Health Records: A Feasibility Study of OpenEHR","Yang L, Huang X, Li J.","J Med Internet Res. 2019 May 28;21(5):e13504. doi: 10.2196/13504.","Yang L","J Med Internet Res","2019","2019/05/30","PMC6658308","","10.2196/13504"
"29295409","Mapping HL7 CDA R2 Formatted Mass Screening Data to OpenEHR Archetypes","Kobayashi S, Kume N, Yoshihara H.","Stud Health Technol Inform. 2017;245:1328.","Kobayashi S","Stud Health Technol Inform","2017","2018/01/04","","",""
"29295095","iT2DM Project: A Framework for Secondary Use of EHR Data for High-Throughput Phenotyping in Diabetes","Wei Y, Shang Y, Wang J, He D, Zhou S, Zhang W, Shi L, Chen Y, Jiang K, Wu H, Dong J.","Stud Health Technol Inform. 2017;245:263-267.","Wei Y","Stud Health Technol Inform","2017","2018/01/04","","",""
"19745392","Representing a chemotherapy guideline using openEHR and rules","Chen R, Georgii-Hemming P, Ahlfeldt H.","Stud Health Technol Inform. 2009;150:653-7.","Chen R","Stud Health Technol Inform","2009","2009/09/12","","",""
"19359214","Towards a comprehensive electronic patient record to support an innovative individual care concept for premature infants using the openEHR approach","Buck J, Garde S, Kohl CD, Knaup-Gregori P.","Int J Med Inform. 2009 Aug;78(8):521-31. doi: 10.1016/j.ijmedinf.2009.03.001. Epub 2009 Apr 8.","Buck J","Int J Med Inform","2009","2009/04/11","","","10.1016/j.ijmedinf.2009.03.001"
"21106993","Modeling shared care plans using CONTsys and openEHR to support shared homecare of the elderly","Hägglund M, Chen R, Koch S.","J Am Med Inform Assoc. 2011 Jan-Feb;18(1):66-9. doi: 10.1136/jamia.2009.000216. Epub 2010 Nov 24.","Hägglund M","J Am Med Inform Assoc","2011","2010/11/26","PMC3005865","","10.1136/jamia.2009.000216"
"19745310","Towards ISO 13606 and openEHR archetype-based semantic interoperability","Martínez-Costa C, Menárguez-Tortosa M, Fernández-Breis JT.","Stud Health Technol Inform. 2009;150:260-4.","Martínez-Costa C","Stud Health Technol Inform","2009","2009/09/12","","",""
"27770769","Open data models for smart health interconnected applications: the example of openEHR","Demski H, Garde S, Hildebrand C.","BMC Med Inform Decis Mak. 2016 Oct 22;16(1):137. doi: 10.1186/s12911-016-0376-2.","Demski H","BMC Med Inform Decis Mak","2016","2016/10/25","PMC5075152","","10.1186/s12911-016-0376-2"
"28244546","Structuring Legacy Pathology Reports by openEHR Archetypes to Enable Semantic Querying","Kropf S, Krücken P, Mueller W, Denecke K.","Methods Inf Med. 2017 May 18;56(3):230-237. doi: 10.3414/ME16-01-0073. Epub 2017 Feb 28.","Kropf S","Methods Inf Med","2017","2017/03/01","","","10.3414/ME16-01-0073"
"25991257","Privacy-preserving Statistical Query and Processing on Distributed OpenEHR Data","Hailemichael MA, Marco-Ruiz L, Bellika JG.","Stud Health Technol Inform. 2015;210:766-70.","Hailemichael MA","Stud Health Technol Inform","2015","2015/05/21","","",""
"32604690","System of Criteria for Treatment Evaluation of Acromegaly in Bulgaria","Krastev E, Tcharaktchiev D, Markov E.","Stud Health Technol Inform. 2020 Jun 26;272:413-416. doi: 10.3233/SHTI200583.","Krastev E","Stud Health Technol Inform","2020","2020/07/02","","","10.3233/SHTI200583"
"28837211","Special Topic Interoperability and EHR: Combining openEHR, SNOMED, IHE, and Continua as approaches to interoperability on national eHealth","Beštek M, Stanimirović D.","Appl Clin Inform. 2017 Aug 9;8(3):810-825. doi: 10.4338/ACI-2017-01-RA-0011.","Beštek M","Appl Clin Inform","2017","2017/08/25","PMC6220683","","10.4338/ACI-2017-01-RA-0011"
"30844481","Analyzing the performance of a blockchain-based personal health record implementation","Roehrs A, da Costa CA, da Rosa Righi R, da Silva VF, Goldim JR, Schmidt DC.","J Biomed Inform. 2019 Apr;92:103140. doi: 10.1016/j.jbi.2019.103140. Epub 2019 Mar 4.","Roehrs A","J Biomed Inform","2019","2019/03/08","","","10.1016/j.jbi.2019.103140"
"24886468","Retrospective checking of compliance with practice guidelines for acute stroke care: a novel experiment using openEHR's Guideline Definition Language","Anani N, Chen R, Prazeres Moreira T, Koch S.","BMC Med Inform Decis Mak. 2014 May 10;14:39. doi: 10.1186/1472-6947-14-39.","Anani N","BMC Med Inform Decis Mak","2014","2014/06/03","PMC4052843","","10.1186/1472-6947-14-39"
"21818417","Review of semantically interoperable electronic health records for ubiquitous healthcare","Hwang KH, Chung KI, Chung MA, Choi D.","Healthc Inform Res. 2010 Mar;16(1):1-5. doi: 10.4258/hir.2010.16.1.1. Epub 2010 Mar 31.","Hwang KH","Healthc Inform Res","2010","2011/08/06","PMC3089838","","10.4258/hir.2010.16.1.1"
"38785020","Development and Implementation of an Integrated Standard e-Prescription Model in Alignment with Iranian National EHR","Abedian S, Biglarkhani A, Azami Ghadikolaei A, Barahmand M.","Stud Health Technol Inform. 2024 May 23;314:139-143. doi: 10.3233/SHTI240077.","Abedian S","Stud Health Technol Inform","2024","2024/05/24","","","10.3233/SHTI240077"
"33688594","Investigation of users' experiences for online access to their electronic health records in Japan","Alami LSEE, Nemoto A, Nakata Y.","Glob Health Med. 2021 Feb 28;3(1):37-43. doi: 10.35772/ghm.2020.01073.","Alami LSEE","Glob Health Med","2021","2021/03/10","PMC7936368","","10.35772/ghm.2020.01073"
"28423824","Querying Archetype-Based Electronic Health Records Using Hadoop and Dewey Encoding of openEHR Models","Sundvall E, Wei-Kleiner F, Freire SM, Lambrix P.","Stud Health Technol Inform. 2017;235:406-410.","Sundvall E","Stud Health Technol Inform","2017","2017/04/21","","",""
"31438262","A Graphical Representation Model for Electronic Health Records: A Preliminary Study","Yang L, Huang X, Hou L, Qian Q, Li J.","Stud Health Technol Inform. 2019 Aug 21;264:1622-1623. doi: 10.3233/SHTI190565.","Yang L","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190565"
"21818440","Detailed clinical models: a review","Goossen W, Goossen-Baremans A, van der Zel M.","Healthc Inform Res. 2010 Dec;16(4):201-14. doi: 10.4258/hir.2010.16.4.201. Epub 2010 Dec 31.","Goossen W","Healthc Inform Res","2010","2011/08/06","PMC3092133","","10.4258/hir.2010.16.4.201"
"15360985","Archetypes: the PropeR way","van der Linden H, Grimson J, Tange H, Talmon J, Hasman A.","Stud Health Technol Inform. 2004;107(Pt 2):1110-4.","van der Linden H","Stud Health Technol Inform","2004","2004/09/14","","",""
"31131143","Comparison of Open-Source Electronic Health Record Systems Based on Functional and User Performance Criteria","Purkayastha S, Allam R, Maity P, Gichoya JW.","Healthc Inform Res. 2019 Apr;25(2):89-98. doi: 10.4258/hir.2019.25.2.89. Epub 2019 Apr 30.","Purkayastha S","Healthc Inform Res","2019","2019/05/28","PMC6517630","","10.4258/hir.2019.25.2.89"
"29295231","Peer Review of Clinical Information Models: A Web 2.0 Crowdsourced Approach","Leslie H, Ljosland Bakke S.","Stud Health Technol Inform. 2017;245:905-909.","Leslie H","Stud Health Technol Inform","2017","2018/01/04","","",""
"19936441","Semantic interoperability in Czech healthcare environment supported by HL7 version 3","Nagy M, Hanzlícek P, Precková P, Ríha A, Dioszegi M, Seidl L, Zvárová J.","Methods Inf Med. 2010;49(2):186-95. doi: 10.3414/ME09-02-0018. Epub 2009 Nov 20.","Nagy M","Methods Inf Med","2010","2009/11/26","","","10.3414/ME09-02-0018"
