"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Developing a hospital information system ecosystem for creating new clinical collaboration methodologies","W. Schramm; H. Köstinger; K. Bayrhammer; M. Fiedler; T. Grechenig","Research Group for Industrial SoftwareNienna, University of Technology, Vienna, Austria; Technische Universitat Wien, Wien, Wien, AT; Research Group for Industrial Software, Nienna University of Technology, Vienna, Austria; Research Group for Industrial Software, Nienna University of Technology, Vienna, Austria; Research Group for Industrial Software, Nienna University of Technology, Vienna, Austria",Proceedings of 2012 IEEE-EMBS International Conference on Biomedical and Health Informatics,"7 Jun 2012","2012","","","101","103","One of the biggest challenges when developing new components or workflows for Hospital Information Systems (HIS) is the lack of a freely available stable core system with integration capabilities for various clinical and administrative subsystems. We created a prototype of an OpenEHR based HIS which can be used as a core system for the development of new clinical applications and for prototyping research ideas. We created an integration framework with standard open source components based on JBoss ESB and JBoss Drools. The implementation also includes an exemplary integration of an open source ERP (Openbravo) and open source PACS (DCM4CHEE) and shows that the proposed architecture results in an highly maintainable core architecture.","2168-2208","978-1-4577-2177-9","10.1109/BHI.2012.6211517","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6211517","","Reliability;Prototypes","","6","","5","IEEE","7 Jun 2012","","","IEEE","IEEE Conferences"
"Storage Efficient Implementation of Standardized Electronic Health Records Data","S. Sachdeva; D. Batra; S. Batra","National Institute of Technology, Delhi, India; Indian Institute of Foreign Trade, Delhi, India; Delhi-NCR, KIET Group of Institutions, Ghaziabad, India",2020 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"13 Jan 2021","2020","","","2062","2065","Ever changing behavior of Electronic Health Records (EHRs) demands a generic schema that can adopt any new knowledge. Moreover, the exponential growth of EHRs should be managed by eliminating the need of storing sparse values. Traditional approaches favor the adoption of the relational approach as a data model for storing data due to its simplicity, SQL query support, and availability of mature data analysis tools. However, the relational model falls short when a generic schema and eradicating sparseness are utterly required. To accommodate the requirements of generic schema and elimination of sparseness in EHRs, alternative models such as Entity Attribute Value (EAV), Dynamic Tables (DT), Optimized Entity Attribute Value (OEAV), and Optimized Column-oriented Model (OCOM) have been proposed at the logical level. These models utilize the vertical representation of data as opposed to the horizontal representation used by the relational model. Authors in current research considered 50K instances (as per relational data model) of standardized EHRs to critically analyze the impact of changing logical (i.e., EAV, DT, OEAV, and OCOM) and physical (i.e., row-oriented and column-oriented) structure of data on space acquired by dataset and time required for query execution. Further, authors favored the use of standardized EHRs to achieve semantic interoperability and thus, adopt the openEHR standard for experimentation purpose. It has been observed that the column-oriented storage approach is more space-efficient than the row-oriented storage approach. Also, the OCOM data model is the most space-efficient among all the data models followed by DT (using a column-oriented storage approach). On the contrary, DT, when stored in column-oriented databases, is found to be the most time-efficient among analyzed data models.","","978-1-7281-6215-7","10.1109/BIBM49941.2020.9313343","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9313343","Entity Attribute Value Model;Optimized Entity Attribute Value Model;Optimized Column-oriented Model;Dynamic Tables;Sparse Data;Healthcare;openEHR","Data models;Interoperability;Semantics;Object oriented modeling;Medical services;History;Analytical models","","5","","12","IEEE","13 Jan 2021","","","IEEE","IEEE Conferences"
"Performance comparison for data storage - Db4o and MySQL databases","S. Kulshrestha; S. Sachdeva","Department of Computer Science and Engineering, Jaypee Institute of Information Technology, Noida, India; Department of Computer Science and Engineering, Jaypee Institute of Information Technology, Noida, India",2014 Seventh International Conference on Contemporary Computing (IC3),"15 Sep 2014","2014","","","166","170","Choice of right and appropriate database is always crucial for any information system. Since database is an integral and important part, we choose to write the performance analysis of different type of databases in context to health care data. Health care database consists of Electronic Health Records. Also, various Electronic Health Record standards like HL7, openEHR and CEN EN 13606 have been defined for relational, object and object-relational databases. So far, none of the standard has been defined using object-database. In order to do so, we must compare and analyze the performance of object-database over others. In this paper, firstly we have studied the current trends in Indian Health Care with respect to medical data storage and retrieval. Next, we have compared the performance of MySQL (relational) and Db4o (object) database in terms of persistence time and storage space for a sample hospital data of 100 users.","","978-1-4799-5173-4","10.1109/IC3.2014.6897167","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6897167","EHR;openEHR;Database;Db4o;MySQL","Medical services;Standards;Relational databases;Object oriented modeling;Memory;Electronic medical records","","5","","26","IEEE","15 Sep 2014","","","IEEE","IEEE Conferences"
"Semantic Framework for Electronic Health Records","R. S. Puttini; A. A. Toffanello; R. M. Chaim; G. Alves; J. M. P. Rotzsch; É. O. Carvalho; E. Ishikawa; A. P. Araújo; E. C. Oliveira","Network Engineering, University of Brasília, Brasília, Brazil; Network Engineering, University of Brasília, Brasília, Brazil; Software Engineering, University of Brasília, Brasília, Brazil; Network Engineering, University of Brasília, Brasília, Brazil; Network Engineering, University of Brasília, Brasília, Brazil; Software Engineering, University of Brasília, Brasília, Brazil; Computer Science, University of Brasília, Brasília, Brazil; Computer Science, University of Brasília, Brasília, Brazil; Software Engineering, University of Brasília, Brasília, Brazil",2017 IEEE 11th International Conference on Semantic Computing (ICSC),"30 Mar 2017","2017","","","334","337","Many countries are in the run for implementing their local electronic health strategies, on top of the existing health systems administrative and clinical procedures. There have been international successful initiatives in these cases, however, a substantial effort is necessary in order to adapt the best practices to national realities. In Brazil, the effort of implementing a technological solution, inspired by these international cases, is underway. This paper describes the context where the solution was developed: the implementation of the e-health EHR platform in Brazil. It brings the technical specification of a semantic framework developed and used in a SOA-based infrastructure that enables the EHR solutions for the Brazilian public health system. We present here the creation and use of an Information Model and a Knowledge Model, composed with the use of archetypes and templates, based on the OpenEHR formats. The use of EHR archetype definition languages is also presented here. The semantic framework is based on the setting up of a clinical knowledge model and a terminology server that makes use of Snomed-CT.","","978-1-5090-4284-5","10.1109/ICSC.2017.98","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7889558","Electronic Health Record - EHR;Semantic modelling;Clinical information repository;health knowledge model","Semantics;Terminology;Data models;Clinical diagnosis;Ontologies;Electronic medical records;Servers","","5","","15","IEEE","30 Mar 2017","","","IEEE","IEEE Conferences"
"The Portable Personal Health Records: Storage on SD Card and Network, Only for One's Childhood","G. Ma; J. Liu; Z. Wei","School of Computer, Wuhan University of China, Wuhan, China; School of Computer, Wuhan University of China, Wuhan, China; School of Computer, Wuhan University of China, Wuhan, China",2010 International Conference on Electrical and Control Engineering,"11 Nov 2010","2010","","","4829","4833","The Electronic health record is kept in various hospitals in China. However, each hospital stores patient health records for its own purpose, and the patients do not have their own electronic health records. This does not achieve patient-centered medical service objectives. To this end, we have designed and developed a patient-centered of portable personal health information management system, and the information was distributed in the SD card and network database. We have chosen childhood as an object of study because of childhood is very important in the human's life, and child health care is one of the key medical services. We refer to HL7 standards and openEHR specification, to use UML modeling techniques for system design. The main functional modules of the system include Health information on women's health during pregnancy, Infant and child medical information management, Infant and child health information management. The SD card contains the personal health application and a small database of personal health information. Data on the deployment of four places: a regional (city) data center, hospitals, community health clinics and individual SD card. Personal health data has to go through pairs of fingerprint encrypted, and then save it to SD card and network database. The system model we designed that allows pediatricians and gynecologists to grasp the past health records of patients conveniently and can make the data stored on SD card and network database to corroborate mutually.","","978-1-4244-6881-2","10.1109/iCECE.2010.1168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5630455","Child health card;SD Card;PHR;health care","Pediatrics;Medical diagnostic imaging;Databases;Hospitals;Diseases;Standards","","3","","23","IEEE","11 Nov 2010","","","IEEE","IEEE Conferences"
"Medical information system based on electronic healthcare records","D. Păun; D. Sauciuc; O. Stan; O. Iosif; C. Dehelean; L. Miclea","Technical University of Cluj Napoca, Romania; Technical University of Cluj Napoca, Romania; Technical University of Cluj Napoca, Romania; Intelmed, Romania; Technical University of Cluj Napoca, Romania; Technical University of Cluj Napoca, Romania","2010 IEEE International Conference on Automation, Quality and Testing, Robotics (AQTR)","23 Jul 2010","2010","2","","1","6","This article approaches the shortcomings of the current medical information systems and describes a solution compliant with the openEHR standard, used to structure and markup the clinical content. The paper puts forward a prototype for a medical software based on electronic healthcare records which meets the requirements of interoperability and high security of data. It ensures the accuracy and reliability of operations and the adaptability of the system to the continuous changes in the medical field. The application is applied to the particularities of the Romanian healthcare environment.","","978-1-4244-6725-9","10.1109/AQTR.2010.5520713","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5520713","","Medical information systems;Medical services;Consumer electronics;Application software;Software prototyping;Privacy;Biomedical informatics;Data security;ISO standards;Protection","","3","","9","IEEE","23 Jul 2010","","","IEEE","IEEE Conferences"
"Evaluating OpenEHR for Storing Computable Representations of Electronic Health Record Phenotyping Algorithms","V. Papež; S. Denaxas; H. Hemingway","University College London, Farr Institute of Health Informatics Research, London, UK; University College London, Farr Institute of Health Informatics Research, London, UK; University College London, Farr Institute of Health Informatics Research, London, UK",2017 IEEE 30th International Symposium on Computer-Based Medical Systems (CBMS),"13 Nov 2017","2017","","","509","514","Electronic Health Records (EHR) are data generated during routine clinical care. EHR offer researchers unprecedented phenotypic breadth and depth and have the potential to accelerate the pace of precision medicine at scale. A main EHR use-case is creating phenotyping algorithms to define disease status, onset and severity. Currently, no common machine-readable standard exists for defining phenotyping algorithms which often are stored in human-readable formats. As a result, the translation of algorithms to implementation code is challenging and sharing across the scientific community is problematic. In this paper, we evaluate openEHR, a formal EHR data specification, for computable representations of EHR phenotyping algorithms.","2372-9198","978-1-5386-1710-6","10.1109/CBMS.2017.73","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8104247","electronic health records;phenotyping;standards","Diabetes;Diseases;Terminology;Classification algorithms;Medical diagnostic imaging;Hospitals;Natural language processing","","3","","8","IEEE","13 Nov 2017","","","IEEE","IEEE Conferences"
"yourEHRM: Standard-based management of your personal healthcare information","C. C. Barca; C. M. Lagunar; J. M. Rodríguez; A. M. Quintero; I. R. M. Martins; I. Martínez; M. A. Sanguino; T. P. Lobo","ATOS, ATOS Research and Innovation (ARI), Madrid, Spain; ATOS, ATOS Research and Innovation (ARI), Madrid, Spain; ATOS, ATOS Research and Innovation (ARI), Madrid, Spain; ATOS, ATOS Research and Innovation (ARI), Madrid, Spain; ATOS, ATOS Research and Innovation (ARI), Madrid, Spain; ATOS, ATOS Research and Innovation (ARI), Madrid, Spain; ATOS, ATOS Research and Innovation (ARI), Madrid, Spain; ATOS, ATOS Research and Innovation (ARI), Madrid, Spain",IEEE-EMBS International Conference on Biomedical and Health Informatics (BHI),"26 Jul 2014","2014","","","89","92","The standardisation of the architecture of electronic healthcare records is essential for two reasons: i) the records are being used to support shared care among clinicians with different specializations; ii) the standardisation process eases the introduction of mobile technologies within and among countries between people who provide and receive healthcare. It is a common problem previously addressed in the literature that already existing EHR approaches often present interoperability issues that restrain their effective application, since the different system components do not share a common nomenclature, data types, message syntax and encoding rules. Hospitals cannot share the clinical information of the patient. yourEHRM architecture implements standards that enable the exchange of desired medical information. The solution is based on generic information models that conform to openEHR/EN13606 archetypes associated with concepts of well-known terminologies such as SNOMED-CT. Besides it offers the possibility to exchange information with other Hospital Information Systems (HIS) using Health Level 7 (HL7) Clinical Data Architecture (CDA), Continuity of Care Record (CCR), Continuity of Care Document (CCD) or virtual Medical Record (vMR) as the payload. The architecture also permits the integration of data coming from heterogeneous and fragmented healthcare information systems and devices into the EHR.","2168-2208","978-1-4799-2131-7","10.1109/BHI.2014.6864311","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6864311","","Medical services;Terminology;Semantics;Interoperability;Database languages;Data models;Middleware","","3","","16","IEEE","26 Jul 2014","","","IEEE","IEEE Conferences"
"A modeling approach based on multi-perspective declarative process mining for clinical activity","H. Xu; J. Pang; X. Yang; J. Yu; D. Zhao","Information Center, Academy of Military Medical Sciences, Beijing, P.R. China; Information Center, Academy of Military Medical Sciences, Beijing, P.R. China; General Hospital of Xinjiang Military Region, Institute of Clinical Medicine, Urumchi, P.R. China; Information Center, Academy of Military Medical Sciences, Beijing, P.R. China; Information Center, Academy of Military Medical Sciences, Beijing, P.R. China",2019 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"6 Feb 2020","2019","","","1688","1691","Modeling clinical activities plays an important role in process mining, which is essential for improving medical quality. Traditional process mining methods focus on control flow of events, ignoring the data perspective including time and resources properties. Besides, clinical experts often have difficulties to classify the event attributes from a computer's point of view for model representation. We present a constraint-based approach with multi-perspective declarative process mining, which supports modeling medical process by clinical staff themselves. The event attributes are classified according to openEHR and the created model could be shared among medical institutions.","","978-1-7281-1867-3","10.1109/BIBM47256.2019.8983089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8983089","process mining;declarative;multi-perspective;openEHR;clinical event","","","2","","13","IEEE","6 Feb 2020","","","IEEE","IEEE Conferences"
"Promoting health for chronic conditions: A novel approach that integrates clinical and personal decision support","I. Lasorsa; M. Ajc̆ević; P. D'Antrassi; G. Carlini; A. Accardo; S. Marceglia","Department of Engineering and Architecture, University of Trieste, Trieste, Italy; Department of Engineering and Architecture, University of Trieste, Trieste, Italy; Department of Engineering and Architecture, University of Trieste, Trieste, Italy; R&D Department, TBS Group, Trieste, Italy; Department of Engineering and Architecture, University of Trieste, Trieste, Italy; Department of Engineering and Architecture, University of Trieste, Trieste, Italy","2016 39th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","28 Jul 2016","2016","","","644","648","Direct and indirect economic costs related to chronic diseases are increasing in Europe due to the aging of population. One of the most challenging goals is to improve the quality of life of patients affected by chronic conditions, and enhance their self-management. In this paper, we propose a novel architecture of a scalable solution, based on mobile tools, aimed to keep patients with chronic diseases away from acute episodes, to improve their quality of life and, consequently, to reduce their economic impact. Our solution aims to provide patients with a personalized tool for improving self-management, and it supports both patients and clinicians in decision-making through the implementation of two different Decision Support Systems. Moreover, the proposed architecture takes into account the interoperability and, particularly, the compliance with data transfer protocols (e.g., BT4/LE, ANT+, ISO/IEEE 11073) to ensure integration with existing devices, and with the semantic web approaches and standards related to the content and structure of the information (e.g., HL7, ICD-10 and openEHR) to ensure correct sharing of information with hospital information systems, and classification of patient behaviors (Coelition). The solution will be implemented and validated in future study.","","978-953-233-086-1","10.1109/MIPRO.2016.7522220","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7522220","","Diseases;Decision support systems;Mobile communication;Biomedical monitoring;Monitoring;Middleware","","2","","22","","28 Jul 2016","","","IEEE","IEEE Conferences"
"Electronic healthcare record according to general clinical observation file","O. Stan; D. Sauciuc; L. Miclea","Department of Automation, Faculty of Automation and Computer Science, Technical University of Cluj Napoca, Cluj-Napoca, Romania; Department of Automation, Faculty of Automation and Computer Science, Technical University of Cluj Napoca, Cluj-Napoca, Romania; Department of Automation, Faculty of Automation and Computer Science, Technical University of Cluj Napoca, Cluj-Napoca, Romania","Proceedings of 2012 IEEE International Conference on Automation, Quality and Testing, Robotics","12 Jul 2012","2012","","","503","507","Medical software systems in Romania lack the data interchange capability. By combining the force of knowledge in the computer science, information science and healthcare, this article provides a viable runtime solution for the electronic data management of the Romanian General Clinical Observation File in an efficient manner according with openEHR specifications. GCOF is composed of varied medical and demographical data and its content is regulating by the Ministry of Public Health.","","978-1-4673-0704-8","10.1109/AQTR.2012.6237763","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6237763","interoperability;archetypes;openEHR specifications;electronic healthcare record","Medical diagnostic imaging;Hospitals;Syntactics;XML;Terminology;Runtime","","1","","10","IEEE","12 Jul 2012","","","IEEE","IEEE Conferences"
"Electronic Health Record: Comparative analysis of HL7 and open EHR approaches","N. A. M. Macedo; N. A. G. Hilares; J. P. P. Quispe; R. A. Matutti","Maestría en Ingeniería de Tecnologías de la Información y Telemática, Facultad de Ingeniería Electrónica y Eléctrica; Instituto de Ingeniería de Software, PACIS IberoAmérica, Lima, Perú; Departamento de Ciencias de la Computación, Facultad de Ingeniería de Sistemas e Informática, Universidad Nacional Mayor de San Marcos, Lima, Perú; Maestría en Ingeniería de Tecnologías de la Información y Telemática, Facultad de Ingeniería Electrónica y Eléctrica",2010 Pan American Health Care Exchanges,"1 Jun 2010","2010","","","105","110","This paper presents a comparative analysis of the main proposals to automatize a Patient's Health Record in any Medical Center: HL7 and OpenEHR. The methodology includes analyzing each approach, defining some criteria of evaluation, doing a comparative chart, and showing the main conclusions.","2327-817X","978-1-4244-6294-0","10.1109/PAHCE.2010.5474589","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5474589","Electronic Health Record;Automatized Health Record;HL7;Open EHR","Hardware;Medical services;Couplings;Proposals;Bonding;Telecommunication computing","","1","","7","IEEE","1 Jun 2010","","","IEEE","IEEE Conferences"
"Expert Mapping Development System with Disease Searching Sympthom Based on ICD 10","A. Muslim; A. B. Mutiara; A. Suhendra; T. Oswari","Department of Informatics Engineering, Gunadarma University, Jakarta, Indonesia; Department of Information Science, Gunadarma University, Jakarta, Indonesia; Department of Informatics Engineering, Gunadarma University, Jakarta, Indonesia; Department of Management, Gunadarma University, Jakarta, Indonesia",2018 Third International Conference on Informatics and Computing (ICIC),"1 Aug 2019","2018","","","1","4","Development of OpenEHR-based online Health Information System (HIS) is very important and necessary to be developed in Indonesia, in order to catch up with neighboring countries' neighboring Health Information System. Online HIS is beneficial for the enhancement of productivity, efficiency, service quality, proper standard of medical practice, auditable documentation, performance of hospital management and integrated medical record. With those reasons, Healthy Indonesia 2015 program can be achieved. Expert system and mapping HIS development which called ICD-10 is useful in order to give web-based standard symptom and disease diagnosing information. This expert system can diagnose disease based on the symptom with Anamnesis method. This application is named E-Expert in ICD10 which contains data parsing for patient medical record information web service.","","978-1-5386-6921-1","10.1109/IAC.2018.8780494","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8780494","openEHR;ICD 10;e-Expert;e-Anamnesis","Diseases;Medical diagnostic imaging;Pain;Expert systems;Ontologies;Hospitals","","","","12","IEEE","1 Aug 2019","","","IEEE","IEEE Conferences"
"pyEHR: A scalable clinical data management toolkit for biomedical research projects","L. Lianas; F. Frexia; G. Delussu; P. Anedda; G. Zanetti","CRS4, Pula, CA, Italy; CRS4, Pula, CA, Italy; CRS4, Pula, CA, Italy; CRS4, Pula, CA, Italy; CRS4, Pula, CA, Italy","2014 IEEE 16th International Conference on e-Health Networking, Applications and Services (Healthcom)","8 Jan 2015","2014","","","370","374","In this work we describe pyEHR, a new toolkit for building scalable clinical/phenotypic data management systems for biomedical research applications. The toolkit uses openEHR formalisms to guarantee the decoupling of clinical data descriptions from implementation details, and NoSQL technologies, or next-generation SQL ones, to provide scalable storage back-ends.","","978-1-4799-6644-8","10.1109/HealthCom.2014.7001871","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7001871","","Databases;Semantics;Informatics;Engines;Conferences;Computer architecture;Terminology","","","","31","IEEE","8 Jan 2015","","","IEEE","IEEE Conferences"
"OpenEHR-based pervasive health information system for primary care: First Brazilian experience for public care","H. V. César","B.Tech Information Technology VIT University Vellore, India",2013 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM 2013),"10 Apr 2014","2013","","","1483","1483","Many of the problems faced by the medical staff in their specialties could be reduced with the help of a multidisciplinary approach, involving areas of information technology, as pervasive systems, mobile systems and computer networks, based on unisual computing techniques. The registry of information on the patients bedside, helping to reduce service time, in a clear example of the use of these tools. This is the first experience in Brazil regarding the implementation of an openEHR-based pervasive HIS for primary care in a SUS unit. This pioneer project can be a reference to further implementations and scientific studies.","","978-1-4503-2240-9","10.1109/ASONAM.2013.6785914","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6785914","","Computational modeling;Software design;Analytical models;Medical services;Information security","","","","8","","10 Apr 2014","","","IEEE","IEEE Conferences"
"Contributions to promote the adequacy of an approach based on services to EHR","L. M. Gomes; H. Guerra; N. Bem; C. Andrade","Universidade do Minho, Braga, Braga, PT; Universidade do Minho, Braga, Braga, PT; Universidade do Minho, Braga, Braga, PT; Universidade dos Acores, Ponta Delgada, Ilha de SÃ£o Miguel, PT",2014 9th Iberian Conference on Information Systems and Technologies (CISTI),"14 Aug 2014","2014","","","1","5","There are many issues to consider when we develop an information system for managing the electronic health record (EHR). It must be useful for several types of users, entities and departments of health services. Also, it must be flexible to meet a broad set of needs and cover a wide range of clinical and non-clinical areas in health. In this paper we describe a regional healthcare system, having in mind to illustrate a distributed, heterogeneous healthcare system, and then to discuss the suitability of the Triple Helix model for governance in a service-oriented architecture context, following the OpenEHR.","2166-0727","978-9-8998-4343-1","10.1109/CISTI.2014.6876956","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6876956","EHR;interoperability;OpenEHR;Triple Helix;SOA","Semiconductor optical amplifiers;Service-oriented architecture;Europe;Electronic medical records;Medical services;Silicon","","","","15","","14 Aug 2014","","","IEEE","IEEE Conferences"
"Toward a Model for Personal Health Record Interoperability","A. Roehrs; C. A. da Costa; R. da Rosa Righi; S. J. Rigo; M. H. Wichman","Software Innovation Laboratory — SOFTWARELAB, Applied Computing Graduate Program— PPGCA, Universidade do Vale do Rio dos Sinos — UNISINOS, São Leopoldo, Brazil; Software Innovation Laboratory — SOFTWARELAB, Applied Computing Graduate Program— PPGCA, Universidade do Vale do Rio dos Sinos — UNISINOS, São Leopoldo, Brazil; Software Innovation Laboratory — SOFTWARELAB, Applied Computing Graduate Program— PPGCA, Universidade do Vale do Rio dos Sinos — UNISINOS, São Leopoldo, Brazil; Software Innovation Laboratory — SOFTWARELAB, Applied Computing Graduate Program— PPGCA, Universidade do Vale do Rio dos Sinos — UNISINOS, São Leopoldo, Brazil; Software Innovation Laboratory — SOFTWARELAB, Applied Computing Graduate Program— PPGCA, Universidade do Vale do Rio dos Sinos — UNISINOS, São Leopoldo, Brazil",IEEE Journal of Biomedical and Health Informatics,"5 Mar 2019","2019","23","2","867","873","Health information technology, applied to electronic health record (EHR), has evolved with the adoption of standards for defining patient health records. However, there are many standards for defining such data, hindering communication between different healthcare providers. Even with adopted standards, patients often need to repeatedly provide their health information when they are taken care of at different locations. This problem hinders the adoption of personal health record (PHR), with the patients' health records under their own control. Therefore, the purpose of this paper is to propose an interoperability model for PHR use. The methodology consisted prototyping an application model named OmniPHR, to evaluate the structuring of semantic interoperability and integration of different health standards, using a real database from anonymized patients. We evaluated health data from a hospital database with 38 645 adult patients' medical records processed using different standards, represented by openEHR, HL7 FHIR, and MIMIC-III reference models. OmniPHR demonstrated the feasibility to provide interoperability through a standard ontology and artificial intelligence with natural language processing (NLP). Although the first executions reached a 76.39% F1-score and required retraining of the machine-learning process, the final score was 87.9%, presenting a way to obtain the original data from different standards on a single format. Unlike other models, OmniPHR presents a unified, structural semantic and up-to-date vision of PHR for patients and healthcare providers. The results were promising and demonstrated the possibility of subsidizing the creation of inferences rules about possible patient health problems or preventing future problems.","2168-2208","","10.1109/JBHI.2018.2836138","Brazilian National Council for Scientific and Technological Development(grant numbers:405354/2016-9,303640/2017-0); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8358689","Personal Health Record;Semantic Interoperability;Ontology;Natural Language Processing","Standards;Interoperability;Semantics;Medical services;Data models;Ontologies;Natural language processing","Adult;Biological Ontologies;Computer Simulation;Electronic Health Records;Health Information Interoperability;Health Records, Personal;Humans;Natural Language Processing;Semantics","46","","36","IEEE","14 May 2018","","","IEEE","IEEE Journals"
"Experimental Characterization of Mobile IoT Application Latency","C. Pereira; A. Pinto; D. Ferreira; A. Aguiar","Faculty of Engineering, Instituto de Telecomunicações, University of Porto, Porto, Portugal; Faculty of Engineering, Instituto de Telecomunicações, University of Porto, Porto, Portugal; Faculty of Medicine, Center for Research in Health Technologies and Information Systems, University of Porto, Porto, Portugal; Faculty of Engineering, Instituto de Telecomunicações, University of Porto, Porto, Portugal",IEEE Internet of Things Journal,"8 Aug 2017","2017","4","4","1082","1094","The Internet of Things (IoT) emerges as a myriad of devices and services that interact to build complex distributed applications. Interoperability and standardization are imperative for the realization of this vision. Machine-to-machine (M2M) communications standards can be the middleware that glues together the IoT. However, standards are highly complex and require a large amount of interpretation, deployments are currently scarce, and performance evaluations simplistic or speculative. In this paper, we focus on the experimental evaluation of latency in IoT service composition with mobile gateways (GWs). We measure latency between system components and quantify application protocol overheads to assess the capabilities and limitations of a standard M2M middleware. We designed and implemented a mobile e-health use case on top of ETSI M2M and openEHR standards. We ran a pilot remote monitoring ten people for three weeks, collecting nearly 480 h of data. Our results show that while the latency added by a broker lies around 25 ms, the cellular network often exceeds 1 s, becoming a problem for interactive applications. Moreover, we observe that latencies between a smartphone GW and cloud hosted services vary largely depending on the user mobility, and on the promotion delay of the used wireless network.","2327-4662","","10.1109/JIOT.2017.2689682","project NanoSTIMA(grant numbers:NORTE-01-0145-FEDER-000016); builds upon software and datasets that resulted from I-City for Future Health(grant numbers:NORTE-07-0124-FEDER-000068); FP7 - Future Cities(grant numbers:FP7-REGPOT-2012-2013-1); direct funding by PT Inovação - Altice Labs. Research was carried out in the scope of R&D Unit 50008(grant numbers:UID/EEA/50008/2013); financed by the applicable financial framework: Norte Portugal Regional Operational Programme (NORTE 2020), through Portugal 2020 and the European Regional Development Fund, FCT/MEC through national funds and when applicable co-funded by FEDER PT2020 partnership agreement; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7890395","Cellular networks;e-health;Internet of Things (IoT);machine-to-machine (M2M) communications;mobile gateways (GWs);smartphones;system performance;wireless networks","Machine-to-machine communications;Internet of Things;Standards;Middleware;Biomedical monitoring;Interoperability;Performance evaluation","","23","","88","IEEE","30 Mar 2017","","","IEEE","IEEE Journals"
