Title,Authors,Publication Year,DOI
A proposal to incorporate digital auscultation and its processing into an existing electronic health record,Gomes P.; Frade S.; Castro A.; Cruz-Correia R.; Coimbra M.,2015,10.5220/0005222901430150
"Cognitive maps to visualise clinical cases in handovers: Design, implementation, usability, and attractiveness testing",Flemming D.; Przysucha M.; Hübner U.,2015,10.3414/ME15-02-0001
Implementing healthcare interoperability utilizing SOA and data interchange agent,Batra U.; Sachdeva S.; Mukherjee S.,2015,10.1016/j.hlpt.2015.04.005
Lightweight application for generating clinical research information systems: MAGIC,Leskošek B.; Pajntar M.,2015,10.1007/s00508-015-0794-7
"Design and deployment of eHealth interventions using behavior change techniques, BPMN2 and OpenEHR",Bestek M.; Curtis K.; Brodnik A.,2015,10.1109/WiMOB.2015.7347983
Evaluating Model-Driven Development for large-scale EHRs through the openEHR approach,Christensen B.; Ellingsen G.,2016,10.1016/j.ijmedinf.2016.02.004
Promoting health for chronic conditions: A novel approach that integrates clinical and personal decision support,Lasorsa I.; Ajcevic M.; D'Antrassi P.; Carlini G.; Accardo A.; Marceglia S.,2016,10.1109/MIPRO.2016.7522220
An implementation of clinical data repository with openEHR Approach: From data modeling to architecture,Min L.; Liu J.; Lu X.; Duan H.; Qiao Q.,2016,10.3233/978-1-61499-666-8-100
A methodology based on openEHR archetypes and software agents for developing e-health applications reusing legacy systems,Cardoso de Moraes J.L.; de Souza W.L.; Pires L.F.; do Prado A.F.,2016,10.1016/j.cmpb.2016.07.013
Evaluation of a Framework to Implement Electronic Health Record Systems Based on the openEHR Standard,Orellana D.A.; Salas A.A.; Solarz P.F.; Ruiz L.M.; Rotger V.I.,2016,10.1088/1742-6596/705/1/012046
Building chronic kidney disease clinical practice guidelines using the openEHR guideline definition language,Lin C.-H.; Lo Y.-C.; Hung P.-Y.; Liou D.-M.,2016,10.3414/ME16-01-0005
Open data models for smart health interconnected applications: the example of openEHR,"Demski H, Garde S, Hildebrand C.",2016,10.1186/s12911-016-0376-2
B-Health analytics; [Uma abordagem arquitetural],Gomes J.; Quintela H.,2016,10.18803/capsi.v16.300-307
Automated population of an i2b2 clinical data warehouse from an openEHR-based data repository,Haarbrandt B.; Tute E.; Marschollek M.,2016,10.1016/j.jbi.2016.08.007
Hygehos ontology for electronic health records,Muro N.; Sanchez E.; Graña M.; Carrasco E.; Manzano F.; Susperregi J.M.; Agirre A.; Gómez J.,2016,10.1007/978-3-319-39687-3_30
Automated transformation of openEHR Data Instances to OWL,Haarbrandt B.; Jack T.; Marschollek M.,2016,10.3233/978-1-61499-645-3-63
A scalable data access layer to manage structured heterogeneous biomedical data,Giovanni D.; Luca L.; Francesca F.; Gianluigi Z.,2016,10.1371/journal.pone.0168004
Querying Medical Datasets while Preserving Privacy,Qamar N.; Yang Y.; Nadas A.; Liu Z.,2016,10.1016/j.procs.2016.09.049
Analysis of the process of representing clinical statements for decision-support applications: a comparison of openEHR archetypes and HL7 virtual medical record,González-Ferrer A.; Peleg M.; Marcos M.; Maldonado J.A.,2016,10.1007/s10916-016-0524-3
Erratum: Archetype relational mapping - A practical openEHR persistence solution (BMC Medical Informatics and Decision Making (2015) 15 (88)),,2016,10.1186/s12911-016-0259-6
Comparing the performance of NoSQL approaches for managing archetype-based electronic health record data,Freire S.M.; Teodoro D.; Wei-Kleiner F.; Sundvall E.; Karlsson D.; Lambrix P.,2016,10.1371/journal.pone.0150069
Proposed model for a Romanian register of chronic diseases in children,Gabor-Harosa F.M.; Stan O.P.; Daina L.; Mocean F.,2016,10.1016/j.cmpb.2016.01.022
Integrating semantic dimension into openEHR archetypes for the management of cerebral palsy electronic medical records,Ellouze A.S.; Bouaziz R.; Ghorbel H.,2016,10.1016/j.jbi.2016.08.018
Integrated innovative solutions to improve healthcare scheduling,Stan O.; Avram C.; Stefan I.; Astilean A.,2016,10.1109/AQTR.2016.7501301
An exploratory study using an openEHR 2-level modeling approach to represent common data elements,Lin C.-H.; Fann Y.-C.; Liou D.-M.,2016,10.1093/jamia/ocv137
"An update on OpenEHR archetypes in Norway. Response to article Christensen B & Ellingsen G: ""Evaluating Model-Driven Development for large-scale EHRs through the openEHR approach"" IJMI May 2016, Volume 89, pages 43-54.",Lærum H.; Bakke S.L.; Pedersen R.; Valand J.T.,2016,10.1016/j.ijmedinf.2016.05.002
Standard information models for representing adverse sensitivity information in clinical documents,Topaz M.; Seger D.L.; Goss F.; Lai K.; Slight S.P.; Lau J.J.; Nandigam H.; Zhou L.,2016,10.3414/ME15-01-0081
Introducing a Method for Transformation of Paper-Based Research Data into Concept-Based Representation with openEHR,Saalfeld B.; Tute E.; Wolf K.-H.; Marschollek M.,2017,10.3233/978-1-61499-753-5-151
Integration of hospital information and clinical decision support systems to enable the reuse of electronic health record data,Kopanitsa G.,2017,10.3414/ME16-01-0057
"Special topic interoperability and EHR: Combining openEHR, SNOMED, IHE, and continua as approaches to interoperability on national ehealth",Beštek M.; Stanimirović D.,2017,10.4338/ACI-2017-01-RA-0011
AsthmaCheck: Multi-level modeling based health information system,Bharaj T.S.; Sachdeva S.; Bhalla S.,2017,10.1007/978-3-319-57741-8_9
Peer review of clinical information models: A web 2.0 crowdsourced approach,Leslie H.; Bakke S.L.,2017,10.3233/978-1-61499-830-3-905
"Organizational, legal and technological aspects of health information exchange",Karasev N.A.; Vasiljev V.A.; Maksimov A.I.; Molodov V.A.,2017,10.23934/2223-9022-2017-6-1-52-57
Domain modeling and application development of an archetype- and XML-based EHRS: Practical Experiences and Lessons Learnt,Kropf S.; Chalopin C.; Lindner D.; Denecke K.,2017,10.4338/ACI-2017-01-RA-0009
Experimental Characterization of Mobile IoT Application Latency,Pereira C.; Pinto A.; Ferreira D.; Aguiar A.,2017,10.1109/JIOT.2017.2689682
The ‘holy grail’ of interoperability of health information systems: Challenges and implications,Silsand L.,2017,10.1007/978-3-319-64695-4_11
Querying Archetype-Based Electronic Health Records Using Hadoop and Dewey Encoding of openEHR Models,Sundvall E.; Wei-Kleiner F.; Freire S.M.; Lambrix P.,2017,10.3233/978-1-61499-753-5-406
Structuring legacy pathology reports by openEHR archetypes to enable semantic querying,Kropf S.; Krücken P.; Mueller W.; Denecke K.,2017,10.3414/ME16-01-0073
Modelling of operative report documents for data integration into an open EHR-Based enterprise data warehouse,Haarbrandt B.; Wilschko A.; Marschollek M.,2017,10.3233/978-1-61499-678-1-407
How to involve the users in the large scale work with openEHR archetypes in Norway?,Ulriksen G.-H.,2017,10.1007/978-3-319-56535-4_74
Evaluating OpenEHR for Storing Computable Representations of Electronic Health Record Phenotyping Algorithms,Papez V.; Denaxas S.; Hemingway H.,2017,10.1109/CBMS.2017.73
Standards for Global Health Information Systems,Ed Hammond W.,2017,10.1016/B978-0-12-804591-6.00005-7
An architecture for semantically interoperable electronic health records,Toffanello A.; Gonçalves R.; Kitajima A.; Puttini R.; Aguiar A.,2017,10.3233/978-1-61499-830-3-235
"An ontology-aware integration of clinical models, terminologies and guidelines: An exploratory study of the Scale for the Assessment and Rating of Ataxia (SARA)",Maarouf H.; Taboada M.; Rodriguez H.; Arias M.; Sesar Á.; Sobrido M.J.,2017,10.1186/s12911-017-0568-4
Mapping HL7 CDA R2 formatted mass screening data to OpenEHR archetypes,Kobayashi S.; Kume N.; Yoshihara H.,2017,10.3233/978-1-61499-830-3-1328
"Semantic interoperability in electronic health record databases: Standards, architecture and e-health systems",Bhalla S.; Sachdeva S.; Batra S.,2017,10.1007/978-3-319-72413-3_16
Semantic Framework for Electronic Health Records,Puttini R.S.; Toffanello A.A.; Chaim R.M.; Alves G.; Rotzsch J.M.P.; Carvalho E.O.; Ishikawa E.; Araujo A.P.; Oliveira E.C.,2017,10.1109/ICSC.2017.98
Bridging the Gap Between the Social and the Technical: The Enrolment of Socio-Technical Information Architects to Cope with the Two-Level Model of EPR Systems,Pedersen R.,2017,10.3233/978-1-61499-794-8-76
iT2DM project: A framework for secondary use of EHR data for high-throughput phenotyping in diabetes,Wei Y.; Shang Y.; Wang J.; He D.; Zhou S.; Zhang W.; Shi L.; Chen Y.; Jiang K.; Wu H.; Dong J.,2017,10.3233/978-1-61499-830-3-263
Applying an archetype-based approach to electroencephalography/event-related potential experiments in the EEGBase resource,Papež V.; Mouček R.,2017,10.3389/fninf.2017.00024
Developing the first generally-available openEHR archetypes and templates for physiotherapy: An example of building clinical models and modelling capacity via student-led academic-industrial collaboration,Chihab J.; Franke H.; McNicoll I.; Darlison M.W.,2017,10.3233/978-1-61499-830-3-1321
The emergence of openness in open-source projects: The case of openEHR,Curto-Millet D.; Shaikh M.,2017,10.1057/s41265-017-0042-x
Applying openEHR's Guideline Definition Language to the SITS international stroke treatment registry: A European retrospective observational study,Anani N.; Mazya M.V.; Chen R.; Prazeres Moreira T.; Bill O.; Ahmed N.; Wahlgren N.; Koch S.,2017,10.1186/s12911-016-0401-5
Research on Multidimensional Modelling for Personal Health Record,Fan H.; He J.; Liu G.,2017,10.1007/978-3-319-69182-4_15
Relevant Lifelong Nutrition Information for the Prevention and Treatment of Childhood Obesity - Design and Creation of New openEHR Archetype Set,Maranhao P.A.; Bacelar-Silva G.M.; Goncalves-Ferreira D.N.; Vieira-Marques P.; Cruz-Correia R.J.,2017,10.1109/CBMS.2017.96
A survey of standard information models for clinical decision support systems,Rizi S.A.M.; Roudsari A.,2017,10.3233/978-1-61499-742-9-249
Generation of openEHR test datasets for benchmarking,El Helou S.; Karvonen T.; Yamamoto G.; Kume N.; Kobayashi S.; Kondo E.; Hiragi S.; Okamoto K.; Tamura H.; Kuroda T.,2017,10.3233/978-1-61499-830-3-1266
Health information exchange for continuity of maternal and neonatal care supporting: A proof-of-concept based on ISO standard,Santos M.R.; de Sá T.Q.V.; da Silva F.E.; dos Santos Junior M.R.; Maia T.A.; Reis Z.S.N.,2017,10.4338/ACI-2017-06-RA-0106
Infrastructuring in Healthcare through the OpenEHR Architecture,Ulriksen G.-H.; Pedersen R.; Ellingsen G.,2017,10.1007/s10606-017-9269-x
Web services of transformation data based on OpenEHR into Health Level Seven (HL7) standards,Muslim A.; Puspitodjati S.; Benny Mutiara A.; Oswari T.,2017,10.1109/IAC.2017.8280571
Exploiting temporal constraints of clinical guidelines by applying OpenEHR archetypes,Cintho L.M.M.; Garcia D.; Da Silva Santos B.H.; Sacchi L.; Quaglini S.; Moro C.M.C.,2017,10.3233/978-1-61499-830-3-1322
Crypt-EHRServer: Protecting confidentiality with attribute-based encryption and encrypted query processing,Zhang R.; Chow C.; Hui L.C.K.,2017,10.1109/ISPAN-FCST-ISCC.2017.56
Privacy-ensuring electronic health records in the cloud,Souza S.M.P.C.; Gonçalves R.F.; Leonova E.; Puttini R.S.; Nascimento A.C.A.,2017,10.1002/cpe.4045
A tool for analyzing clinical datasets as blackbox,Qamar N.; Yang Y.; Nadas A.; Liu Z.; Sztipanovits J.,2017,10.1007/978-3-319-63194-3_15
Challenges in design and creation of genetic open EHR-archetype,Maranhão P.A.; Bacelar-Silva G.; Gonçalves-Ferreira D.; Vieira-Marques P.; Cruz-Correia R.,2018,10.3233/978-1-61499-852-5-835
Improving the use of big data analytics within electronic health records: A case study baseD OpenEHR,Khennou F.; Khamlichi Y.I.; Chaoui N.E.H.,2018,10.1016/j.procs.2018.01.098
Microshare: Privacy-preserved medical resource sharing through microService architecture,Yang Y.; Zu Q.; Liu P.; Ouyang D.; Li X.,2018,10.7150/ijbs.24617
Modeling EHR with the openEHR approach: An exploratory study in China Philip Payne,Min L.; Tian Q.; Lu X.; Duan H.,2018,10.1186/s12911-018-0650-6
MARCIA: Applied clinical record management : c health record applied with EHRServer,Gomes F.; Paiva J.; Bezerra A.; Moura C.; Oliveira M.; Andrade O.,2018,10.1109/HealthCom.2018.8531096
An openEHR based approach to improve the semantic interoperability of clinical data registry,Min L.; Tian Q.; Lu X.; An J.; Duan H.,2018,10.1186/s12911-018-0596-8
Compatibility between metadata standards: Import pipeline of CDISC ODM to the samply.MDR,Kock-Schoppenhauer A.-K.; Ulrich H.; Wagen-Zink S.; Duhm-Harbeck P.; Ingenerf J.; Neuhaus P.; Dugas M.; Bruland P.,2018,10.3233/978-1-61499-852-5-221
Expert mapping development system with disease searching sympthom based on ICD 10,Muslim A.; Mutiara A.B.; Suhendra A.; Oswari T.,2018,10.1109/IAC.2018.8780494
Experiences of building a medical data acquisition system based on two-level modeling,Li B.; Li J.; Lan X.; An Y.; Gao W.; Jiang Y.,2018,10.1016/j.ijmedinf.2018.01.016
Clinical knowledge governance framework for nationwide data infrastructure projects,Wulff A.; Haarbrandt B.; Marschollek M.,2018,10.3233/978-1-61499-858-7-196
OpenEHR Modeling Applied to Eating Disorders in Clinical Practice: OpenEHR-Archetypes in Eating Disorders,Maranhão P.A.; Bacelar-Silva G.M.; Gonçalves-Ferreira D.N.; Calhau C.; Vieira-Marques P.; Alvarenga M.; Cruz-Correia R.J.,2018,10.1109/CBMS.2018.00014
ORBDA: An openEHR benchmark dataset for performance assessment of electronic health record servers,Teodoro D.; Sundvall E.; Junior M.J.; Ruch P.; Freire S.M.,2018,10.1371/journal.pone.0190028
Achieving interoperability between Arden-Syntax-Based clinical decision support and Openehr-Based data systems,Spineth M.; Rappelsberger A.; Adlassnig K.-P.,2018,10.3233/978-1-61499-858-7-338
New approach to an openEHR introduction in a portuguese healthcare facility,Oliveira D.; Coimbra A.; Miranda F.; Abreu N.; Leuschner P.; Machado J.; Abelha A.,2018,10.1007/978-3-319-77700-9_21
An interoperable clinical decision-support system for early detection of SIRS in pediatric intensive care using openEHR,Wulff A.; Haarbrandt B.; Tute E.; Marschollek M.; Beerbaum P.; Jack T.,2018,10.1016/j.artmed.2018.04.012
Integration through mapping - An OpenEHR based approach for research oriented integration of health information systems,Reis L.F.; Ferreira D.G.; Maranhao P.A.; Cruz-Correia R.; Vieira-Marques P.,2018,10.23919/CISTI.2018.8399258
Archetype modeling methodology,Moner D.; Maldonado J.A.; Robles M.,2018,10.1016/j.jbi.2018.02.003
Nutrigenomic Information in the openEHR Data Set,Maranhão P.A.; Bacelar-Silva G.M.; Ferreira D.N.G.; Calhau C.; Vieira-Marques P.; Cruz-Correia R.J.,2018,10.1055/s-0038-1635115
OpenEHR based systems and the general data protection regulation (GDPR),Sousa M.; Ferreira D.; Santos-Pereira C.; Bacelar G.; Frade S.; Pestana O.; Cruz-Correia R.,2018,10.3233/978-1-61499-852-5-91
HiGHmed - An Open Platform Approach to Enhance Care and Research across Institutional Boundaries,Haarbrandt B.; Schreiweis B.; Rey S.; Sax U.; Scheithauer S.; Rienhoff O.; Knaup-Gregori P.; Bavendiek U.; Dieterich C.; Brors B.; Kraus I.; Thoms C.M.; Jäger D.; Ellenrieder V.; Bergh B.; Yahyapour R.; Eils R.; Consortium H.; Marschollek M.,2018,10.3414/ME18-02-0002
OpenEHR modeling for genomics in clinical practice,Mascia C.; Uva P.; Leo S.; Zanetti G.,2018,10.1016/j.ijmedinf.2018.10.007
Modeling of ETL-processes and processed information in clinical data warehousing,Tute E.; Steiner J.,2018,10.3233/978-1-61499-858-7-204
Process Analysis and Decision Support Tools in Parenteral Nutrition in Children,Žitko Z.; Končar M.; Cifrek M.,2018,10.3233/978-1-61499-921-8-87
An openEHR Approach to Detailed Clinical Model Development: Tobacco Smoking Summary Archetype as a Case Study,"Wei PC, Atalag K, Day K.",2019,10.1055/s-0039-1681074
Openehr and general data protection regulation: Evaluation of principles and requirements,Gonçalves-Ferreira D.; Sousa M.; Bacelar-Silva G.M.; Frade S.; Antunes L.F.; Beale T.; Cruz-Correia R.,2019,10.2196/medinform.9845
Comparison of open-source electronic health record systems based on functional and user performance criteria,Purkayastha S.; Allam R.; Maity P.; Gichoya J.W.,2019,10.4258/hir.2019.25.2.89
"Configuration of input forms in EHR systems using spreadsheets, openEHR archetypes and templates",Sundvall E.; Terner A.; Broberg H.; Gillespie C.,2019,10.3233/SHTI190645
Clinical workflows based on OpenEHR using BPM,Ribeiro T.; Oliveira S.; Portela C.; Santos M.,2019,10.5220/0007878203520358
Using openEHR archetypes for automated extraction of numerical information from clinical narratives,Zubke M.; Bott O.J.; Marschollek M.,2019,10.3233/SHTI190820
Representing rules for clinical data quality assessment based on openEHR guideline definition language,Tian Q.; Han Z.; An J.; Lu X.; Duan H.,2019,10.3233/SHTI190557
Graph databases for openEHR clinical repositories,El Helou S.; Kobayashi S.; Yamamoto G.; Kume N.; Kondoh E.; Hiragi S.; Okamoto K.; Tamura H.; Kuroda T.,2019,10.1504/IJCSE.2019.103955
Extending CQL with openEHR to express clinical quality indicators,Li M.; Zhi Y.; Lu X.; Cai H.,2019,10.3233/SHTI190681
Clinical information model based data quality checks: Theory and example,Tute E.; Wulff A.; Marschollek M.; Gietzelt M.,2019,10.3233/978-1-61499-959-1-80
Toward a Model for Personal Health Record Interoperability,Roehrs A.; Da Costa C.A.; Righi R.D.R.; Rigo S.J.; Wichman M.H.,2019,10.1109/JBHI.2018.2836138
A Practical Exercise on Re-engineering Clinical Guideline Models Using Different Representation Languages,Marcos M.; Campos C.; Martínez-Salvador B.,2019,10.1007/978-3-030-37446-4_1
A microservice-based approach for increasing software reusability in health applications,Da Silva M.A.P.; Times V.C.; De Araujo A.M.C.; Da Silva P.C.,2019,10.1109/AICCSA47632.2019.9035229
Open or Closed: A Project Proposal for Investigating Two Different EHR Platform Approaches,Malm-Nicolaisen K.; Pedersen R.; Fagerlund A.J.,2019,10.3233/SHTI190165
Open IoT architecture for continuous patient monitoring in emergency wards,Pereira C.; Mesquita J.; Guimarães D.; Santos F.; Almeida L.; Aguiar A.,2019,10.3390/electronics8101074
Analyzing the performance of a blockchain-based personal health record implementation,Roehrs A.; da Costa C.A.; da Rosa Righi R.; da Silva V.F.; Goldim J.R.; Schmidt D.C.,2019,10.1016/j.jbi.2019.103140
A graphical representation model for electronic health records: A preliminary study,Yang L.; Huang X.; Hou L.; Qian Q.; Li J.,2019,10.3233/SHTI190565
Query translation between AQL and CQL,Fette G.; Kaspar M.; Liman L.; Ertl M.; Krebs J.; Dietrich G.; Störk S.; Puppe F.,2019,10.3233/SHTI190197
Integrating an openEHR-based personalized virtual model for the ageing population within HBase 08 Information and Computing Sciences 0806 Information Systems,Kalogiannis S.; Deltouzos K.; Zacharaki E.I.; Vasilakis A.; Moustakas K.; Ellul J.; Megalooikonomou V.,2019,10.1186/s12911-019-0745-8
"GIRLS, a Gateway for Interoperability of electronic health Record in Low-cost System : ∗ Interoperability beetween FHIR and OpenEHR Standards",Gomes F.; Freitas R.; Ribeiro M.; Moura C.; Andrade O.; Oliveira M.,2019,10.1109/HealthCom46333.2019.9009602
Using openEHR's guideline definition language for representing percutaneous coronary intervention patient safety rules in a dynamic checklist system,Lu L.; Nan S.; Zhang S.; Lu X.; Duan H.,2019,10.3233/SHTI190611
Mapping medication metadata from the ABDA data model to an openEHR medication archetype: A qualitative analysis,Bronsch T.; Böhm R.; Bulin C.; Bergh B.; Schreiweis B.,2019,10.3233/SHTI190471
"IoMT platform for pervasive healthcare data aggregation, processing, and sharing based on oneM2M and openEHR",Rubí J.N.S.; Gondim P.R.L.,2019,10.3390/s19194283
Discovering Clinical Information Models Online to Promote Interoperability of Electronic Health Records: A Feasibility Study of OpenEHR,Yang L.; Huang X.; Li J.,2019,10.2196/13504
Automatic conversion of electronic medical record text for openEHR based on semantic analysis,Zhu Y.; Jin X.; Li L.,2019,10.1109/ITME.2019.00019
Query translation between openEHR and i2b2,Fette G.; Kaspar M.; Liman L.; Dietrich G.; Ertl M.; Krebs J.; Störk S.; Puppe F.,2019,10.3233/978-1-61499-959-1-16
A report on archetype modelling in a nationwide data infrastructure project,Wulff A.; Sommer K.K.; Ballout S.; Consortium H.; Haarbrandt B.; Gietzelt M.,2019,10.3233/978-1-61499-959-1-146
Designing archetype models for each step of workflow in medication,Kobayashi S.; Kume N.; Yoshihara H.,2019,10.3233/SHTI190605
Relational-like query language for archetypes in standardized electronic health records databases,Sachdeva S.; Chu W.; Bhalla S.,2019,10.1145/3297001.3297039
A migration methodology from legacy to new electronic health record based OpenEHR,Khennou F.; El Houda Chaoui N.; Khamlichi Y.I.,2019,10.4018/IJEHMC.2019010104
Extracting data from general practitioners' XML reports in Bulgarian healthcare to comply with ISO/EN 13606,Kaloyanova K.; Krastev E.; Mitreva E.,2019,10.1145/3351556.3351578
A modeling approach based on multi-perspective declarative process mining for clinical activity,Xu H.; Pang J.; Yang X.; Yu J.; Zhao D.,2019,10.1109/BIBM47256.2019.8983089
From ObsCare software to an OpenEHR platform: Modelling obstetric archetypes,Maranhão P.A.; Pereira A.M.; Bacelar-Silva G.; Gonçalves-Ferreira D.; Vieira-Marques P.; Silva-Costa T.; Cruz-Correia R.J.,2019,10.3233/978-1-61499-959-1-153
Can openEHR represent the clinical concepts of an obstetric-specific EHR - Obscare software?,Alves D.S.; Maranhão P.A.; Pereira A.M.; Bacelar-Silva G.M.; Silva-Costa T.; Beale T.W.; Cruz-Correia R.J.,2019,10.3233/SHTI190328
The Contribution of Conceptual Independence to IT Infrastructure Flexibility: The Case of openEHR,Tarenskeen D.; van de Wetering R.; Bakker R.; Brinkkemper S.,2020,10.1016/j.hlpt.2020.04.001
A Novel Deep Similarity Learning Approach to Electronic Health Records Data,Gupta V.; Sachdeva S.; Bhalla S.,2020,10.1109/ACCESS.2020.3037710
A computer-interpretable guideline for COVID-19: Rapid development and dissemination,Nan S.; Tang T.; Feng H.; Wang Y.; Li M.; Lu X.; Duan H.,2020,10.2196/21628
Feasibility of using EN 13606 clinical archetypes for defining computable phenotypes,Tapuria A.; Kalra D.; Curcin V.,2020,10.3233/SHTI200156
Translating openEHR models to FHIR,Fette G.; Ertl M.; Störk S.,2020,10.3233/SHTI200469
Storage Efficient Implementation of Standardized Electronic Health Records Data,Sachdeva S.; Batra D.; Batra S.,2020,10.1109/BIBM49941.2020.9313343
A comparative study of the arden syntax and GDL clinical knowledge representation languages,De Bruin J.S.; Chen R.; Rappelsberger A.; Adlassnig K.-P.,2020,10.3233/SHTI200525
The openEHR Genomics Project to the memory of Gianluigi Zanetti,Mascia C.; Frexia F.; Uva P.; Zanetti G.; Pireddu L.; Giacomelli G.; Jaeger-Schmidt C.; Tomczak A.; Schumacher S.; Kraecher F.; Eils R.; Ljosland Bakke S.; Leslie H.,2020,10.3233/SHTI200199
How to Improve the Reuse of Clinical Data - OpenEHR and OMOP CDM,Li B.; Tsui R.,2020,10.1088/1742-6596/1624/3/032041
Clinical Decision Support Using Open Data,Hak F.; Guimarães T.; Abelha A.; Santos M.,2020,10.1007/978-3-030-45697-9_47
Evaluation of openEHR repositories regarding standard compliance,Fechner M.; Brix T.J.; Hardt T.; Oehm J.; Dugas M.; Storck M.,2020,10.3233/SHTI200229
Semi-automated method to generate simulated clinical data from OpenEHR platform-think!EHR,Rajput A.M.,2020,10.3233/SHTI200732
System of criteria for treatment evaluation of acromegaly in Bulgaria,Krastev E.; Tcharaktchiev D.; Markov E.,2020,10.3233/SHTI200583
Using openEHR in XDS.b Environments-opportunities and challenges,Wettstein R.; Merzweiler A.; Klass M.; Heinze O.,2020,10.3233/SHTI200554
Stroke screening data modeling based on openEHR and NINDS Stroke CDE,Yang Y.; Xu H.; Qi B.; Niu X.; Li M.; Zhao D.,2020,10.1109/BIBM49941.2020.9313127
Evaluation of Nephrology Dataset Through Deep Learning Technique,Dohare N.; Sachdeva S.,2020,10.1007/978-981-15-5827-6_11
Development of an openEHR Template for COVID-19 Based on Clinical Guidelines,Li M.; Leslie H.; Qi B.; Nan S.; Feng H.; Cai H.; Lu X.; Duan H.,2020,10.2196/20239
An OpenEHR Adoption in a Portuguese Healthcare Facility,Hak F.; Oliveira D.; Abreu N.; Leuschner P.; Abelha A.; Santos M.,2020,10.1016/j.procs.2020.03.075
OpenEHR meets interoperability and knowledge engineering,Oliveira D.; Miranda F.M.M.; Coimbra A.; Abreu N.; Leuschner P.; Abelha A.C.,2020,10.4018/IJRQEH.2020010101
Interoperable Internet of Medical Things platform for e-Health applications,Rubí J.N.S.; Gondim P.R.L.,2020,10.1177/1550147719889591
Modeling clinical activities based on multi-perspective declarative process mining with openEHR’s characteristic,Xu H.; Pang J.; Yang X.; Yu J.; Li X.; Zhao D.,2020,10.1186/s12911-020-01323-7
Nutrition Information in Oncology — Extending the Electronic Patient-Record Data Set,Maranhão P.A.; Pereira A.M.; Calhau C.; Ravasco P.; Bozzetti F.; Laviano A.; Isenring L.; Bandera E.V.; B. Huhmann M.; Vieira-Marques P.; Cruz-Correia R.J.,2020,10.1007/s10916-020-01649-9
Designing an openEHR-Based Pipeline for Extracting and Standardizing Unstructured Clinical Data Using Natural Language Processing,Wulff A.; Mast M.; Hassler M.; Montag S.; Marschollek M.; Jack T.,2020,10.1055/s-0040-1716403
openEHR archetype use and reuse within multilingual clinical data sets: case study,Leslie H.; Fiahsi F.,2020,10.2196/23361
Management of a pandemic based on an openEHR approach,Oliveira D.; Miranda R.; Abreu N.; Leuschner P.; Abelha A.; Santos M.; Machado J.,2020,10.1016/j.procs.2020.10.072
General patients' expectations on online accessibility to their electronic health records in Japan,"Elkhaili El Alami LS, Nemoto A, Nakata Y.",2020,10.35772/ghm.2020.01014
An extended semantic interoperability model for distributed electronic health record based on fuzzy ontology semantics,Adel E.; El-Sappagh S.; Barakat S.; Hu J.-W.; Elmogy M.,2021,10.3390/electronics10141733
Using NLP in openEHR archetypes retrieval to promote interoperability: a feasibility study in China,Sun B.; Zhang F.; Li J.; Yang Y.; Diao X.; Zhao W.; Shu T.,2021,10.1186/s12911-021-01554-2
A patient-screening tool for clinical research based on electronic health records using openEHR: Development study,Li M.; Cai H.; Nan S.; Li J.; Lu X.; Duan H.,2021,10.2196/33192
Investigation of users' experiences for online access to their electronic health records in Japan,"Alami LSEE, Nemoto A, Nakata Y.",2021,10.35772/ghm.2020.01073
An OpenEHR template with the integrated german LOINC terms,Rajput A.-M.; Alkarkoukly S.,2021,10.3233/SHTI210371
From OpenEHR to FHIR and OMOP data model for microbiology findings,Rinaldi E.; Thun S.,2021,10.3233/SHTI210189
openEHR mapper - A tool to fuse clinical and genomic data using the openEHR standard,Reimer N.; Ulrich H.; Busch H.; Kock-Schoppenhauer A.-K.; Ingenerf J.,2021,10.3233/SHTI210055
Cloud based interoperability in healthcare,Joshi R.; Negi S.; Sachdeva S.,2021,10.1007/978-981-15-6876-3_49
openEHR based contextual problem list,Meredith J.; Mcnicoll I.; Whitehead N.; Dacey M.,2021,10.3233/SHTI210209
Erratum: An environmental scan of sex and gender in electronic health records: Analysis of public information sources (Journal of Medical Internet Research (2020) 22:11 (e20050) DOI: 10.2196/20050),Lau F.; Antonio M.; Davison K.; Queen R.; Bryski K.,2021,10.2196/30764
Representation of Diagnosis and Nursing Interventions in OpenEHR Archetypes,Gomes D.C.; Abreu N.; Sousa P.; Moro C.; Carvalho D.R.; Cubas M.R.,2021,10.1055/s-0041-1728706
Steps towards an healthcare information model based on openEHR,Oliveira D.; Miranda R.; Hak F.; Abreu N.; Leuschner P.; Abelha A.; Machado J.,2021,10.1016/j.procs.2021.04.015
An HL7 FHIR and GraphQL approach for interoperability between heterogeneous Electronic Health Record systems,Mukhiya S.K.; Lamo Y.,2021,10.1177/14604582211043920
A meta-model for the guideline definition language,Grangel R.; Sancho C.C.; Martínez-Salvador B.; Marcos M.,2021,10.5220/0010543400590068
openEHR s FAIR-enabling by design,Frexia F.; Mascia C.; Lianas L.; Delussu G.; Sulis A.; Meloni V.; Rio M.D.; Zanetti G.,2021,10.3233/SHTI210131
Utilising the FOXS Stack for FAIR Architected Data Access,Meredith J.; Whitehead N.; Dacey M.,2021,10.3233/SHTI210832
Mapping of OpenEHR archetypes to FHIR resources in use case oncology,Rajput A.M.; Brakollari I.,2021,10.3233/SHTI210616
