"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link"
"Lau F.; Antonio M.; Davison K.; Queen R.; Bryski K.","Lau, Francis (55224687200); Antonio, Marcy (57023377800); Davison, Kelly (57219934306); Queen, Roz (57219933079); Bryski, Katie (57219933964)","55224687200; 57023377800; 57219934306; 57219933079; 57219933964","Erratum: An environmental scan of sex and gender in electronic health records: Analysis of public information sources (Journal of Medical Internet Research (2020) 22:11 (e20050) DOI: 10.2196/20050)","2021","10.2196/30764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107814198&doi=10.2196%2f30764&partnerID=40&md5=0e5efa86f147572ffc495fe84b6100e5"
"Li M.; Leslie H.; Qi B.; Nan S.; Feng H.; Cai H.; Lu X.; Duan H.","Li, Mengyang (57210809597); Leslie, Heather (36818513600); Qi, Bin (57217123637); Nan, Shan (36131935400); Feng, Hongshuo (57217122612); Cai, Hailing (57210795626); Lu, Xudong (55687460600); Duan, Huilong (7102630467)","57210809597; 36818513600; 57217123637; 36131935400; 57217122612; 57210795626; 55687460600; 7102630467","Development of an openEHR Template for COVID-19 Based on Clinical Guidelines","2020","10.2196/20239","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086346765&doi=10.2196%2f20239&partnerID=40&md5=197f8f3693349bab5f4f87ad3613dcac"
"Kollias A.; Paschopoulos M.; Poulos M.","Kollias, Anastasios (58135401500); Paschopoulos, Minas (6701502609); Poulos, Marios (6701738461)","58135401500; 6701502609; 6701738461","Semantic Interoperability of Clinical Observation Sketches The Case of Hysteroscopy findings","2019","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149801621&partnerID=40&md5=6215b254ba55b4d198fb08bd28b744bd"
"Xu H.; Pang J.; Yang X.; Yu J.; Zhao D.","Xu, Haifeng (57216511407); Pang, Jianfei (57208213017); Yang, Xi (57216502978); Yu, Jinghui (57192913732); Zhao, Dongsheng (55325425400)","57216511407; 57208213017; 57216502978; 57192913732; 55325425400","A modeling approach based on multi-perspective declarative process mining for clinical activity","2019","10.1109/BIBM47256.2019.8983089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084337901&doi=10.1109%2fBIBM47256.2019.8983089&partnerID=40&md5=0858657e89e946655c7c62c9018ec77c"
"Joshi R.; Negi S.; Sachdeva S.","Joshi, Rakshit (57218700872); Negi, Saksham (57218699973); Sachdeva, Shelly (35956861000)","57218700872; 57218699973; 35956861000","Cloud based interoperability in healthcare","2021","10.1007/978-981-15-6876-3_49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090096612&doi=10.1007%2f978-981-15-6876-3_49&partnerID=40&md5=dc6bc29a8fc39a745c39b1f2b67b1fe7"
"Oliveira D.; Miranda F.M.M.; Coimbra A.; Abreu N.; Leuschner P.; Abelha A.C.","Oliveira, Daniela (57212500652); Miranda, Filipe Manuel Mota (57212030049); Coimbra, Ana (57190065751); Abreu, Nuno (57201582091); Leuschner, Pedro (35364756800); Abelha, António Carlos (6506287527)","57212500652; 57212030049; 57190065751; 57201582091; 35364756800; 6506287527","OpenEHR meets interoperability and knowledge engineering","2020","10.4018/IJRQEH.2020010101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092543223&doi=10.4018%2fIJRQEH.2020010101&partnerID=40&md5=b533aef46d236dab4b574efa9bb1f17b"
"Li M.; Zhi Y.; Lu X.; Cai H.","Li, Mengyang (57210809597); Zhi, Yunlong (57217718582); Lu, Xudong (55687460600); Cai, Hailing (57210795626)","57210809597; 57217718582; 55687460600; 57210795626","Extending CQL with openEHR to express clinical quality indicators","2019","10.3233/SHTI190681","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071425251&doi=10.3233%2fSHTI190681&partnerID=40&md5=eb8b19656b8cc3458aaa341e910ec269"
"Bronsch T.; Böhm R.; Bulin C.; Bergh B.; Schreiweis B.","Bronsch, Tobias (56820110500); Böhm, Ruwen (34869133800); Bulin, Claudia (57210800009); Bergh, Björn (6701419251); Schreiweis, Björn (55562120100)","56820110500; 34869133800; 57210800009; 6701419251; 55562120100","Mapping medication metadata from the ABDA data model to an openEHR medication archetype: A qualitative analysis","2019","10.3233/SHTI190471","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071420762&doi=10.3233%2fSHTI190471&partnerID=40&md5=51f475f39635dc94e01d2a00b6c34587"
"Roehrs A.; da Costa C.A.; da Rosa Righi R.; da Silva V.F.; Goldim J.R.; Schmidt D.C.","Roehrs, Alex (55419909200); da Costa, Cristiano André (34976368800); da Rosa Righi, Rodrigo (24825663800); da Silva, Valter Ferreira (57207624230); Goldim, José Roberto (6603044090); Schmidt, Douglas C. (57203331566)","55419909200; 34976368800; 24825663800; 57207624230; 6603044090; 57203331566","Analyzing the performance of a blockchain-based personal health record implementation","2019","10.1016/j.jbi.2019.103140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062653234&doi=10.1016%2fj.jbi.2019.103140&partnerID=40&md5=761347b2764bff8a51f9a1a3ed56b613"
"Tapuria A.; Kalra D.; Curcin V.","Tapuria, Archana (25647006300); Kalra, Dipak (56107739200); Curcin, Vasa (8510022100)","25647006300; 56107739200; 8510022100","Feasibility of using EN 13606 clinical archetypes for defining computable phenotypes","2020","10.3233/SHTI200156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086931227&doi=10.3233%2fSHTI200156&partnerID=40&md5=d422f07d79d8c7e7f2382bd1390f4c5c"
"Min L.; Tian Q.; Lu X.; Duan H.","Min, Lingtong (56501474400); Tian, Qi (57201299095); Lu, Xudong (55687460600); Duan, Huilong (7102630467)","56501474400; 57201299095; 55687460600; 7102630467","Modeling EHR with the openEHR approach: An exploratory study in China Philip Payne","2018","10.1186/s12911-018-0650-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052741724&doi=10.1186%2fs12911-018-0650-6&partnerID=40&md5=0303d211e5dab9c599b139c35466bf23"
"El Helou S.; Kobayashi S.; Yamamoto G.; Kume N.; Kondoh E.; Hiragi S.; Okamoto K.; Tamura H.; Kuroda T.","El Helou, Samar (57202852232); Kobayashi, Shinji (55678926700); Yamamoto, Goshiro (18039076900); Kume, Naoto (8680430400); Kondoh, Eiji (56219936900); Hiragi, Shusuke (56856741200); Okamoto, Kazuya (7403904736); Tamura, Hiroshi (58767448200); Kuroda, Tomohiro (9233475900)","57202852232; 55678926700; 18039076900; 8680430400; 56219936900; 56856741200; 7403904736; 58767448200; 9233475900","Graph databases for openEHR clinical repositories","2019","10.1504/IJCSE.2019.103955","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076222593&doi=10.1504%2fIJCSE.2019.103955&partnerID=40&md5=87916492e01745c3d42b58d8b67e1741"
"Tian Q.; Han Z.; An J.; Lu X.; Duan H.","Tian, Qi (57201299095); Han, Zhexi (57210805580); An, Jiye (15843226400); Lu, Xudong (55687460600); Duan, Huilong (7102630467)","57201299095; 57210805580; 15843226400; 55687460600; 7102630467","Representing rules for clinical data quality assessment based on openEHR guideline definition language","2019","10.3233/SHTI190557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071442903&doi=10.3233%2fSHTI190557&partnerID=40&md5=d989caa5eeb4c42bbc7a1ac212410a6a"
"De Bruin J.S.; Chen R.; Rappelsberger A.; Adlassnig K.-P.","De Bruin, Jeroen S. (22034572500); Chen, Rong (56937364500); Rappelsberger, Andrea (22035949700); Adlassnig, Klaus-Peter (7003385915)","22034572500; 56937364500; 22035949700; 7003385915","A comparative study of the arden syntax and GDL clinical knowledge representation languages","2020","10.3233/SHTI200525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087380764&doi=10.3233%2fSHTI200525&partnerID=40&md5=ec9c743b0b8b46736a31073579f77313"
"Ngwenya M.; Bankole F.","Ngwenya, Mandlenkosi (57224772028); Bankole, Felix (35309327900)","57224772028; 35309327900","Mining and representing unstructured nicotine use data in a structured format for secondary use","2019","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108260787&partnerID=40&md5=a9c70fec554231e3d9b65805f21068d2"
"Tarenskeen D.; van de Wetering R.; Bakker R.; Brinkkemper S.","Tarenskeen, Debbie (56623009300); van de Wetering, Rogier (15060615100); Bakker, René (56336292500); Brinkkemper, Sjaak (15043525500)","56623009300; 15060615100; 56336292500; 15043525500","The Contribution of Conceptual Independence to IT Infrastructure Flexibility: The Case of openEHR","2020","10.1016/j.hlpt.2020.04.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085653752&doi=10.1016%2fj.hlpt.2020.04.001&partnerID=40&md5=36a1ab0e37c47a6fd29562ec85a8aa30"
"Rinaldi E.; Thun S.","Rinaldi, Eugenia (57526648900); Thun, Sylvia (26535208000)","57526648900; 26535208000","From OpenEHR to FHIR and OMOP data model for microbiology findings","2021","10.3233/SHTI210189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238091&doi=10.3233%2fSHTI210189&partnerID=40&md5=913268298b870dcd9a010c944ee1e204"
"Yang Y.; Zu Q.; Liu P.; Ouyang D.; Li X.","Yang, Yilong (57201588421); Zu, Quan (25961154100); Liu, Peng (57202388364); Ouyang, Defang (35085366100); Li, Xiaoshan (8727670000)","57201588421; 25961154100; 57202388364; 35085366100; 8727670000","Microshare: Privacy-preserved medical resource sharing through microService architecture","2018","10.7150/ijbs.24617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048182911&doi=10.7150%2fijbs.24617&partnerID=40&md5=f04c5f568d939d2bfcc0db3ac628da2e"
"Wulff A.; Haarbrandt B.; Marschollek M.","Wulff, Antje (57201981959); Haarbrandt, Birger (56002551600); Marschollek, Michael (22734965900)","57201981959; 56002551600; 22734965900","Clinical knowledge governance framework for nationwide data infrastructure projects","2018","10.3233/978-1-61499-858-7-196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047729474&doi=10.3233%2f978-1-61499-858-7-196&partnerID=40&md5=6fa1b060b2ec166f7d3b4d707ff852fc"
"Fette G.; Ertl M.; Störk S.","Fette, Georg (13105452300); Ertl, Max (55599512900); Störk, Stefan (6603842450)","13105452300; 55599512900; 6603842450","Translating openEHR models to FHIR","2020","10.3233/SHTI200469","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086886429&doi=10.3233%2fSHTI200469&partnerID=40&md5=4a9123351f4ba79e3a213c0e8990c5e5"
"Lu L.; Nan S.; Zhang S.; Lu X.; Duan H.","Lu, Leixing (57207452426); Nan, Shan (36131935400); Zhang, Sicui (57207453123); Lu, Xudong (55687460600); Duan, Huilong (7102630467)","57207452426; 36131935400; 57207453123; 55687460600; 7102630467","Using openEHR's guideline definition language for representing percutaneous coronary intervention patient safety rules in a dynamic checklist system","2019","10.3233/SHTI190611","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071502751&doi=10.3233%2fSHTI190611&partnerID=40&md5=ff2e5e4e510cc42bb28ce38a482367c7"
"","","","Proceedings - IEEE Symposium on Computer-Based Medical Systems","2018","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050967127&partnerID=40&md5=83606a28a3bdc9f2ce1e26405b489146"
"Gomes F.; Freitas R.; Ribeiro M.; Moura C.; Andrade O.; Oliveira M.","Gomes, Fabio (57205027474); Freitas, Renato (57197819486); Ribeiro, Morgana (57215859881); Moura, Csar (57205020581); Andrade, Odorico (50461391200); Oliveira, Mauro (55913082200)","57205027474; 57197819486; 57215859881; 57205020581; 50461391200; 55913082200","GIRLS, a Gateway for Interoperability of electronic health Record in Low-cost System : ∗ Interoperability beetween FHIR and OpenEHR Standards","2019","10.1109/HealthCom46333.2019.9009602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082134626&doi=10.1109%2fHealthCom46333.2019.9009602&partnerID=40&md5=143c2edd033ec5f30076d498794e2de7"
"Maranhão P.A.; Bacelar-Silva G.M.; Gonçalves-Ferreira D.N.; Calhau C.; Vieira-Marques P.; Alvarenga M.; Cruz-Correia R.J.","Maranhão, Priscila Alves (35750421100); Bacelar-Silva, Gustavo M. (49862702700); Gonçalves-Ferreira, Duarte N. (56890503200); Calhau, Conceição (6701578877); Vieira-Marques, Pedro (15623423100); Alvarenga, Marle (35612692900); Cruz-Correia, Ricardo J. (8849507000)","35750421100; 49862702700; 56890503200; 6701578877; 15623423100; 35612692900; 8849507000","OpenEHR Modeling Applied to Eating Disorders in Clinical Practice: OpenEHR-Archetypes in Eating Disorders","2018","10.1109/CBMS.2018.00014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050969822&doi=10.1109%2fCBMS.2018.00014&partnerID=40&md5=f7f4bfcc13163c8d5274d8bf9d28ba54"
"Kalogiannis S.; Deltouzos K.; Zacharaki E.I.; Vasilakis A.; Moustakas K.; Ellul J.; Megalooikonomou V.","Kalogiannis, Spyridon (57204418419); Deltouzos, Konstantinos (55426994800); Zacharaki, Evangelia I. (14526218700); Vasilakis, Andreas (27568164000); Moustakas, Konstantinos (6507331953); Ellul, John (7006523093); Megalooikonomou, Vasileios (6603611193)","57204418419; 55426994800; 14526218700; 27568164000; 6507331953; 7006523093; 6603611193","Integrating an openEHR-based personalized virtual model for the ageing population within HBase 08 Information and Computing Sciences 0806 Information Systems","2019","10.1186/s12911-019-0745-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060649575&doi=10.1186%2fs12911-019-0745-8&partnerID=40&md5=1ba7614f2573aa41b81dc45d5e997981"
"Gomes F.; Paiva J.; Bezerra A.; Moura C.; Oliveira M.; Andrade O.","Gomes, Fabio (57205027474); Paiva, Joao (57205028989); Bezerra, Arthur (57205027266); Moura, Cesar (57205020581); Oliveira, Mauro (55913082200); Andrade, Odorico (50461391200)","57205027474; 57205028989; 57205027266; 57205020581; 55913082200; 50461391200","MARCIA: Applied clinical record management : c health record applied with EHRServer","2018","10.1109/HealthCom.2018.8531096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058311905&doi=10.1109%2fHealthCom.2018.8531096&partnerID=40&md5=cf2c3e07f0736d06ab6128f00c548a15"
"Kindermann A.; Tute E.; Benda S.; Löpprich M.; Richter-Pechanski P.; Dieterich C.","Kindermann, Aljoscha (57210890193); Tute, Erik (56107495100); Benda, Sebastian (57219968407); Löpprich, Martin (55509264600); Richter-Pechanski, Phillip (57204590888); Dieterich, Christoph (7004115873)","57210890193; 56107495100; 57219968407; 55509264600; 57204590888; 7004115873","Preliminary analysis of structured reporting in the HiGHmed use case cardiology: Challenges and measures","2021","10.3233/SHTI210068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238518&doi=10.3233%2fSHTI210068&partnerID=40&md5=ef4fa6e266cdfc0b49c68798d621a859"
"Fette G.; Kaspar M.; Liman L.; Ertl M.; Krebs J.; Dietrich G.; Störk S.; Puppe F.","Fette, Georg (13105452300); Kaspar, Mathias (56184886900); Liman, Leon (57201944603); Ertl, Maximilian (55599512900); Krebs, Jonathan (57195719547); Dietrich, Georg (56287841100); Störk, Stefan (6603842450); Puppe, Frank (6602110405)","13105452300; 56184886900; 57201944603; 55599512900; 57195719547; 56287841100; 6603842450; 6602110405","Query translation between AQL and CQL","2019","10.3233/SHTI190197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071515261&doi=10.3233%2fSHTI190197&partnerID=40&md5=f934ac16eb57ae0b193e04592306e612"
"Bönisch C.; Sargeant A.; Wulff A.; Parciak M.; Bauer C.R.; Sax U.","Bönisch, Caroline (57222758501); Sargeant, Anneka (57208870851); Wulff, Antje (57201981959); Parciak, Marcel (57204583259); Bauer, Christian R. (57200871605); Sax, Ulrich (8956991900)","57222758501; 57208870851; 57201981959; 57204583259; 57200871605; 8956991900","FAIRness of openEHR archetypes and templates","2019","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104007932&partnerID=40&md5=57e817137f2560e0dd30fa4013379c0c"
"Yang L.; Huang X.; Hou L.; Qian Q.; Li J.","Yang, Lin (57022530500); Huang, Xiaoshuo (57209294638); Hou, Li (57022892800); Qian, Qing (55508965100); Li, Jiao (57397332800)","57022530500; 57209294638; 57022892800; 55508965100; 57397332800","A graphical representation model for electronic health records: A preliminary study","2019","10.3233/SHTI190565","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071415569&doi=10.3233%2fSHTI190565&partnerID=40&md5=906455621bfa1069766bb7359dbabc17"
"Mascia C.; Uva P.; Leo S.; Zanetti G.","Mascia, Cecilia (57204460142); Uva, Paolo (6506511066); Leo, Simone (35748867300); Zanetti, Gianluigi (57197321160)","57204460142; 6506511066; 35748867300; 57197321160","OpenEHR modeling for genomics in clinical practice","2018","10.1016/j.ijmedinf.2018.10.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055619941&doi=10.1016%2fj.ijmedinf.2018.10.007&partnerID=40&md5=0f0666ccdbb99ab097747a1619d6a40d"
"","","","Studies in Health Technology and Informatics","2019","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064986593&partnerID=40&md5=395466fb47284d75855d1d1f0a2c2371"
"Adel E.; El-Sappagh S.; Barakat S.; Hu J.-W.; Elmogy M.","Adel, Ebtsam (56536910000); El-Sappagh, Shaker (55233800700); Barakat, Sherif (57200257666); Hu, Jong-Wan (55589006600); Elmogy, Mohammed (33567709900)","56536910000; 55233800700; 57200257666; 55589006600; 33567709900","An extended semantic interoperability model for distributed electronic health record based on fuzzy ontology semantics","2021","10.3390/electronics10141733","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110317807&doi=10.3390%2felectronics10141733&partnerID=40&md5=03de8bf4dcf696ac277e827f84fbda6c"
"Wulff A.; Haarbrandt B.; Tute E.; Marschollek M.; Beerbaum P.; Jack T.","Wulff, Antje (57201981959); Haarbrandt, Birger (56002551600); Tute, Erik (56107495100); Marschollek, Michael (22734965900); Beerbaum, Philipp (6603092199); Jack, Thomas (7005552947)","57201981959; 56002551600; 56107495100; 22734965900; 6603092199; 7005552947","An interoperable clinical decision-support system for early detection of SIRS in pediatric intensive care using openEHR","2018","10.1016/j.artmed.2018.04.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046668398&doi=10.1016%2fj.artmed.2018.04.012&partnerID=40&md5=faae49dea00605699ca16e86768e2503"
"Da Silva M.A.P.; Times V.C.; De Araujo A.M.C.; Da Silva P.C.","Da Silva, Marcio Alexandre Pereira (56459438100); Times, Valeria Cesario (8659107600); De Araujo, Andre Magno Costa (8317904500); Da Silva, Paulo Caetano (56714719800)","56459438100; 8659107600; 8317904500; 56714719800","A microservice-based approach for increasing software reusability in health applications","2019","10.1109/AICCSA47632.2019.9035229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082727643&doi=10.1109%2fAICCSA47632.2019.9035229&partnerID=40&md5=a02cde6f17adb47b16798e2d8ef44d83"
"Žitko Z.; Končar M.; Cifrek M.","Žitko, Zorica (57204154629); Končar, Miroslav (12753156700); Cifrek, Mario (6603192017)","57204154629; 12753156700; 6603192017","Process Analysis and Decision Support Tools in Parenteral Nutrition in Children","2018","10.3233/978-1-61499-921-8-87","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054738843&doi=10.3233%2f978-1-61499-921-8-87&partnerID=40&md5=383bbabf35d34e0e3df447132baa5421"
"Muslim A.; Mutiara A.B.; Suhendra A.; Oswari T.","Muslim, Aries (55986880400); Mutiara, A. Benny (53863823400); Suhendra, Adang (35243585100); Oswari, Teddy (55988518500)","55986880400; 53863823400; 35243585100; 55988518500","Expert mapping development system with disease searching sympthom based on ICD 10","2018","10.1109/IAC.2018.8780494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070818998&doi=10.1109%2fIAC.2018.8780494&partnerID=40&md5=2b4344c3ccce7542c00f50900bb0f14d"
"Roehrs A.; Da Costa C.A.; Righi R.D.R.; Rigo S.J.; Wichman M.H.","Roehrs, Alex (55419909200); Da Costa, Cristiano André (34976368800); Righi, Rodrigo Da Rosa (24825663800); Rigo, Sandro José (57191605344); Wichman, Matheus Henrique (55953653400)","55419909200; 34976368800; 24825663800; 57191605344; 55953653400","Toward a Model for Personal Health Record Interoperability","2019","10.1109/JBHI.2018.2836138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046771166&doi=10.1109%2fJBHI.2018.2836138&partnerID=40&md5=0948aaae0ef17523bb40273debc96025"
"Van Woensel W.; Abidi S.; Abidi S.S.R.","Van Woensel, William (23052851200); Abidi, Samina (22033756700); Abidi, Syed Sibte Raza (57223210301)","23052851200; 22033756700; 57223210301","Towards Model-Driven Semantic Interfaces for Electronic Health Records on Multiple Platforms Using Notation3","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122896168&partnerID=40&md5=2d8d0ee68967631d6d089d9fdec1b5c5"
"Tute E.; Steiner J.","Tute, Erik (56107495100); Steiner, Jochen (57202289533)","56107495100; 57202289533","Modeling of ETL-processes and processed information in clinical data warehousing","2018","10.3233/978-1-61499-858-7-204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047768404&doi=10.3233%2f978-1-61499-858-7-204&partnerID=40&md5=f9388dfbc2a8b7036339f464593d9fad"
"Marcos M.; Campos C.; Martínez-Salvador B.","Marcos, Mar (7103197520); Campos, Cristina (13604670300); Martínez-Salvador, Begoña (6507067190)","7103197520; 13604670300; 6507067190","A Practical Exercise on Re-engineering Clinical Guideline Models Using Different Representation Languages","2019","10.1007/978-3-030-37446-4_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078481779&doi=10.1007%2f978-3-030-37446-4_1&partnerID=40&md5=b9b0b7d72dba696995aa0c3e50c77f69"
"Spineth M.; Rappelsberger A.; Adlassnig K.-P.","Spineth, Martin (57202282841); Rappelsberger, Andrea (22035949700); Adlassnig, Klaus-Peter (7003385915)","57202282841; 22035949700; 7003385915","Achieving interoperability between Arden-Syntax-Based clinical decision support and Openehr-Based data systems","2018","10.3233/978-1-61499-858-7-338","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047735970&doi=10.3233%2f978-1-61499-858-7-338&partnerID=40&md5=c4e7dcabb73274404bd20bb6a41bb4c9"
"Tute E.; Wulff A.; Marschollek M.; Gietzelt M.","Tute, Erik (56107495100); Wulff, Antje (57201981959); Marschollek, Michael (22734965900); Gietzelt, Matthias (24831498100)","56107495100; 57201981959; 22734965900; 24831498100","Clinical information model based data quality checks: Theory and example","2019","10.3233/978-1-61499-959-1-80","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064190547&doi=10.3233%2f978-1-61499-959-1-80&partnerID=40&md5=230b2b54e5be760b2cd21cf12203070f"
"Malm-Nicolaisen K.; Pedersen R.; Fagerlund A.J.","Malm-Nicolaisen, Kristian (57208548498); Pedersen, Rune (36480172800); Fagerlund, Asbjørn J. (56019846800)","57208548498; 36480172800; 56019846800","Open or Closed: A Project Proposal for Investigating Two Different EHR Platform Approaches","2019","10.3233/SHTI190165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071182809&doi=10.3233%2fSHTI190165&partnerID=40&md5=987d5716239ac79e2caaa40ff2243541"
"Reimer N.; Ulrich H.; Busch H.; Kock-Schoppenhauer A.-K.; Ingenerf J.","Reimer, Niklas (57224207161); Ulrich, Hannes (56347799300); Busch, Hauke (36573084900); Kock-Schoppenhauer, Ann-Kristin (57194129811); Ingenerf, Josef (6603276740)","57224207161; 56347799300; 36573084900; 57194129811; 6603276740","openEHR mapper - A tool to fuse clinical and genomic data using the openEHR standard","2021","10.3233/SHTI210055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107238378&doi=10.3233%2fSHTI210055&partnerID=40&md5=98d8fc5101bf8eb937aeb82ba645728d"
"Leslie H.; Fiahsi F.","Leslie, Heather (36818513600); Fiahsi, Faidh (57219927024)","36818513600; 57219927024","openEHR archetype use and reuse within multilingual clinical data sets: case study","2020","10.2196/23361","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095460850&doi=10.2196%2f23361&partnerID=40&md5=d75ebe0522e7668635372a76541d4220"
"Sachdeva S.; Batra D.; Batra S.","Sachdeva, Shelly (35956861000); Batra, Disha (57221835455); Batra, Shivani (55637568100)","35956861000; 57221835455; 55637568100","Storage Efficient Implementation of Standardized Electronic Health Records Data","2020","10.1109/BIBM49941.2020.9313343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100351835&doi=10.1109%2fBIBM49941.2020.9313343&partnerID=40&md5=007045f50f1ae3a05a9a5313587d07f8"
"Xu H.; Pang J.; Yang X.; Yu J.; Li X.; Zhao D.","Xu, Haifeng (57216511407); Pang, Jianfei (57208213017); Yang, Xi (57216502978); Yu, Jinghui (57192913732); Li, Xuemeng (57201738139); Zhao, Dongsheng (55325425400)","57216511407; 57208213017; 57216502978; 57192913732; 57201738139; 55325425400","Modeling clinical activities based on multi-perspective declarative process mining with openEHR’s characteristic","2020","10.1186/s12911-020-01323-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097568257&doi=10.1186%2fs12911-020-01323-7&partnerID=40&md5=483b757e30f433d2e923ad3dcef12ae8"
"Rubí J.N.S.; Gondim P.R.L.","Rubí, Jesús Noel Sárez (57211332320); Gondim, Paulo Roberto de Lira (25928452400)","57211332320; 25928452400","Interoperable Internet of Medical Things platform for e-Health applications","2020","10.1177/1550147719889591","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077501923&doi=10.1177%2f1550147719889591&partnerID=40&md5=841a8ae35c3905876800a2d30d1a12fa"
"Pereira C.; Mesquita J.; Guimarães D.; Santos F.; Almeida L.; Aguiar A.","Pereira, Carlos (56613638700); Mesquita, João (58522354200); Guimarães, Diana (56996961700); Santos, Frederico (22434037300); Almeida, Luis (35727555700); Aguiar, Ana (57216107576)","56613638700; 58522354200; 56996961700; 22434037300; 35727555700; 57216107576","Open IoT architecture for continuous patient monitoring in emergency wards","2019","10.3390/electronics8101074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073427174&doi=10.3390%2felectronics8101074&partnerID=40&md5=3b620127a8b50759e43823638ddb54c3"
"Li B.; Li J.; Lan X.; An Y.; Gao W.; Jiang Y.","Li, Bei (57200501084); Li, Jianbin (59080558400); Lan, Xiaoyun (57200501398); An, Ying (57204429699); Gao, Wuqiang (57199500308); Jiang, Yuqiao (57200501790)","57200501084; 59080558400; 57200501398; 57204429699; 57199500308; 57200501790","Experiences of building a medical data acquisition system based on two-level modeling","2018","10.1016/j.ijmedinf.2018.01.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041386049&doi=10.1016%2fj.ijmedinf.2018.01.016&partnerID=40&md5=8eeab99ac104b357ee7bd077b14a3b75"
