Title,Authors,Publication Year,DOI
Semantic interoperability in Czech healthcare environment supported by HL7 version 3,"Nagy M, Hanzlícek P, Precková P, Ríha A, Dioszegi M, Seidl L, Zvárová J.",2010,10.3414/ME09-02-0018
Applying openEHR's Guideline Definition Language to the SITS international stroke treatment registry: a European retrospective observational study,"Anani N, Mazya MV, Chen R, Prazeres Moreira T, Bill O, Ahmed N, Wahlgren N, Koch S.",2017,10.1186/s12911-016-0401-5
Comparing the APGAR score representation in HL7 and OpenEHR formalisms,"Cuggia M, Bayat S, Rossille D, Poulain P, Pladys P, Robert H, Duvauferrier R.",2009,
Erratum to: Archetype relational mapping - a practical openEHR persistence solution,"Wang L, Min L, Wang R, Lu X, Duan H.",2016,10.1186/s12911-016-0259-6
Standard Information Models for Representing Adverse Sensitivity Information in Clinical Documents,"Topaz M, Seger DL, Goss F, Lai K, Slight SP, Lau JJ, Nandigam H, Zhou L.",2016,10.3414/ME15-01-0081
An Implementation of Clinical Data Repository with openEHR Approach: From Data Modeling to Architecture,"Min L, Liu J, Lu X, Duan H, Qiao Q.",2016,
An analysis of the openehr archetype semantics based on a typed lambda theory,"Tatsukawa A, Shinohara EY, Kawazoe Y, Imai T, Ohe K.",2013,
An openEHR-based clinical decision support system: a case study,Kashfi H.,2009,
Comparing the Performance of NoSQL Approaches for Managing Archetype-Based Electronic Health Record Data,"Freire SM, Teodoro D, Wei-Kleiner F, Sundvall E, Karlsson D, Lambrix P.",2016,10.1371/journal.pone.0150069
Isosemantic rendering of clinical information using formal ontologies and RDF,"Martínez-Costa C, Bosca D, Legaz-García MC, Tao C, Fernández Breis JT, Schulz S, Chute CG.",2013,
Multidisciplinary Modelling of Symptoms and Signs with Archetypes and SNOMED-CT for Clinical Decision Support,"Marco-Ruiz L, Maldonado JA, Karlsen R, Bellika JG.",2015,
Nursing constraint models for electronic health records: a vision for domain knowledge governance,"Hovenga E, Garde S, Heard S.",2005,10.1016/j.ijmedinf.2005.07.013
General patients' expectations on online accessibility to their electronic health records in Japan,"Elkhaili El Alami LS, Nemoto A, Nakata Y.",2020,10.35772/ghm.2020.01014
An approach for the semantic interoperability of ISO EN 13606 and OpenEHR archetypes,"Martínez-Costa C, Menárguez-Tortosa M, Fernández-Breis JT.",2010,10.1016/j.jbi.2010.05.013
A multi-site content analysis of social history information in clinical notes,"Chen ES, Manaktala S, Sarkar IN, Melton GB.",2011,
Comparing concepts for electronic health record architectures,Blobel B.,2002,
Validating EHR documents: automatic schematron generation using archetypes,"Pfeiffer K, Duftschmid G, Rinner C.",2014,
Archetype-based knowledge management for semantic interoperability of electronic health records,"Garde S, Chen R, Leslie H, Beale T, McNicoll I, Heard S.",2009,
Clinical Information Model Based Data Quality Checks: Theory and Example,"Tute E, Wulff A, Marschollek M, Gietzelt M.",2019,
Introducing a Method for Transformation of Paper-Based Research Data into Concept-Based Representation with openEHR,"Saalfeld B, Tute E, Wolf KH, Marschollek M.",2017,
Mapping Medication Metadata from the ABDA Data Model to an OpenEHR Medication Archetype: A Qualitative Analysis,"Bronsch T, Böhm R, Bulin C, Bergh B, Schreiweis B.",2019,10.3233/SHTI190471
Archetype based patient data modeling to support treatment of pituitary adenomas,"Chalopin C, Lindner D, Kropf S, Denecke K.",2015,
Archetype-based data warehouse environment to enable the reuse of electronic health record data,"Marco-Ruiz L, Moner D, Maldonado JA, Kolstrup N, Bellika JG.",2015,10.1016/j.ijmedinf.2015.05.016
Semantic similarity-based alignment between clinical archetypes and SNOMED CT: an application to observations,"Meizoso García M, Iglesias Allones JL, Martínez Hernández D, Taboada Iglesias MJ.",2012,10.1016/j.ijmedinf.2012.02.007
Development of an open metadata schema for prospective clinical research (openPCR) in China,"Xu W, Guan Z, Sun J, Wang Z, Geng Y.",2014,10.3414/ME13-01-0008
A Report on Archetype Modelling in a Nationwide Data Infrastructure Project,"Wulff A, Sommer KK, Ballout S; HiGHmed Consortium; Haarbrandt B, Gietzelt M.",2019,
Archetype Model-Driven Development Framework for EHR Web System,"Kobayashi S, Kimura E, Ishihara K.",2013,10.4258/hir.2013.19.4.271
Developing the First Generally-Available openEHR Archetypes and Templates for Physiotherapy: An Example of Building Clinical Models and Modelling Capacity via Student-Led Academic-Industrial Collaboration,"Chihab J, Franke H, McNicoll I, Darlison MW.",2017,
Automated Transformation of openEHR Data Instances to OWL,"Haarbrandt B, Jack T, Marschollek M.",2016,
Evaluation of software maintain ability with open EHR - a comparison of architectures,"Atalag K, Yang HY, Tempero E, Warren JR.",2014,10.1016/j.ijmedinf.2014.07.006
Integration of Hospital Information and Clinical Decision Support Systems to Enable the Reuse of Electronic Health Record Data,Kopanitsa G.,2017,10.3414/ME16-01-0057
A Survey of Standard Information Models for Clinical Decision Support Systems,"Mussavi Rizi SA, Roudsari A.",2017,
A Comparative Study of the Arden Syntax and GDL Clinical Knowledge Representation Languages,"de Bruin JS, Chen R, Rappelsberger A, Adlassnig KP.",2020,10.3233/SHTI200525
Making two-level standards work in legacy communication frameworks,"Vassanyi I, Barcza J, Tobak T.",2005,
"An update on OpenEHR archetypes in Norway: Response to article Christensen B & Ellingsen G: ""Evaluating Model-Driven Development for large-scale EHRs through the openEHR approach"" IJMI May 2016, Volume 89, pages 43-54","Lærum H, Bakke SL, Pedersen R, Valand JT.",2016,10.1016/j.ijmedinf.2016.05.002
Automatic generation of computable implementation guides from clinical information models,"Boscá D, Maldonado JA, Moner D, Robles M.",2015,10.1016/j.jbi.2015.04.002
"Corrigendum to ""Application of the openEHR reference model for PGHD: A case study on the DH-Convener initiative"" [Int. J. Med. Inf. 193 (2025) 105686]","Abedian S, Hanke S, Hussein R.",2025,10.1016/j.ijmedinf.2024.105750
Integrating reasoning and clinical archetypes using OWL ontologies and SWRL rules,"Lezcano L, Sicilia MA, Rodríguez-Solano C.",2011,10.1016/j.jbi.2010.11.005
Graphical overview and navigation of electronic health records in a prototyping environment using Google Earth and openEHR archetypes,"Sundvall E, Nyström M, Forss M, Chen R, Petersson H, Ahlfeldt H.",2007,
Integrating semantic dimension into openEHR archetypes for the management of cerebral palsy electronic medical records,"Ellouze AS, Bouaziz R, Ghorbel H.",2016,10.1016/j.jbi.2016.08.018
Formalize clinical processes into electronic health information systems: Modelling a screening service for diabetic retinopathy,"Eguzkiza A, Trigo JD, Martínez-Espronceda M, Serrano L, Andonegui J.",2015,10.1016/j.jbi.2015.05.017
Open or Closed: A Project Proposal for Investigating Two Different EHR Platform Approaches,"Malm-Nicolaisen K, Pedersen R, Fagerlund AJ.",2019,10.3233/SHTI190165
Sustainable clinical knowledge management: an archetype development life cycle,"Madsen M, Leslie H, Hovenga EJ, Heard S.",2010,
EHR query language (EQL)--a query language for archetype-based health records,"Ma C, Frankel H, Beale T, Heard S.",2007,
Analysis of the process of representing clinical statements for decision-support applications: a comparison of openEHR archetypes and HL7 virtual medical record,"González-Ferrer A, Peleg M, Marcos M, Maldonado JA.",2016,10.1007/s10916-016-0524-3
Integration of tools for binding archetypes to SNOMED CT,"Sundvall E, Qamar R, Nyström M, Forss M, Petersson H, Karlsson D, Ahlfeldt H, Rector A.",2008,10.1186/1472-6947-8-S1-S7
A feasibility study on clinical templates for the National Health Service in Scotland,"Hoy D, Hardiker NR, McNicoll IT, Westwell P.",2007,
Developing an electronic health record (EHR) for methadone treatment recording and decision support,"Xiao L, Cousins G, Courtney B, Hederman L, Fahey T, Dimitrov BD.",2011,10.1186/1472-6947-11-5
HiGHmed - An Open Platform Approach to Enhance Care and Research across Institutional Boundaries,"Haarbrandt B, Schreiweis B, Rey S, Sax U, Scheithauer S, Rienhoff O, Knaup-Gregori P, Bavendiek U, Dieterich C, Brors B, Kraus I, Thoms CM, Jäger D, Ellenrieder V, Bergh B, Yahyapour R, Eils R, Consortium H, Marschollek M.",2018,10.3414/ME18-02-0002
Feasibility of Using EN 13606 Clinical Archetypes for Defining Computable Phenotypes,"Tapuria A, Kalra D, Curcin V.",2020,10.3233/SHTI200156
"Representation of Drug Use in Biomedical Standards, Clinical Text, and Research Measures","Carter EW, Sarkar IN, Melton GB, Chen ES.",2015,
"Building a common ground on the clinical case: design, implementation and evaluation of an information model for a Handover EHR","Flemming D, Paul M, Hübner U.",2014,
Using semantic technologies to promote interoperability between electronic healthcare records' information models,"Fernández-Breis JT, Vivancos-Vicente PJ, Menárguez-Tortosa M, Moner D, Maldonado JA, Valencia-García R, Miranda-Mena TG.",2006,10.1109/IEMBS.2006.259686
Advanced and secure architectural EHR approaches,Blobel B.,2006,10.1016/j.ijmedinf.2005.07.017
Quality and Certification of Electronic Health Records: An overview of current approaches from the US and Europe,"Hoerbst A, Ammenwerth E.",2010,10.4338/ACI-2010-02-R-0009
"Evaluation of documents that integrate knowledge, terminology and information models","van der Kooij J, Goossen WT, Goossen-Baremans AT, Plaisier N.",2006,
Lightweight application for generating clinical research information systems: MAGIC,"Leskošek B, Pajntar M.",2015,10.1007/s00508-015-0794-7
Engaging clinicians in clinical content: herding cats or piece of cake?,"Leslie H, Heard S, Garde S, McNicoll I.",2009,
The reuse of electronic health records information models in the oncology domain: Studies with the bioframe framework,"Bonacin R, de Figueiredo EB, de Franco Rosa F, Dos Reis JC, Dametto M.",2024,10.1016/j.jbi.2024.104704
"Generic screen representations for future-proof systems, is it possible? There is more to a GUI than meets the eye","van der Linden H, Austin T, Talmon J.",2009,10.1016/j.cmpb.2009.03.003
Using a single content model for eHealth interoperability and secondary use,Atalag K.,2013,
"Cognitive Maps to Visualise Clinical Cases in Handovers. Design, Implementation, Usability, and Attractiveness Testing","Flemming D, Przysucha M, Hübner U.",2015,10.3414/ME15-02-0001
Proposed model for a Romanian register of chronic diseases in children,"Gabor-Harosa FM, Stan OP, Daina L, Mocean F.",2016,10.1016/j.cmpb.2016.01.022
How to organize for a large-scale openEHR-based Electronic Patient Record,"Ulriksen GH, Pedersen R, Wynn R, Ellingsen G.",2015,
An archetype-based testing framework,"Chen R, Garde S, Beale T, Nyström M, Karlsson D, Klein GO, Ahlfeldt H.",2008,
Linking guidelines to Electronic Health Record design for improved chronic disease management,"Barretto SA, Warren J, Goodchild A, Bird L, Heard S, Stumptner M.",2003,
A semantic-web oriented representation of the clinical element model for secondary use of electronic health records data,"Tao C, Jiang G, Oniki TA, Freimuth RR, Zhu Q, Sharma D, Pathak J, Huff SM, Chute CG.",2013,10.1136/amiajnl-2012-001326
Interoperable Archetypes With a Three Folded Terminology Governance,"Pederson R, Ellingsen G.",2015,
Towards plug-and-play integration of archetypes into legacy electronic health record systems: the ArchiMed experience,"Duftschmid G, Chaloupka J, Rinner C.",2013,10.1186/1472-6947-13-11
"An ontology-aware integration of clinical models, terminologies and guidelines: an exploratory study of the Scale for the Assessment and Rating of Ataxia (SARA)","Maarouf H, Taboada M, Rodriguez H, Arias M, Sesar Á, Sobrido MJ.",2017,10.1186/s12911-017-0568-4
"Electronic nursing documentation in a paediatrics hospital: impact on quality of care by using OpenEHR, IHE and HL7","Oštir M, Purkart M, Stih A, Prinčič B, Orel A.",2012,
Early Experiences from a guideline-based computerized clinical decision support for stroke prevention in atrial fibrillation,"Chen R, Valladares C, Corbal I, Anani N, Koch S.",2013,
Julius--a template based supplementary electronic health record system,"Chen R, Enberg G, Klein GO.",2007,10.1186/1472-6947-7-10
"Contribution of Clinical Archetypes, and the Challenges, towards Achieving Semantic Interoperability for EHRs","Tapuria A, Kalra D, Kobayashi S.",2013,10.4258/hir.2013.19.4.286
Knowledge and information modeling,Madsen M.,2010,
Relevance and management of methylation data in electronic health records,"Goebel G, Pfeiffer KP, Schabetsberger T, Kalozy C, Fiegl H, Leitner K.",2009,
Associating clinical archetypes through UMLS Metathesaurus term clusters,"Lezcano L, Sánchez-Alonso S, Sicilia MA.",2012,10.1007/s10916-010-9586-9
Healthcare standards based sensory data exchange for Home Healthcare Monitoring System,"Khan WA, Hussain M, Afzal M, Amin MB, Lee S.",2012,10.1109/EMBC.2012.6346170
Applying the archetype approach to the database of a biobank information management system,"Späth MB, Grimson J.",2011,10.1016/j.ijmedinf.2010.11.002
Compatibility Between Metadata Standards: Import Pipeline of CDISC ODM to the Samply.MDR,"Kock-Schoppenhauer AK, Ulrich H, Wagen-Zink S, Duhm-Harbeck P, Ingenerf J, Neuhaus P, Dugas M, Bruland P.",2018,
Semantic Interoperable Electronic Patient Records: The Unfolding of Consensus based Archetypes,"Pedersen R, Wynn R, Ellingsen G.",2015,
Demographic management in a federated healthcare environment,"Román I, Roa LM, Reina-Tosina J, Madinabeitia G.",2006,10.1016/j.ijmedinf.2006.04.006
Plug-and-play Integration of dual-model based Knowledge Artefacts into an Open Source Ehr System,"Krexner R, Duftschmid G.",2014,
International developments in openEHR archetypes and templates,Leslie H.,2008,10.1177/183335830803700104
Architectural approach for semantic EHR systems development based on Detailed Clinical Models,"Bernal JG, Lopez DM, Blobel B.",2012,
Comparing different approaches to two-level modelling of electronic health records,"Michelsen L, Pedersen SS, Tilma HB, Andersen SK.",2005,
Bridging the HL7 template - 13606 archetype gap with detailed clinical models,"Goossen WT, Goossen-Baremans A.",2010,
A Semantic Web-based System for Managing Clinical Archetypes,"Fernandez-Breis JT, Menarguez-Tortosa M, Martinez-Costa C, Fernandez-Breis E, Herrero-Sempere J, Moner D, Sanchez J, Valencia-Garcia R, Robles M.",2008,10.1109/IEMBS.2008.4649448
Facilitating the openEHR approach - organizational structures for defining high-quality archetypes,"Kohl CD, Garde S, Knaup P.",2008,
Bridging the Gap Between the Social and the Technical: The Enrolment of Socio-Technical Information Architects to Cope with the Two-Level Model of EPR Systems,Pedersen R.,2017,
Towards automatically generating graphical user interfaces from openEHR archetypes,"Schuler T, Garde S, Heard S, Beale T.",2006,
Semantic interoperability--HL7 Version 3 compared to advanced architecture standards,"Blobel BG, Engel K, Pharow P.",2006,
Ubiquitous information for ubiquitous computing: expressing clinical data sets with openEHR archetypes,"Garde S, Hovenga E, Buck J, Knaup P.",2006,
Dealing with the archetypes development process for a regional EHR system,"Santos MR, Bax MP, Kalra D.",2012,10.4338/ACI-2011-12-RA-0074
Using detailed clinical models to bridge the gap between clinicians and HIT,Goossen WT.,2008,
Generic screen representations for future proof systems--is it possible? Two-model approach to a generic GUI,"van der Linden H, Schuler T, Chen R, Talmon J.",2007,
